회사명,거래소코드,회계년도,상장일,상장폐지일,소속코드,유동비율(IFRS),당좌비율(IFRS),현금비율(IFRS),순운전자본비율(IFRS),부채비율(IFRS),자기자본배율(IFRS),이자보상배율(이자비용)(IFRS),비유동비율(IFRS),유동자산구성비율(IFRS),자기자본구성비율(IFRS),차입금의존도(IFRS),매출액증가율(IFRS),총자본증가율(IFRS),자기자본증가율(IFRS),순이익증가율(IFRS),유형자산증가율(IFRS),비유동자산증가율(IFRS),유동자산증가율(IFRS),재고자산증가율(IFRS),매출액총이익률(IFRS),매출액순이익률(IFRS),총자본사업이익률(IFRS),총자본순이익률(IFRS),자기자본순이익률(IFRS),1주당순이익(IFRS),1주당매출액(IFRS),금융비용 대 총비용비율(IFRS),총자본회전률(IFRS),자기자본회전률(IFRS),비유동자산회전률(IFRS),재고자산회전률(IFRS),매출채권회전률(IFRS),매입채무회전률(IFRS),매입채무회전기간(IFRS),재고자산회전기간(IFRS),매출채권회전기간(IFRS),1회전기간(IFRS),운전자본회전률(IFRS),순운전자본회전률(IFRS),유형자산회전율(IFRS),유동자산회전률(IFRS),당좌자산회전률(IFRS),부가가치(IFRS),총자본투자효율(IFRS),설비투자효율(IFRS),기계투자효율(IFRS),부가가치율(IFRS),노동소득분배율(IFRS),자본분배율(IFRS),이윤분배율(IFRS)
(주)DB하이텍,000990,2011/12,1975/12/12,,1,33.38,23.7,4.33,-44.83,305.87,135.92,-0.69,314.69,22.47,24.64,59.75,-9.96,-13.18,-22.61,0,-7.91,-13.8,-10.98,-3.28,17.06,-17.42,-2.7,-7.31,-27.84,-2414,12448.19,7.91,0.42,1.6,0.54,6.81,6.56,19.91,18.33,53.57,55.67,0.01,0,0.71,0.68,1.89,2.62,216914,18.32,29.66,78.56,40.6,60.68,39.32,-42.91
(주)DB하이텍,000990,2012/12,1975/12/12,,1,53.84,39.77,6.84,-22.63,318.52,123.36,-0.29,308.05,26.39,23.89,59.32,9.28,-2.95,-5.88,0,-9.66,-7.87,14.03,2.79,16.6,-5.5,-0.89,-2.75,-11.35,-799,13118.09,7.01,0.5,2.06,0.66,7.47,8.12,25.12,14.53,48.88,44.97,0.01,0,0.61,0.81,2.05,2.83,241800.39,21.04,36.47,110.46,41.41,55.38,44.62,-13.28
(주)DB하이텍,000990,2013/12,1975/12/12,,1,46.64,31.45,7.28,-24.24,431.96,88.65,-0.16,419.28,21.18,18.8,63.26,-15.44,-8.67,-28.14,0,-7.18,-2.2,-26.7,-8.69,18.08,-14.83,-0.6,-6.66,-31.05,-1823,11092.77,9.86,0.45,2.09,0.59,6.51,7.41,18.66,19.56,56.05,49.24,0.01,0,0.63,0.75,1.88,2.64,198528.8,18.92,33.04,116.55,40.21,63.91,36.09,-36.89
(주)DB하이텍,000990,2014/12,1975/12/12,,1,65.48,47.09,10.45,-12.96,636.17,61.16,0.67,555.2,24.58,13.58,65.71,14.98,-4.53,-31.01,0,-6.94,-8.65,10.79,-4.42,24.11,-10.27,4.6,-5.69,-34.99,-1450,12754.51,10.94,0.55,3.41,0.72,8.02,8.07,17.37,21.01,45.51,45.21,0.01,0,0.86,0.93,2.42,3.47,207672.46,20.73,37.69,151.84,36.58,60.99,39.01,-28.08
(주)DB하이텍,000990,2015/12,1975/12/12,,1,137.97,103.5,43.28,9.14,262.19,124.76,2.49,241.89,33.22,27.61,52.27,17.42,0.37,104.01,0,-9.89,-11.12,35.62,20.64,34.46,19.12,12.52,12.7,61.61,3131,14975.9,7.82,0.66,3.22,0.93,8.73,7.7,17.02,21.45,41.79,47.42,0.01,0,1.11,1.19,2.3,3.12,382610.36,38.05,78.17,228.14,57.4,35.86,64.14,33.32
(주)DB하이텍,000990,2016/12,1975/12/12,,1,133.9,105.82,40.74,9.16,176.13,163.76,4.39,176.22,36.18,36.21,41.96,15.98,0.07,31.26,-30.96,2.73,-4.38,9.01,-8.52,37.51,11.38,17.54,8.75,27.41,2034,17369.58,5.39,0.77,2.41,1.18,9.68,7.66,18.38,19.86,37.72,47.67,0.02,0,1.28,1.43,2.21,2.87,336460.47,33.43,66.65,170.89,43.52,40.88,59.12,26.16
(주)DB하이텍,000990,2017/12,1975/12/12,,1,243.54,191.12,71.34,21.01,121.4,198.4,6.01,142.47,35.65,45.17,36.37,-12.08,-2.86,21.15,-15.45,1.44,-2.05,-4.29,-1.74,37.3,10.95,14.55,7.5,18.46,1719,15271.17,3.92,0.69,1.69,1.07,8.98,6.94,18.53,19.7,40.64,52.61,0.01,0,1.21,1.23,1.91,2.42,292737.25,29.95,56.18,131.84,43.07,44.8,55.2,25.42
(주)DB하이텍,000990,2018/12,1975/12/12,,1,242.42,215.06,75.75,21.25,93.66,243.78,6.76,123.6,36.18,51.64,29.03,-1.54,7.48,22.88,27.8,7.56,6.6,9.06,-42.83,32.17,14.21,11.5,9.38,19.32,2192,15036.21,2.22,0.66,1.36,1.03,11.35,7.25,19.69,18.54,32.15,50.33,0.02,0,1.3,1.16,1.84,2.19,316543.96,30.13,62.61,144.35,47.3,41.66,58.34,30.04
(주)DB하이텍,000990,2019/12,1975/12/12,,1,192.43,168.83,38.36,18.63,68.82,289.95,13.43,103.34,38.79,59.23,23.2,20.64,3.68,18.94,27.42,3.18,-0.56,11.16,20.86,36.43,15.01,17.24,11.32,20.4,2790,18139.64,1.52,0.75,1.36,1.21,17.05,8.04,24.22,15.07,21.41,45.4,0.02,1.15,1.37,1.33,2.01,2.28,394709.63,36.23,70.05,140.74,48.89,36.44,63.56,30.7
(주)DB하이텍,000990,2020/12,1975/12/12,,1,174.09,154.28,18.24,16.44,48.29,357.32,36.77,90.99,38.64,67.44,15.07,15.92,8.25,23.23,36.73,9.43,8.51,7.84,0.02,38.35,17.7,21.26,14.6,23,3814,21026.63,0.64,0.83,1.3,1.35,18.05,9.16,27.89,13.09,20.22,39.86,0.02,0,1.38,1.45,2.13,2.42,482506.07,40.92,83.37,176.79,51.55,32.44,67.56,34.33
(주)DB하이텍,000990,2021/12,1975/12/12,,1,241.47,221.77,54.25,30.62,39.99,496.94,121.56,66.82,52.27,71.43,11.1,29.78,31.29,39.07,91.31,-2.5,2.12,77.6,27.33,44.06,26.09,29.44,23.24,33.34,7293,27289.38,0.09,0.89,1.28,1.66,20.61,10.24,30.03,12.15,17.71,35.66,0.02,1.23,1.3,1.82,1.92,2.12,744057.87,48.06,134.36,284.4,61.26,23.93,76.07,42.59
(주)DB하이텍,000990,2022/12,1975/12/12,,1,326.91,308.65,36.75,43.26,29.48,735.69,232.2,48.79,62.32,77.23,5.88,37.92,36.93,48.04,76.24,12.18,8.09,63.27,11.74,55.7,33.34,42.71,30.45,40.72,12852,37637.47,-1.2,0.91,1.22,2.18,23.97,12.97,36.19,10.09,15.23,28.14,0.03,1.33,1.17,2.4,1.57,1.68,1067662.72,50.36,189.37,385.13,63.73,19.92,80.08,52.31
(주)HJ중공업,097230,2011/12,2007/08/31,,1,121.27,111.06,35.94,6.54,212.4,776.53,0.34,195.94,37.28,32.01,43.17,-15.3,-7.37,-6.32,0,-1.46,7.24,-24.64,10.98,6.87,-5.02,1.39,-1.91,-6,-2409,47962.12,5.71,0.38,1.19,0.65,13.26,2.65,7.93,46.02,27.52,137.7,0.01,0.13,0.48,1.61,0.91,0.98,364032,6.22,25.59,390.9,15.72,54.3,45.7,-31.94
(주)HJ중공업,097230,2012/12,2007/08/31,,1,113.85,106.16,29.3,4.96,218.65,771.83,0.17,188.81,40.75,31.38,51.33,-14.48,1.38,-0.61,0,-5.88,-4.23,10.82,-11.12,7.44,0.66,0.88,0.22,0.7,271,41019.34,6.54,0.34,1.06,0.55,11.42,2.27,9.56,38.18,31.97,160.73,0.01,0.24,0.46,1.43,0.86,0.93,488043,8.22,36.7,584.86,24.64,42.59,57.41,2.68
(주)HJ중공업,097230,2013/12,2007/08/31,,1,78.29,58.64,17.91,-9.26,223.6,520.9,-0.72,215.56,33.39,30.9,50.28,-2.7,-1.66,-3.16,0,-1.03,10.56,-19.43,199.78,1.37,-11.04,-1.46,-3.61,-11.6,-3299,29900.96,5.62,0.33,1.05,0.52,5.91,3.27,8.61,42.39,61.81,111.63,0.01,1.77,0.43,1.44,0.88,1.04,213438,3.65,16.33,280.35,11.07,125.61,-25.61,-99.66
(주)HJ중공업,097230,2014/12,2007/08/31,,1,84.34,63.48,9.77,-6.31,210.45,344.49,-0.78,204.97,33.98,32.21,43.96,-6.66,-6.33,-2.37,0,-4.99,-7.16,-4.68,-6.1,0.04,-12.55,-1.57,-3.99,-12.66,-2771,22100.18,5.47,0.32,1.01,0.48,3.79,5.95,5.85,62.37,96.28,61.32,0.01,0.26,0.42,1.39,0.94,1.26,241189,4.41,19.73,356.11,13.41,111.23,-11.23,-93.59
(주)HJ중공업,097230,2015/12,2007/08/31,,1,63.44,35.23,3.12,-20.17,236.72,269.34,-0.75,218.9,34.99,29.7,46.95,13.47,-15.2,-21.82,0,-3.15,-16.5,-12.67,57.04,3.38,-12.74,-1.67,-5.15,-16.57,-2544,19956.77,4.95,0.4,1.3,0.62,3.46,7.33,5.6,65.15,105.62,49.82,0.01,0.19,0.5,1.64,1.17,1.78,171017,3.69,14.41,278.77,8.38,157.31,-57.31,-152.1
(주)HJ중공업,097230,2016/12,2007/08/31,,1,106.91,74.48,6.19,2.82,333.73,170.51,0.4,244.65,43.59,23.06,53.67,-5.52,-15.45,-34.36,0,-15.31,-26.64,5.33,-28.16,7.89,-17.34,1.43,-7.81,-29.31,-3215,18538.58,6.31,0.45,1.69,0.74,3.11,8.63,7.28,50.15,117.37,42.3,0.01,0.22,0.51,1.71,1.16,1.84,77014,1.96,7.77,158,3.99,284.37,-184.37,-434.24
(주)HJ중공업,097230,2017/12,2007/08/31,,1,54.92,29.04,4.24,-34.46,487.9,106.25,0.89,341.09,41.98,17.01,54.47,-9.91,-15.54,-37.69,0,-36.97,-13.12,-18.66,26.38,11.07,-17.21,2.72,-8.27,-40.75,-2820,16382.71,5.34,0.48,2.37,0.84,2.96,8.89,8.8,41.47,123.3,41.07,0.01,0.33,0.48,2.06,1.12,1.8,62839,1.9,9.65,186.51,3.62,322.79,-222.79,-475.86
(주)HJ중공업,097230,2018/12,2007/08/31,,1,92.79,57.94,15.34,-4.5,0,0,-0.66,0,57.91,0,69.99,0.78,-27.89,0,0,-2.52,-47.68,-0.54,-20.74,11.41,-55.03,-1.86,-33.8,0,-9087,16510.26,5.64,0.61,0,1.2,2.98,13.93,8.63,42.3,122.44,26.2,0.01,0.12,0.52,2.72,1.26,2.19,-664773,-27.83,-104.78,-2035.62,-37.97,0,0,0
(주)HJ중공업,097230,2019/12,2007/08/31,,1,70.61,50.85,6.65,-21.93,897.14,59.39,0.64,471.59,52.71,10.03,45.78,-8.08,3.24,0,0,-3.71,15.99,-6.03,-29.96,10.59,-4.58,3.92,-3.03,0,-1249,18008.84,5.98,0.66,0,1.48,3.64,13.46,8.83,41.32,100.14,27.12,0.01,0.12,0.54,2.58,1.2,1.79,291962,11.84,47.76,1057.37,18.14,58.89,41.11,-25.23
(주)HJ중공업,097230,2020/12,2007/08/31,,1,103.45,87.25,20.73,1.63,583.21,76.95,0.88,350.11,48.76,14.64,40.1,5.29,-11.22,29.58,0,-3.09,-3.8,-17.87,-54.05,7.66,4.52,2.53,3.29,26.97,919,20350.03,2.88,0.73,5.97,1.48,6.38,17.66,9.08,40.18,57.18,20.66,0.03,0.07,0.65,2.81,1.43,1.85,289620,13.23,49,1241.99,17.09,56.28,43.72,26.43
(주)HJ중공업,097230,2021/12,2007/08/31,,1,100.15,84.62,12.49,0.06,450.92,103.8,-2.33,331.36,39.85,18.15,36.59,0.66,8.77,34.89,0,55.11,27.66,-11.09,-11.99,-1.22,-8.21,-4.48,-6.13,-37.2,-1681,20484,2.11,0.75,4.53,1.34,10.86,27.87,7.92,46.07,33.62,13.09,1.55,0.03,0.85,2.25,1.69,2,108098,4.54,11.73,481.76,6.34,149.76,-49.76,-129.51
(주)HJ중공업,097230,2022/12,2007/08/31,,1,101.02,86.84,7.22,0.56,565.7,92.5,0.15,294.36,55.78,15.02,32.79,4.78,7.68,-10.88,0,-30.21,-20.84,50.72,36.43,5.39,-2.81,0.41,-2.03,-12.28,-603,21463.6,2.13,0.72,4.37,1.39,10.28,17.65,7.88,46.33,35.51,20.68,0.1,0.05,0.75,2.28,1.5,1.76,236057,9.21,36.72,920.08,13.21,75.48,24.52,-21.26
(주)MH에탄올,023150,2011/12,1996/12/24,,1,39.49,32.66,1.33,-29.6,142.03,1274.22,1.5,195.28,19.31,41.32,53.2,-0.23,6.52,6,-26.85,-2.5,21.42,-29.57,8.19,24.28,7.76,6.63,2.54,6.14,479,6172.43,6.69,0.33,0.79,0.43,9.89,4.69,322.68,1.13,36.92,77.76,0.01,0,0.44,1.21,1.36,1.58,12156.15,8.94,34.56,1260.12,28.13,31.84,68.16,27.57
(주)MH에탄올,023150,2012/12,1996/12/24,,1,34.27,26.4,0,-31.83,137.09,1332.11,1.64,197.74,16.59,42.18,52.14,5.28,2.41,4.54,-23.28,-2.13,5.86,-12.01,16.81,22.01,5.65,5.58,1.87,4.48,367,6498.38,6.42,0.33,0.79,0.4,9.24,4.82,0,0,39.51,75.66,0.01,0.07,0.5,1.31,1.84,2.3,11475.93,8.24,33.34,1515.3,25.23,34.53,65.47,22.41
(주)MH에탄올,023150,2013/12,1996/12/24,,1,38.13,29.15,0.07,-34.26,160.02,1069.09,3.44,205.12,21.11,38.46,58.43,1.78,-11.98,-19.75,0,-0.87,-16.75,11.99,14.86,28.19,-25.11,7.57,-8.89,-21.97,-1661,6614.07,16.84,0.35,0.87,0.44,8.12,4.46,0,0,44.94,81.89,0.01,0.08,0.5,1.35,1.89,2.46,-10099.69,-8.24,-29.66,-1835.16,-21.81,0,0,0
(주)MH에탄올,023150,2014/12,1996/12/24,,1,88.61,66.52,0.01,-4.22,62.36,1142.28,5.62,109,32.87,61.59,34.49,5.8,-30.42,11.43,0,5.74,-40.78,8.31,14.64,24.24,9.43,8.72,4.45,9.27,640,6638.69,2.73,0.47,0.98,0.64,7.49,4.66,0,0,48.74,78.41,0.01,0.08,0.64,1.4,1.82,2.4,11030.53,12.94,30.99,653.08,22.52,39.6,60.4,41.87
(주)MH에탄올,023150,2015/12,1996/12/24,,1,105.94,88.4,15.34,1.55,36.69,1252.4,12.7,98.89,27.65,73.16,23.66,2.86,-7.7,9.64,67.7,2.12,-0.53,-22.34,-48.43,27.71,15.37,13.84,9.45,14.07,1059,6828.76,1.52,0.61,0.92,0.88,9.52,4.7,0,0,38.36,77.73,0.01,0.07,0.99,1.38,2.02,2.57,16452.87,20.91,44.98,773.55,32.65,26.64,73.36,47.07
(주)MH에탄올,023150,2016/12,1996/12/24,,1,248.1,175.61,17.76,15.71,13.86,1376.13,29.42,83.89,26.32,87.83,7.61,-2.96,-8.47,9.88,5.04,1.48,-6.79,-12.88,53.72,30.54,16.64,16.17,10.79,13.47,1128,6626.94,0.25,0.65,0.81,0.89,10.7,4.65,0,0,34.12,78.55,0.01,0.07,1.42,1.32,2.4,3.1,16882.88,23.44,45.64,818.08,34.53,28.66,71.34,48.18
(주)MH에탄올,023150,2017/12,1996/12/24,,1,117.34,81.93,4.9,2.51,66.06,1407.49,33.29,137.87,16.97,60.22,34.02,-1.28,49.17,2.28,-27.43,5.42,68.09,-3.8,-0.65,28.37,12.23,12.07,6.58,9.23,824,6542.02,-0.16,0.54,0.75,0.68,8.74,4.7,0,0,41.74,77.71,0.01,0.07,1.6,1.26,2.6,3.69,14882.33,13.85,38.08,644.17,30.83,33.16,66.84,39.67
(주)MH에탄올,023150,2018/12,1996/12/24,,1,133.8,87,0.03,4.24,60.15,1489.56,8.73,133.3,16.77,62.44,32.43,-2.75,2.07,5.83,11.02,2.96,2.32,0.82,16.86,26.87,13.96,8.69,6.04,9.84,955,6362.12,1.6,0.43,0.71,0.52,7.87,4.5,0,0,46.39,81.08,0.01,0.08,1.42,1.17,2.56,3.8,16047.25,14.63,39.59,775.99,34.18,34.02,65.98,40.84
(주)MH에탄올,023150,2019/12,1996/12/24,,1,127.22,70.51,0.01,3.84,69.91,1293.9,7.59,139.43,17.94,58.85,35.32,0.1,-7.84,-13.14,0,1.32,-9.14,-1.39,25.68,24.64,-10.65,7.72,-4.75,-7.82,-752,6368.79,1.44,0.45,0.73,0.54,6.48,4.85,0,0,56.36,75.31,0.01,0.09,1.46,1.15,2.57,4.27,5096.55,5.04,12.44,253.26,10.85,116.3,-16.3,-98.2
(주)MH에탄올,023150,2020/12,1996/12/24,,1,117.69,70.26,0.03,3.16,69.27,1253.26,9.71,133.68,21.03,59.08,34.48,9.12,-3.51,-3.14,0,1.93,-7.13,13.09,2.23,24.12,2.26,8.58,1.16,1.98,178,6949.54,1.16,0.52,0.88,0.64,6.28,5.56,0,0,58.17,65.63,0.01,0.08,1.46,1.24,2.65,4.6,11094.52,11.38,27.04,634.12,21.64,54.38,45.62,10.42
(주)MH에탄올,023150,2021/12,1996/12/24,,1,82.43,43.13,0.56,-4.13,70.07,1263.01,5.34,137.14,19.37,58.8,35.42,-10.5,1.26,0.78,327.07,3.15,3.38,-6.74,10.35,17.77,10.76,3.97,5.03,8.54,759,6219.69,1.07,0.47,0.79,0.59,5.28,4.88,0,0,69.11,74.79,0.01,0.1,1.14,1.08,2.32,4.13,14295.51,14.48,33.41,491.06,31.15,43.12,56.88,34.55
(주)MH에탄올,023150,2022/12,1996/12/24,,1,48.93,30.19,0.06,-21.52,76.34,1358.47,0.48,139.97,20.62,56.71,39.08,12,11.52,7.56,15.11,0.78,9.78,18.76,-4.59,9.14,11.06,0.83,5.44,9.44,873,6966.2,1.8,0.49,0.85,0.62,5.77,4.94,0,0,63.26,73.89,0.01,0.09,0.92,1.18,2.46,4.28,14584,13.24,34.13,502.34,28.37,40.58,59.42,38.98
(주)SH에너지화학,002360,2011/12,1985/12/23,,1,145.06,111.22,10.93,14.45,58.74,115.71,3.5,84.87,46.53,63,28.43,14.9,8.37,4.81,0,1.07,1.35,17.75,83.05,7.05,1.83,5.8,3.21,5.02,28.5,1549.63,0.41,1.76,2.74,3.18,20.1,6.86,315.51,1.16,18.16,53.18,0.01,0,2.32,5.24,3.92,4.87,14221.3,13.89,44.52,108.72,8.23,55.29,44.71,22.25
(주)SH에너지화학,002360,2012/12,1985/12/23,,1,169.76,120.29,1.6,19.55,57.95,116.41,2.26,82.8,47.58,63.31,27.87,11.09,0.11,0.6,-65.88,-1.53,-1.85,2.35,27.86,6.98,0.56,3.45,1.05,1.67,9.7,1725.27,0.32,1.87,2.97,3.54,15.16,6.92,121.97,2.99,24.08,52.71,0.01,0,2.43,5.84,3.98,5.4,13164.14,12.84,41.27,98.16,6.86,67.19,32.81,8.2
(주)SH에너지화학,002360,2013/12,1985/12/23,,1,165.4,131.2,13.76,20.77,57.61,125.19,5.95,74.82,52.53,63.45,25.44,19.74,7.31,7.54,348.43,-2.03,-2.83,18.48,-15.95,7.13,2.11,7.45,4.56,7.19,44,2067.52,0.22,2.16,3.41,4.34,17.57,7.96,95.75,3.81,20.77,45.86,0.02,0,2.7,7.12,4.31,5.72,18725.38,17.03,60.18,143.12,8.15,56.66,43.34,25.86
(주)SH에너지화학,002360,2014/12,1985/12/23,,1,271.71,203.65,32.85,32.14,30.81,149.63,25.43,64.28,50.86,76.45,8.77,-1.22,-0.81,19.52,221.57,-2.74,2.68,-3.96,16.36,13.28,6.86,19.2,14.21,20.33,140,2042.21,0.02,2.07,2.96,4.29,17.57,7.48,94.9,3.85,20.78,48.79,0.02,0,2.69,7.2,4.01,5.19,33796.55,30.98,111.34,266.8,14.89,34.92,65.08,46.07
(주)SH에너지화학,002360,2015/12,1985/12/23,,1,379.52,311.55,110.18,41.16,25.69,162.79,85,55.45,55.89,79.56,5.98,-5.77,4.54,8.8,-18.82,5.1,-6.16,14.87,-17.86,16.27,5.91,20.58,11.33,14.52,114,1924.44,0.1,1.92,2.46,4.12,16.9,7.25,130.5,2.8,21.6,50.34,0.01,0,2.73,6.71,3.59,4.56,34895.57,30.6,108.1,252.65,16.32,43.15,56.85,36.22
(주)SH에너지화학,002360,2016/12,1985/12/23,,1,652.02,563.52,201.66,54.8,19.28,184.94,209.47,42.08,64.73,83.84,2.85,0.23,7.81,13.6,39.04,-2.64,-13.79,24.86,-5.39,16.16,8.2,20.14,14.83,18.13,158.5,1928.92,-0.08,1.81,2.21,4.58,19.3,6.02,166.75,2.19,18.91,60.59,0.01,0,2.49,6.65,2.99,3.54,39411.54,32.05,125.81,293.29,18.38,37.43,62.57,44.59
(주)SH에너지화학,002360,2017/12,1985/12/23,,1,943.62,722.3,362.72,57.4,16.59,189.66,155.23,41.74,64.2,85.77,2.84,-13.86,0.25,2.56,-49.33,-2.63,1.73,-0.56,71.85,12.43,4.82,10.93,7.23,8.53,80.3,1661.62,-0.11,1.5,1.77,4.22,12.58,5.32,117.57,3.1,29.02,68.6,0.01,0,2.06,5.89,2.33,2.86,27260.32,22.12,88.96,209.05,14.76,50.6,49.4,32.67
(주)SH에너지화학,002360,2018/12,1985/12/23,,1,1166.09,852.64,396.3,58.68,16.17,186.7,30.8,41.61,64.18,86.08,2.9,-2.12,-1.92,-1.56,-68.93,-3.37,-1.85,-1.96,12.37,6.47,1.53,2.54,2.27,2.64,25,1626.36,-0.11,1.48,1.72,4.13,9.17,6.84,138.3,2.64,39.8,53.36,0.01,0,2.1,5.94,2.31,3.08,19849.37,16.42,67.47,163.93,10.98,73.28,26.72,13.94
(주)SH에너지화학,002360,2019/12,1985/12/23,,1,1062.65,836.92,532.73,55.94,24.38,174.72,-18.2,47.58,61.75,80.4,7.23,-23.56,0.19,-6.42,0,10.74,6.99,-3.61,-23.82,4.56,-2.28,-1.62,-2.6,-3.13,-28.5,1243.13,-0.19,1.14,1.37,3.08,7.52,6.31,140.98,2.59,48.54,57.83,0.01,0,1.66,4.38,1.81,2.39,12959.9,10.7,42,96.89,9.38,111.8,-11.8,-24.32
(주)SH에너지화학,002360,2020/12,1985/12/23,,1,917.82,781.6,368.84,49.3,29.79,161.14,-36.8,57.98,55.32,77.05,9.59,-33.88,-3.76,-7.77,0,10.29,12.41,-13.78,-39.76,1.05,-7.9,-5.76,-6.07,-7.71,-65.4,821.98,-0.07,0.77,0.98,1.86,7.18,5.5,79.3,4.6,50.86,66.4,0.01,0,1.19,2.62,1.31,1.61,7414.09,6.36,24.41,59.07,8.12,202.29,-102.29,-97.37
(주)SH에너지화학,002360,2021/12,1985/12/23,,1,561.48,470.24,109.95,48.68,29.78,163.7,3.76,52.91,59.23,77.05,9.27,52.47,1.59,1.59,0,-6.53,-7.29,8.76,19.09,7.04,0.54,0.84,0.64,0.83,6.9,1253.23,-0.05,1.19,1.54,2.78,13.28,7.6,97.7,3.74,27.48,48.05,0.01,0,1.81,3.94,2.07,2.45,18926.61,15.98,55.8,118.33,13.59,81.8,18.2,3.98
(주)SH에너지화학,002360,2022/12,1985/12/23,,1,653.36,467.53,112.57,51.09,33.11,166.25,1.49,52.82,60.32,75.13,12.11,15.33,4.15,1.55,63.47,8.48,1.37,6.07,85.65,6.3,0.77,0.9,1.02,1.34,11.2,1445.33,-0.1,1.33,1.75,3.3,9.87,7.54,101.84,3.58,36.99,48.41,0.01,0,1.91,4.51,2.22,2.87,20537.02,16.65,55.44,107.07,12.78,80.79,19.21,6
(주)SIMPAC,009160,2011/12,1989/07/29,,1,129.33,106.79,53.55,11.55,90.56,1071.57,20.95,93.52,50.92,52.48,14.67,18.43,14.14,14.48,42.4,25.11,13.81,14.45,25.14,20.65,9.91,10.8,7.61,14.52,785,7353.21,-0.73,0.77,1.47,1.56,9.02,3.65,5.5,66.33,40.46,100.1,0.01,0.14,0.84,3.79,1.51,1.81,47745.41,16.08,77.51,474,22.32,37.12,62.88,44.39
(주)SIMPAC,009160,2012/12,1989/07/29,,1,139.43,116.03,20.81,13.86,72.84,1222.84,15.59,88.13,49.01,57.86,13.12,4.67,3.51,14.12,6.23,2.36,7.54,-0.38,-4.07,18.65,10.06,9.8,7.45,13.5,833,7696.59,-1.35,0.74,1.34,1.48,8.67,3.61,5.93,61.55,42.1,101.12,0.01,0.16,0.85,3.53,1.48,1.79,45503.45,14.8,70.9,367.44,20.33,39.74,60.26,49.48
(주)SIMPAC,009160,2013/12,1989/07/29,,1,79.66,60.51,6.31,-7.77,76.77,1360.85,16.68,122.94,30.45,56.57,18.96,-8.63,13.82,11.29,-14.75,0.14,55.24,-29.28,1.29,19.88,9.39,8.65,5.84,10.22,711,7032.09,-1.77,0.62,1.09,1.02,8.04,3.06,5.37,68,45.41,119.32,0.01,0.17,0.82,3.18,1.59,1.98,44116.55,12.61,68.64,334.1,21.57,39.81,60.19,43.51
(주)SIMPAC,009160,2014/12,1989/07/29,,1,101.68,74.21,15.63,0.59,61.51,1402.13,9.26,103.62,35.84,61.92,9.36,11.23,-5.86,3.03,-46.77,9.85,-13.16,10.8,24.57,17.21,4.49,6.62,3.01,5.09,378,7821.64,-0.78,0.67,1.13,1,7.91,3.36,5.84,62.51,46.13,108.49,0.01,0.18,0.96,3.37,2.03,2.72,35041.8,10.64,51.31,268.73,15.4,57.56,42.44,29.16
(주)SIMPAC,009160,2015/12,1989/07/29,,1,96.59,62.41,9.27,-1.32,67.82,1513.41,23.49,105.08,37.38,59.59,11.51,-6.3,12.15,7.94,90.33,7.42,9.46,16.97,53.18,19.62,9.12,7.56,5.57,9.17,719,7328.62,-0.92,0.61,1.01,0.96,5.28,3.33,5.1,71.63,69.15,109.46,0.01,0.28,0.83,2.91,1.66,2.43,48511.4,13.13,68.68,306.9,22.76,44.15,55.85,40.09
(주)SIMPAC,009160,2016/12,1989/07/29,,1,105.64,73.9,28.69,2.01,59.96,1574.42,20.91,99.58,37.75,62.52,10.92,1.26,-0.84,4.03,-15.45,-0.95,-1.42,0.13,-14.98,18.47,7.62,6.31,4.47,7.32,613,7421,-0.39,0.59,0.96,0.94,4.78,3.87,5.06,72.14,76.44,94.33,0.01,0.28,0.78,2.86,1.56,2.32,45818.17,12.51,60.99,228.81,21.23,46.03,53.97,35.89
(주)SIMPAC,009160,2017/12,1989/07/29,,1,109.29,79.26,18.72,3.09,53.28,1538.82,15.27,97.51,36.38,65.24,14.58,-5.88,-6.35,-2.26,-56.62,-6.29,-4.29,-9.73,-17.44,17.06,3.51,4.5,2.01,3.15,282,6984.73,-0.55,0.57,0.9,0.91,5.36,3.51,6.15,59.33,68.13,104,0.01,0.37,0.8,2.79,1.54,2.17,33411.91,9.74,47.46,203.36,16.45,53.2,46.8,21.35
(주)SIMPAC,009160,2018/12,1989/07/29,,1,131.38,81.43,46.5,10.39,52.83,1256.68,3.25,86.38,43.48,65.43,16.43,32.35,83.19,83.71,774.43,122.03,62.74,118.93,202.86,9.41,23.2,2.18,12.84,19.65,1513,9244.1,-0.43,0.55,0.85,0.94,3.89,4.35,8.67,42.1,93.79,83.92,0.01,0,0.75,2.37,1.35,2.07,94742.34,15.08,60.73,262.25,35.24,24.97,75.03,65.84
(주)SIMPAC,009160,2019/12,1989/07/29,,1,125.92,86.65,57.53,7.59,45.2,1281.43,2.86,91.69,36.85,68.87,17.3,45.79,-3.13,1.97,-81.55,-2.12,8.24,-17.9,-32.66,8.89,2.94,2.42,1.86,2.77,190,5990.73,-0.93,0.63,0.94,1.06,4.51,7.75,12.57,29.03,80.93,47.13,0.01,0,0.89,2.53,1.58,2.42,50726.3,8.33,33.43,166.94,12.94,55.29,44.71,22.68
