회사명,거래소코드,회계년도,상장일,상장폐지일,소속코드,유동비율(IFRS),당좌비율(IFRS),현금비율(IFRS),순운전자본비율(IFRS),부채비율(IFRS),자기자본배율(IFRS),이자보상배율(이자비용)(IFRS),비유동비율(IFRS),유동자산구성비율(IFRS),자기자본구성비율(IFRS),차입금의존도(IFRS),매출액증가율(IFRS),총자본증가율(IFRS),자기자본증가율(IFRS),순이익증가율(IFRS),유형자산증가율(IFRS),비유동자산증가율(IFRS),유동자산증가율(IFRS),재고자산증가율(IFRS),매출액총이익률(IFRS),매출액순이익률(IFRS),총자본사업이익률(IFRS),총자본순이익률(IFRS),자기자본순이익률(IFRS),1주당순이익(IFRS),1주당매출액(IFRS),금융비용 대 총비용비율(IFRS),총자본회전률(IFRS),자기자본회전률(IFRS),비유동자산회전률(IFRS),재고자산회전률(IFRS),매출채권회전률(IFRS),매입채무회전률(IFRS),매입채무회전기간(IFRS),재고자산회전기간(IFRS),매출채권회전기간(IFRS),1회전기간(IFRS),운전자본회전률(IFRS),순운전자본회전률(IFRS),유형자산회전율(IFRS),유동자산회전률(IFRS),당좌자산회전률(IFRS),부가가치(IFRS),총자본투자효율(IFRS),설비투자효율(IFRS),기계투자효율(IFRS),부가가치율(IFRS),노동소득분배율(IFRS),자본분배율(IFRS),이윤분배율(IFRS)
(주)신도리코,029530,2011/12,1996/12/24,,1,899.24,785.08,149.48,62.23,11.48,1540.43,999999999,33.42,70.02,89.7,0,7.81,6.69,4.59,26.49,6.6,1.19,9.23,-11.71,17.54,8.5,9.91,7.27,8.02,6196,71093.97,-2.21,0.85,0.94,2.78,8.74,9.76,22.83,15.99,41.78,37.42,0.02,0,1.13,5.75,1.23,1.44,154489.75,17.85,120.46,3066.32,21.56,46.36,53.64,39.43
(주)신도리코,029530,2012/12,1996/12/24,,1,1253.34,1127.88,171.31,59.45,8.71,1592.77,999999999,38.48,64.6,91.98,0,2.9,0.84,3.4,-5.98,9.26,19.06,-6.97,-26.65,14.24,7.77,8.54,6.59,7.25,5825,73153.46,-4.05,0.85,0.93,2.59,11.06,11.3,20.6,17.72,33.01,32.3,0.02,0.57,1.15,5.48,1.26,1.42,132519.56,15.18,94.38,3918.67,17.97,55.46,44.54,43.22
(주)신도리코,029530,2013/12,1996/12/24,,1,1637,1505.52,95.92,68.63,7.64,1626.54,999999999,28.96,73.1,92.9,0,-30.74,1.11,2.12,-27.63,-5.76,-23.16,14.41,-8.19,17.16,8.12,5.44,4.72,5.11,4216,50669.14,-3.25,0.58,0.63,1.87,9.44,10.12,19.72,18.51,38.68,36.08,0.02,0,0.79,3.74,0.85,0.93,127844.67,14.49,96.5,5176.07,25.03,56.65,43.35,32.42
(주)신도리코,029530,2014/12,1996/12/24,,1,1662.56,1571.04,85.21,64.03,6.67,1622.83,999999999,34,68.13,93.75,0,-10.48,-1.13,-0.23,-50.97,-9.41,17.15,-7.86,-36.85,14.34,4.45,2.6,2.32,2.48,2067,45360.12,-3.23,0.52,0.56,1.77,10.82,8.58,20.27,18.01,33.74,42.52,0.02,0,0.7,3.62,0.74,0.79,94805.37,10.87,79,4656.17,20.73,73.51,26.49,21.44
(주)신도리코,029530,2015/12,1996/12/24,,1,1884.58,1739.77,88.64,66.27,5.41,1628.39,999999999,31.64,69.98,94.87,0,3.88,-0.84,0.34,-29.63,12.33,-6.63,1.86,42.2,12.94,3.01,2.14,1.65,1.75,1455,47119.25,-2.41,0.55,0.58,1.77,11.99,7.25,23.01,15.86,30.45,50.35,0.02,0,0.75,3.73,0.79,0.85,93007.61,10.75,71.72,5748.09,19.58,72.79,27.21,15.38
(주)신도리코,029530,2016/12,1996/12/24,,1,1211.53,1133.11,196.8,64.26,7.58,1655.27,999999999,32.24,70.04,92.95,0,1.08,3.75,1.65,54.08,-21.73,3.57,3.83,-12.54,13.59,4.59,2.69,2.5,2.66,2241,47630.24,-2.1,0.54,0.58,1.82,11.01,7.64,17.73,20.59,33.15,47.76,0.02,1.08,0.73,4,0.78,0.84,96714.12,10.78,91.97,5269.29,20.14,63.78,36.22,22.78
(주)신도리코,029530,2017/12,1996/12/24,,1,1203.09,1146.79,201.2,67.16,7.66,1698.49,999999999,28.8,73.25,92.88,0,10.65,2.69,2.61,49.44,-4.1,-8.31,7.39,-22.37,15.52,6.2,5.24,3.62,3.9,3349,52704.91,-3.63,0.58,0.63,2.06,14.7,8.76,14.46,25.24,24.83,41.65,0.02,0.11,0.75,5.14,0.82,0.86,101187.27,10.98,99.99,7008.52,19.05,61.05,38.95,32.54
(주)신도리코,029530,2018/12,1996/12/24,,1,1411.88,1328.06,242.76,69,7.34,1722.7,999999999,27.63,74.26,93.16,0,-1.35,1.13,1.43,-3.94,-5.82,-2.7,2.53,30.09,15.64,6.04,3.2,3.41,3.67,3217,51990.82,-2.27,0.57,0.61,2.15,14.42,9.38,15.27,23.9,25.31,38.93,0.02,0.12,0.71,5.33,0.77,0.81,105932.41,11.37,111.25,9042.43,20.21,57.42,42.58,29.86
(주)신도리코,029530,2019/12,1996/12/24,,1,1131.84,1082.42,131.54,69,8.69,1708.24,173.24,26.42,75.69,92,0.02,-24.1,0.41,-0.84,-70.56,-11.01,-5.18,2.34,-24.72,14.06,2.34,1.7,1,1.08,947,39462.87,-3.19,0.43,0.46,1.7,11.05,8.7,11.19,32.62,33.04,41.96,0.02,0.12,0.53,4.42,0.57,0.6,81422.24,8.7,96.01,8689.46,20.47,73.9,26.1,11.44
(주)신도리코,029530,2020/12,1996/12/24,,1,1296.86,1220.82,236.08,68.81,7.16,1674.2,-1133.46,27.26,74.56,93.32,0.03,-19.03,-3.38,-1.99,0,-0.67,1.12,-4.82,27.8,18.32,-2.78,-0.4,-0.97,-1.05,-912,31951.94,-2.71,0.35,0.38,1.41,9.14,7.25,8.43,43.3,39.93,50.32,0.02,0.13,0.43,3.81,0.47,0.49,56813.48,6.28,67.45,35507.54,17.64,119.82,-19.82,-15.79
(주)신도리코,029530,2021/12,1996/12/24,,1,1228.4,1178.14,271.91,72.95,7.79,1860.32,299.85,22.19,79.41,92.77,0.1,-4.17,11.78,11.12,0,-27.15,-9.53,19.05,-16.91,21.87,32.02,1.44,10.32,11.1,10195,30618.1,-2.64,0.32,0.35,1.41,8.53,7.95,10.11,36.1,42.8,45.91,0.02,0.16,0.39,4.24,0.42,0.44,174551.67,17.27,284.54,6292417.73,56.56,23.43,76.57,56.62
(주)신도리코,029530,2022/12,1996/12/24,,1,1069.71,992.34,136.1,59.92,7.73,1844.1,-115.6,36.53,66.1,92.82,0.08,17.05,-0.93,-0.87,-68.75,-17.67,63.15,-17.54,45.74,17.88,8.55,1.55,3.07,3.31,3435,35837.09,-5.09,0.36,0.39,1.32,8.95,12.15,12.04,30.33,40.77,30.04,0.02,0.11,0.45,6.46,0.49,0.52,77892.75,7.78,154.41,3859898.33,21.56,61.55,38.45,39.65
(주)신성에프에이,104120,2011/12,2008/09/01,2017/01/02,4,135.41,130.84,7.04,17.78,120.38,852.37,2.35,70.58,67.98,45.38,14.49,-27,-23.39,-2.9,-78.05,-4.38,-6.54,-29.39,222.66,12.27,1.19,2.76,1.77,4.43,192,16127.13,0.47,1.49,3.73,5.18,114.23,3.31,4.78,76.37,3.2,110.29,0.03,0.01,1.22,9.89,2.09,2.13,19403.72,23.44,138.14,7781.44,13.65,69.51,30.49,8.7
(주)신성에프에이,104120,2012/12,2008/09/01,2017/01/02,4,183.41,175.96,3.46,23.7,94.08,315.01,-9.26,92.93,52.12,51.52,14.82,-62.57,-34.91,-26.1,0,-3.43,-2.69,-50.1,-39.97,3.75,-15.76,-12.28,-12.27,-25.68,-476,3018.81,1.1,0.78,1.63,2.03,35,2.01,4.13,88.32,10.43,181.35,0.01,0.03,0.75,3.85,1.26,1.31,3605.21,6.69,26.58,1841.13,6.78,306.1,-206.1,-232.64
(주)신성에프에이,104120,2013/12,2008/09/01,2017/01/02,4,117.14,116.19,23,9.75,166.08,332.83,3.51,88.88,66.6,37.58,10.24,94.66,44.85,5.66,0,-6.75,1.05,85.1,-62.75,15,3.1,4.47,4.87,11.25,182,5876.58,0.43,1.57,3.63,3.99,132.34,4.59,5.39,67.68,2.76,79.48,0.07,0.01,1.48,7.9,2.59,2.64,18990.19,24.33,150.13,14950.2,18.33,63.18,36.82,16.91
(주)신성에프에이,104120,2014/12,2008/09/01,2017/01/02,4,122.53,121.87,35.86,13.63,199.26,411.98,5.18,77.34,74.16,33.42,8.18,30.66,39.21,23.78,126.51,-15.17,7.7,55.02,1.62,11.28,5.38,3.87,7.79,22.17,413,7678.16,0.13,1.45,4.12,5,315.99,4.09,3.56,102.55,1.16,89.33,0,0,1.12,11.58,2.04,2.06,23519.54,21.65,219.18,36521.03,17.38,50.95,49.05,30.93
(주)신성에프에이,104120,2015/12,2008/09/01,2017/01/02,4,118.05,117.92,11.69,11.61,197.36,591.48,13.27,71.5,75.96,33.63,7.18,38.26,43.47,44.39,69.12,0.25,33.48,46.95,-71.37,15.53,6.58,7.14,9.3,27.73,413,10615.5,0.28,1.41,4.22,5.71,673.87,3.04,3.47,105.22,0.54,120.11,0.06,0,1.03,17.42,1.88,1.89,33206.09,21.3,308.85,7917.62,17.75,45.96,54.04,37.05
(주)신성이엔지,104110,2011/12,2008/09/01,2017/01/02,4,120.75,120.19,5.74,10.92,138.28,982.92,9,86.85,63.55,41.97,14.95,-5.16,-10.77,9.4,-43.92,-12.63,4.99,-17.85,-36.2,13.58,3.3,8.19,5.92,15.63,735,22249.65,0.36,1.79,4.73,5.34,497.53,4.48,5.81,62.82,0.73,81.46,0.05,0,1.5,11.98,2.7,2.71,23203.69,22.48,159.88,2555.08,11.83,57.27,42.73,27.92
(주)신성이엔지,011930,2011/12,1996/07/31,,1,44.88,29.3,3.1,-23.45,173.86,817,-1.67,221.57,19.09,36.51,54.87,-15.88,-3.4,-0.06,0,22.11,18.15,-45.52,3.73,-9.3,-16.99,-5.12,-7.78,-21.69,0,5248.27,5.06,0.46,1.28,0.62,7.16,6.18,12.13,30.08,50.96,59.06,0.01,0.83,0.65,1.14,1.72,2.27,12603.77,3.04,7.52,15.45,6.51,157.56,-57.56,-260.95
(주)신성이엔지,104110,2012/12,2008/09/01,2017/01/02,4,138.05,136.77,25.88,16.15,126.77,427.27,2.21,93.88,58.6,44.1,11.4,-29.21,-17.27,-13.07,0,-2.95,-6.04,-23.72,50.84,12.32,-2.57,2.25,-3.79,-8.82,-203,7876.5,0.32,1.47,3.43,3.8,360.5,4.55,5.26,69.44,1.01,80.18,0.09,0,1.35,9.23,2.4,2.42,12467.58,14.6,87.11,1594.94,8.98,119.04,-19.04,-28.65
(주)신성이엔지,011930,2012/12,1996/07/31,,1,33.05,21.99,2.55,-37.54,377.39,242.29,-3.08,388.91,18.53,20.95,67.92,-19.64,-22.76,-55.69,0,-6.6,-22.23,-25.03,-27.72,-6.49,-41.56,-11.21,-17.58,-59.12,-1823,4162.44,6.22,0.42,1.42,0.52,6.56,6.22,11.1,32.87,55.62,58.64,0.01,0.59,0.63,0.86,2.24,3.41,-9011.55,-2.81,-5.27,-10.99,-5.79,0,0,0
(주)신성이엔지,011930,2013/12,1996/07/31,,1,42.02,33.41,3.32,-29.04,568.44,156.18,-1.04,527.76,21.05,14.96,68.36,-4.55,-7.97,-34.28,0,-7.74,-10.81,4.5,-35.98,0.23,-17.9,-3.8,-8.63,-47.76,-490,2606.49,6.16,0.48,2.67,0.6,9.1,5.15,6.11,59.73,40.1,70.83,0.02,0.12,0.66,0.88,2.44,3.34,11965.76,4.05,7.44,16.19,8.06,100.42,-0.42,-222.2
(주)신성이엔지,104110,2013/12,2008/09/01,2017/01/02,4,124.69,121.99,12.29,12.83,135.77,438.76,5.56,82.94,64.82,42.41,10.6,52.57,6.76,2.69,0,-3.13,-9.27,18.09,176.15,10.6,1.3,8.35,3.11,7.19,156,12016.97,0.42,2.4,5.55,6.28,243.16,7.03,8.51,42.87,1.5,51.89,0.1,0,2.2,14.53,3.88,3.94,23477.86,25.75,169.37,3630.49,11.08,80.49,19.51,11.69
(주)신성이엔지,104110,2014/12,2008/09/01,2017/01/02,4,117.55,116.42,12.69,9.35,161.99,449.17,1.66,97.95,62.61,38.17,19.63,-19.83,13.76,2.37,-50.46,11.07,20.9,9.88,-51.28,10.16,0.8,3,1.4,3.47,77,9634.15,-0.3,1.74,4.34,4.79,178.55,4.55,5.96,61.2,2.04,80.24,0.05,0.01,1.5,11.21,2.74,2.78,20890.28,20.14,140.06,4367.11,12.3,88.09,11.91,6.51
(주)신성이엔지,011930,2014/12,1996/07/31,,1,41.78,36.05,5.27,-46.19,579.43,139.59,-0.28,454.28,33.14,14.72,63.53,27.63,15.76,13.89,0,-6.32,-1.97,82.26,21.78,3.59,-6.01,-0.94,-3.58,-24.12,-203,3287.37,5.12,0.6,4.01,0.82,13.42,4.6,4.43,82.48,27.2,79.28,0.04,0.07,0.64,1.21,2.16,2.58,27615.34,8.08,18.32,41.24,14.57,49,51,-41.24
(주)신성이엔지,011930,2015/12,1996/07/31,,1,62.23,49.78,3.13,-16.51,413.91,163.92,0.78,374.11,27.2,19.46,65.08,-10.02,-6.61,23.46,0,-0.63,1.67,-23.33,11.99,11.42,1.22,2.33,0.63,3.72,28,2279.98,5.48,0.52,3.04,0.74,10.37,4.12,3.73,97.79,35.19,88.51,0.04,0.09,0.56,1.13,1.71,2.04,46442.99,14.56,30.91,69.64,27.23,35.2,64.8,4.49
(주)신성이엔지,104110,2015/12,2008/09/01,2017/01/02,4,112.67,112.06,8.69,6.56,149.27,511.94,1.38,103.99,58.28,40.12,21.34,-9.53,8.44,13.97,0.5,32.25,21,0.94,-43.07,12.58,0.89,2.28,1.26,3.23,78,8716.24,0.19,1.42,3.63,3.59,314.21,4.05,5.01,72.86,1.16,90.17,0.05,0,1.26,8.3,2.35,2.37,21062.11,18.73,132.41,5861.58,13.71,86.99,13.01,6.49
(주)신성이엔지,011930,2016/12,1996/07/31,,1,79.73,73.32,14.38,-13.07,412.58,148.54,-1.15,249.1,51.4,19.51,28.31,24.21,106.68,107.22,594.04,44.31,37.98,290.52,56.76,1.54,6.84,-1.8,2.96,15.19,153,2252.6,3.17,0.43,2.22,0.77,9.5,11.96,1.52,240.29,38.42,30.51,0,0.05,0.43,1.15,1,1.11,58618.56,8.89,28.86,100.55,27.67,32.32,67.68,24.72
(주)신성이엔지,011930,2017/12,1996/07/31,,1,70.81,67.27,8.57,-20.76,679.38,95.82,-1.38,386.85,50.36,12.83,35.66,319.3,-1.91,-35.49,0,-2.23,0.18,-3.89,-40.22,5.67,-5.2,-1.98,-7.07,-43.63,-385,5135.1,0.96,1.36,8.4,2.77,40.83,0,3.68,99.17,8.94,0,0,0.03,1.15,4.14,2.67,2.86,81462.16,12.59,38.93,125.7,9.17,120.03,-20.03,-56.67
(주)신성이엔지,011930,2018/12,1996/07/31,,1,44.2,39.26,3,-35.69,248.39,114.14,-0.99,249.92,28.27,28.7,49.8,-63.91,-46.75,19.12,0,-35.26,-23.04,-70.12,-33.19,8.22,-2.11,-1.98,-1.36,-7.42,-48,1853.41,2.53,0.65,3.53,1.13,23.61,13.51,2.32,157.2,15.46,27.01,0,0.03,0.58,1.83,1.52,1.62,52978.43,15.38,39.05,163.57,16.52,109.15,-9.15,-12.74
(주)신성이엔지,011930,2019/12,1996/07/31,,1,51.61,45.32,4.18,-31.16,221.02,129.87,0.38,214.32,33.24,31.15,44.98,-0.83,5.28,14.26,0,-0.12,-2.01,23.8,34.96,12.55,2.73,1.47,2.45,8.18,60,1830.24,2.93,0.9,3,1.3,24.88,6.38,7.54,48.4,14.67,57.19,0.04,0.04,0.95,2.32,2.92,3.31,86985.52,23.99,64.12,295.32,27.36,61.85,38.15,9.97
(주)신성이엔지,011930,2020/12,1996/07/31,,1,74.65,66.03,11.99,-11.39,107.91,174.92,1.52,138.15,33.55,48.1,28.34,15.41,1.12,56.13,0,-33.99,0.64,2.09,-3.24,13.75,-5.42,3.28,-5.45,-13.75,-121,1825.67,1.81,1.01,2.54,1.51,25.41,6.62,15.4,23.7,14.36,55.14,0.02,0.06,1.14,3.22,3.01,3.42,72668.19,19.82,92.35,2044.41,19.8,87.89,12.11,-27.36
(주)신성이엔지,011930,2021/12,1996/07/31,,1,98.8,84.9,3.74,-0.54,122.16,177.58,-1.4,123.65,44.34,45.01,28.28,-10.2,9.98,2.92,0,5.95,-7.88,45.35,77.17,10.41,-6.91,-1.25,-5.92,-12.73,-113,1610.41,0.91,0.86,1.84,1.41,16.74,5.79,0,0,21.8,63.05,0.01,0.04,1.02,3.53,2.18,2.51,40776.68,10.11,47.88,1155.77,12.37,135.78,-35.78,-55.86
(주)신성이엔지,011930,2022/12,1996/07/31,,1,75.8,67.13,5.08,-10.03,180.19,151.76,2.58,192.15,31.42,35.69,45.03,48.57,8.64,-13.86,0,109.38,33.87,-23.02,-37.47,11.37,0.94,3.18,1.09,2.71,23,2378.57,0.63,1.16,2.9,1.87,23.94,8.01,20.71,17.63,15.25,45.56,0.02,0.09,1.44,3.3,3.09,3.55,103380.12,23.6,106.88,1599.93,21.11,80.87,19.13,4.44
(주)신세계,004170,2011/12,1985/08/19,,1,18.1,14.37,5.44,-25.54,93.69,3880.57,6.48,182.76,5.64,51.63,18.89,9.1,-73.21,-73.92,202.03,-77.53,-73.25,-72.69,-88.99,74.59,236.39,2.73,38.62,73.23,177233,145313.08,0.6,0.16,0.31,0.17,6.61,13.53,4.16,87.76,55.23,26.98,0,0.06,0.48,0.27,2.94,5.3,567641.06,15.34,31.12,0,39.68,26.29,73.71,595.78
(주)신세계,004170,2012/12,1985/08/19,,1,16.33,11.85,0.49,-19.88,147.44,4278.39,3.84,237.85,3.88,40.41,37.2,6.33,40.85,10.25,-95.92,2.2,43.49,-3.19,28.97,74.29,9.07,4.75,3.1,6.87,14021,154513.41,1.35,0.34,0.76,0.36,30.94,22.25,55.36,6.59,11.8,16.4,0.05,0,1.09,0.76,7.4,9.73,588653.24,11.3,29.93,0,38.7,26.4,73.6,23.43
(주)신세계,004170,2013/12,1985/08/19,,1,18.91,13.2,0.64,-15.71,136.81,4614.99,2.69,228.13,3.66,42.23,35.83,1.48,3.23,7.87,-12.78,-3.63,3.46,-2.48,7.37,74.37,7.79,4.54,2.27,5.5,12229,156799.52,2.71,0.29,0.71,0.3,26.88,24.06,56.61,6.45,13.58,15.17,0.04,0,1.15,0.78,7.73,10.86,614923.48,11.43,32.3,0,39.83,27.16,72.84,19.56
(주)신세계,004170,2014/12,1985/08/19,,1,35.77,29.56,2.42,-13.27,126.65,4961.22,2.65,209.89,7.39,44.12,32.5,-2.7,2.89,7.5,10.91,6.75,-1.09,107.65,19.43,75.9,8.88,4.08,2.44,5.66,13563,152563.42,2.78,0.28,0.64,0.29,23.02,29.31,56.66,6.44,15.86,12.45,0.05,0,1.08,0.75,4.95,6.31,633644.04,11.45,32.18,0,42.19,28.05,71.95,21.05
(주)신세계,004170,2015/12,1985/08/19,,1,17.93,11.44,0.44,-19.25,90.05,5778.19,3.5,182.05,4.21,52.62,23.11,-1.06,-2.34,16.47,196.31,11.21,1.02,-44.45,15.92,75.96,26.6,4.11,7.23,14.96,40189,150944.8,0.92,0.27,0.56,0.29,19.38,28.22,57.52,6.35,18.83,12.94,0.04,0,0.97,0.68,4.67,6.15,961672.2,17.79,46.92,0,64.71,19.32,80.68,41.11
(주)신세계,004170,2016/12,1985/08/19,,1,26.26,21.4,0.43,-20.05,96.51,6070.17,4.47,182.47,7.14,50.89,25.24,10.61,8.62,5.05,-59.77,7.25,5.3,84.44,-5.77,76.65,9.68,4.19,2.82,5.45,16168,166955.79,0.4,0.29,0.56,0.31,20.56,19.5,61.67,5.92,17.76,18.72,0.03,0,0.94,0.69,5.08,6.75,689190.77,11.74,28.04,0,41.93,27.93,72.07,23.08
(주)신세계,004170,2017/12,1985/08/19,,1,30.18,26.8,5.48,-23.33,93.44,6376.39,4.79,173.93,10.09,51.69,24.24,1.33,3.41,5.04,-10.65,-2.05,0.13,46.06,-11.51,78.92,8.53,4.23,2.38,4.64,14447,169171.15,0.83,0.28,0.54,0.31,22.78,13.45,66.13,5.52,16.03,27.13,0.03,0,0.72,0.68,3.23,3.76,702811.75,11.57,29.17,0,42.2,27.84,72.16,20.22
(주)신세계,004170,2018/12,1985/08/19,,1,33.48,29.37,14.82,-15.83,93.93,6379.16,5.2,178.48,7.97,51.57,25.47,4.43,0.29,0.04,31.42,-4.27,2.66,-20.78,-13.31,80.14,10.74,4.48,3.07,5.95,18106,176667.83,1.04,0.29,0.55,0.31,27.14,16.36,75.31,4.85,13.45,22.3,0.03,0,0.76,0.74,3.17,3.59,778532.97,12.78,33.83,0,44.76,26.51,73.49,23.99
(주)신세계,004170,2019/12,1985/08/19,,1,27.97,23.69,4.93,-14.21,92.67,7661.01,3.55,182.03,5.52,51.9,26.31,-10.45,19.31,20.09,278.01,-15.33,22.49,-17.33,3.09,81.72,45.32,3.88,10.57,20.43,70908,158210.09,1.69,0.23,0.45,0.25,25.77,16.86,65.38,5.58,14.16,21.65,0.03,0,0.83,0.73,3.51,4.07,1444659.08,19.88,74.8,0,92.75,12.99,87.01,48.87
(주)신세계,004170,2020/12,1985/08/19,,1,24.3,21.1,10.65,-19.86,108.94,7326,1.98,195.62,6.38,47.86,31.39,-6.28,3.7,-4.37,-69.67,-3.09,2.77,19.77,3.19,79.94,14.67,2.21,2.89,5.8,21275,148275.8,1.79,0.2,0.4,0.21,23.42,13.41,60.1,6.07,15.59,27.21,0.03,0,0.68,0.76,3.31,3.86,685629.1,9.1,37.15,0,46.97,26.48,73.52,31.22
(주)신세계,004170,2021/12,1985/08/19,,1,23.61,20.65,7.13,-20.16,105.3,7640.08,4.8,192.5,6.23,48.71,28.15,14.51,2.47,4.29,2.12,1.56,2.62,0.16,-4.57,82.11,13.08,3.82,2.87,5.94,22226,169788.1,1.52,0.22,0.45,0.23,27.02,14,68.84,5.3,13.51,26.07,0.03,0,0.67,0.87,3.48,3.99,730834.61,9.47,40.12,0,43.72,25.84,74.16,29.91
(주)신세계,004170,2022/12,1985/08/19,,1,28.55,24.91,11.57,-22.96,110.77,8043.19,5.55,191.44,9.17,47.44,29.19,11.61,8.08,5.28,13.25,6.49,4.69,59.11,61.62,83.5,13.27,5.09,3.08,6.41,25171,189504.62,0.09,0.23,0.48,0.25,23.6,13.63,72.2,5.06,15.46,26.79,0.03,0,0.63,0.94,2.99,3.43,798440.77,9.57,43.62,0,42.8,25.92,74.08,31.01
(주)신세계아이앤씨,035510,2011/12,2006/05/18,,1,249.5,221.51,33.82,39.88,42.34,1493.05,204.19,47.6,66.56,70.25,0,11.01,-7.55,12.71,-23.6,2.8,7.08,-13.48,-7.67,18.21,5.09,12.16,9.01,14.15,9969,195967.92,-0.72,1.77,2.78,5.7,23.71,7.04,9.05,40.32,15.39,51.82,0.04,0.05,1.72,10.46,2.57,2.88,58743.71,32.14,192.57,0,17.43,57.16,42.84,29.19
(주)신세계아이앤씨,035510,2012/12,2006/05/18,,1,310.55,284.13,26.16,47.81,34.04,1649.13,999999999,39.51,70.52,74.61,0,-11.85,4.01,10.45,-12.47,0.71,-8.32,10.2,-16.43,18.63,5.05,11.66,8.05,11.11,8726,172739.94,-1.03,1.59,2.2,5.07,23.72,7.19,12.23,29.84,15.39,50.75,0.03,0.05,1.71,9.06,2.32,2.58,59310.09,31.2,184.18,0,19.96,63.48,36.52,25.3
(주)신세계아이앤씨,035510,2013/12,2006/05/18,,1,384.35,356.56,65,53.93,27.3,1779.79,999999999,34.51,72.89,78.56,0,-19.3,2.5,7.92,-14.67,-2.16,-5.74,5.94,-9.95,21.51,5.34,10.6,6.65,8.69,7445,139408.32,-1.24,1.25,1.63,4.41,22.13,6.97,12.29,29.69,16.5,52.36,0.03,0.06,1.35,7.37,1.74,1.88,57580.62,29.55,193.84,0,24.01,66.4,33.6,22.24
(주)신세계아이앤씨,035510,2014/12,2006/05/18,,1,365.17,338,49.1,53.57,29.38,1877.39,999999999,33.94,73.77,77.29,0,-4.89,7.21,5.48,-5.46,3.99,3.76,8.49,11.65,20.44,5.31,9.04,6,7.7,7039,132594.47,-1.28,1.13,1.45,4.24,20.98,7.03,12.9,28.3,17.39,51.89,0.02,0.07,1.22,6.94,1.54,1.66,57268.1,27.42,179.59,0,25.11,65.81,34.19,21.14
(주)신세계아이앤씨,035510,2015/12,2006/05/18,,1,294.75,268.34,35.77,42.27,30.76,1932.15,999999999,47.1,63.98,76.48,0,14.48,4.01,2.92,-43.75,37.67,42.82,-9.79,8.64,20.36,2.61,6.19,3.2,4.16,3959,151799.44,-0.89,1.23,1.59,3.92,21.83,7.44,15.67,23.29,16.72,49.08,0.02,0.07,1.37,6.56,1.78,1.94,53472.24,24.61,125.81,0,20.48,73.9,26.1,12.74
(주)신세계아이앤씨,035510,2016/12,2006/05/18,,1,267.27,259.5,58.36,40.17,33.39,1925.27,999999999,47.78,64.18,74.97,0,13.5,1.65,-0.36,-62.61,8.46,1.07,1.97,-66.95,16.38,0.86,4.65,1.16,1.54,1481,172290.17,-0.52,1.35,1.79,3.77,35.76,7.52,17.35,21.03,10.21,48.56,0.03,0.04,1.56,6.17,2.11,2.24,60632.75,27.45,125.96,0,20.46,68.36,31.64,4.2
(주)신세계아이앤씨,035510,2017/12,2006/05/18,,1,248.8,234.4,48.4,38.76,36.47,1934.25,999999999,48.02,64.81,73.28,0,8.03,2.78,0.47,289.52,11.38,0.97,3.8,106.77,17.65,3.1,7.54,4.43,5.98,5993,186133.46,-0.48,1.43,1.93,4.03,50.7,7.31,17.16,21.28,7.2,49.94,0.03,0.02,1.6,6.06,2.22,2.32,75587.81,33.3,145.14,0,23.61,60.91,39.09,13.12
(주)신세계아이앤씨,035510,2018/12,2006/05/18,,1,204.22,190.75,25.65,38.09,59.03,2235.7,4345.01,40.35,74.63,62.88,0.18,16.67,34.69,15.58,194.96,22.28,-2.88,55.09,76.88,16.17,7.83,6.29,10.98,16.32,17877,217169.3,-0.52,1.4,2.08,4.74,31.69,6.17,11.13,32.8,11.52,59.19,0.03,0.04,1.37,6.04,1.99,2.12,107212.88,35.06,305.67,0,28.7,49.14,50.86,27.29
(주)신세계아이앤씨,035510,2019/12,2006/05/18,,1,205,184.64,39.29,32.28,45.43,2316.69,224.24,53.78,63.02,68.76,0.33,22.09,-5.24,3.62,-63.57,40.09,38.14,-19.98,20.46,14.7,2.34,6.68,3.58,5.44,6512,265139.37,-0.3,1.53,2.33,4.94,27.47,6.52,12.39,29.45,13.29,55.99,0.03,0.05,1.49,5.58,2.22,2.42,98053.51,33.84,107.59,0,21.5,63.47,36.53,10.87
(주)신세계아이앤씨,035510,2020/12,2006/05/18,,1,226.03,197.69,71.88,28.84,34.23,2457.33,294.83,64.79,51.73,74.5,2.58,5.32,-2.1,6.07,552.83,-0.78,27.77,-19.63,1.41,14.09,14.49,10.66,24.27,33.89,52485,279248.75,-0.1,1.68,2.34,3.94,26.29,7.12,16.75,21.79,13.88,51.28,0.02,0.06,1.99,5.06,2.92,3.28,183432.15,64.66,208.93,0,38.19,39.76,60.24,37.93
(주)신세계아이앤씨,035510,2021/12,2006/05/18,,1,256.01,228.72,100.9,30.75,28.17,3212.83,228.71,63.5,50.46,78.02,1.88,9.53,24.84,30.74,-43.93,8.96,28.14,21.76,3.54,13.27,7.41,11.27,12.23,16,31440,305865.73,-0.05,1.65,2.16,3.37,28.1,7.35,17.77,20.54,12.99,49.65,0.02,0.06,2.29,5.32,3.23,3.65,148568.69,41.95,150.38,0,28.24,56.35,43.65,26.26
