회사명,거래소코드,회계년도,상장일,상장폐지일,소속코드,유동비율,당좌비율,현금비율,순운전자본비율,부채비율,자기자본배율,이자보상배율(이자비용),비유동비율,유동자산구성비율,자기자본구성비율,차입금의존도,매출액증가율,총자본증가율,자기자본증가율,순이익증가율,유형자산증가율,비유동자산증가율,유동자산증가율,재고자산증가율,매출액총이익률,매출액순이익률,총자본사업이익률,총자본순이익률,자기자본순이익률,1주당순이익,1주당매출액,금융비용 대 총비용비율,총자본회전률,자기자본회전률,비유동자산회전률,재고자산회전률,매출채권회전률,매입채무회전률,매입채무회전기간,재고자산회전기간,매출채권회전기간,1회전기간,운전자본회전률,순운전자본회전률,유형자산회전율,유동자산회전률,당좌자산회전률,부가가치,총자본투자효율,설비투자효율,기계투자효율,부가가치율,노동소득분배율,자본분배율,이윤분배율,폐지사유
(주)녹십자,6280,2021/12,1989/08/01,,1,198.17,115.87,33.65,22.04,64.17,2181.61,5.89,91.12,44.5,60.91,24.64,2.24,14.44,13.97,52.02,18.61,34.06,-3.22,4.1,33.85,8.91,3.27,5.94,10.3,10796.0,131589.5,0.73,0.67,1.11,1.29,3.45,3.77,12.09,30.18,105.86,96.82,0.01,0.0,0.91,2.09,1.38,2.3,458654.29,18.63,70.68,358.34,29.82,49.59,50.41,29.86,
(주)녹십자,6280,2022/12,1989/08/01,,1,181.31,99.5,19.49,17.41,61.21,2272.91,4.42,98.62,38.82,62.03,22.79,11.28,2.57,4.19,-46.88,2.92,13.07,-10.51,-2.76,34.0,4.06,3.41,2.78,5.03,5735.0,146434.53,0.88,0.69,1.12,1.18,3.81,4.24,14.21,25.68,95.7,86.16,0.01,0.0,1.08,2.11,1.65,2.9,425500.55,16.85,59.17,284.27,24.86,63.61,36.39,16.31,
(주)녹십자홀딩스,5250,2011/12,1976/08/28,,1,109.93,103.89,1.25,7.48,413.89,2104.12,6.7,88.26,82.82,19.46,7.47,-2.95,11.05,1.07,-61.94,1.19,-63.8,264.62,1.0,34.63,6.98,2.38,1.3,4.97,571.0,16509.93,1.41,0.19,0.94,0.55,3.92,4.27,11.2,32.58,93.06,85.42,0.01,0.0,0.19,2.06,0.34,0.37,215501.79,4.68,57.74,399.01,26.35,42.58,57.42,26.48,
(주)녹십자홀딩스,5250,2012/12,1976/08/28,,1,169.29,96.39,10.4,14.63,48.67,2339.42,11.58,95.53,35.75,67.26,11.41,4.72,-68.58,11.18,122.39,14.07,17.54,-86.44,6.24,32.07,10.52,3.04,2.98,10.42,1426.0,17289.51,0.58,0.28,0.92,1.0,3.96,3.86,9.98,36.58,92.09,94.59,0.01,0.0,0.21,2.0,0.4,0.44,165007.15,11.41,42.34,311.32,19.26,59.69,40.31,54.61,
(주)녹십자홀딩스,5250,2013/12,1976/08/28,,1,191.13,105.57,12.01,18.31,47.69,2532.62,14.14,90.97,38.4,67.71,12.1,9.54,12.29,8.26,-29.24,18.27,7.65,20.64,25.41,31.87,8.61,6.26,5.26,6.73,974.0,18939.04,0.64,0.61,0.91,0.97,3.74,4.04,10.08,36.2,97.61,90.45,0.01,0.0,1.06,1.89,1.65,2.94,262011.5,16.13,50.68,339.47,27.92,48.63,51.37,30.83,
(주)녹십자홀딩스,5250,2014/12,1976/08/28,,1,192.86,93.99,11.0,22.45,51.63,2651.23,12.54,80.92,46.63,65.95,14.24,11.35,10.27,4.68,30.34,10.21,-4.46,33.89,53.34,32.29,9.71,6.81,5.94,8.24,1259.0,21088.08,0.83,0.61,0.92,1.07,2.95,4.27,9.0,40.56,123.56,85.45,0.01,0.0,0.94,1.84,1.43,2.78,320051.11,17.87,57.81,347.75,30.63,45.54,54.46,31.7,
(주)녹십자홀딩스,5250,2015/12,1976/08/28,,1,216.48,112.45,32.43,28.48,57.46,2754.69,11.36,74.12,52.93,63.51,16.42,8.43,14.95,3.9,15.26,21.19,1.39,30.47,22.3,32.63,9.96,5.69,5.86,9.11,1439.0,22866.51,0.71,0.59,0.91,1.18,2.38,4.26,8.15,44.81,153.33,85.68,0.01,0.0,0.79,1.72,1.18,2.33,370272.8,17.99,61.95,365.93,32.68,47.03,52.97,30.48,
(주)녹십자홀딩스,5250,2016/12,1976/08/28,,1,222.26,125.41,22.55,27.38,63.34,2903.07,8.82,82.05,49.77,61.22,21.83,19.56,9.26,5.39,-27.89,18.31,16.59,2.74,-6.84,29.0,5.48,4.69,3.45,6.27,1039.0,27339.17,0.74,0.63,1.01,1.29,2.68,4.24,9.17,39.81,136.28,86.16,0.01,0.0,0.84,1.72,1.23,2.26,344808.42,15.33,54.13,340.94,25.46,58.06,41.94,21.54,
(주)녹십자홀딩스,5250,2017/12,1976/08/28,,1,209.35,122.11,47.24,24.3,77.87,3058.05,8.1,95.11,46.53,56.22,27.01,8.2,13.85,5.34,-8.08,16.18,21.2,6.42,1.78,28.13,4.83,4.75,2.94,5.47,955.0,29580.1,0.83,0.61,1.04,1.17,2.98,4.09,8.52,42.83,122.58,89.26,0.01,0.0,0.87,1.59,1.27,2.21,372497.8,14.55,49.88,276.74,25.42,59.99,40.01,18.99,
(주)녹십자홀딩스,5250,2018/12,1976/08/28,,1,172.95,107.75,37.9,18.37,80.89,3026.21,2.81,102.13,43.54,55.28,30.15,5.68,2.65,-1.04,-57.42,6.56,8.37,-3.93,-13.09,26.25,1.25,2.01,0.75,2.28,406.0,31259.97,0.94,0.6,1.07,1.09,3.34,4.11,8.4,43.44,109.35,88.87,0.01,0.0,0.87,1.51,1.33,2.2,342443.06,13.03,39.52,211.51,22.11,69.29,30.71,5.66,
(주)녹십자홀딩스,5250,2019/12,1976/08/28,,1,166.14,99.04,26.09,16.13,84.11,3058.16,1.65,109.53,40.51,54.31,31.57,-1.54,5.53,1.06,-83.98,9.35,11.2,-1.83,5.16,28.19,-2.0,1.25,-1.13,0.37,59.0,30777.24,0.96,0.56,1.03,0.97,3.44,3.89,9.73,37.53,105.96,93.77,0.01,0.0,0.85,1.38,1.34,2.21,317910.59,11.46,35.48,200.74,20.85,83.34,16.66,-9.59,
(주)녹십자홀딩스,5250,2020/12,1976/08/28,,1,139.27,94.91,40.59,13.36,93.68,3458.71,2.91,101.91,47.38,51.63,33.53,12.76,16.85,13.1,0.0,-15.78,3.34,36.68,7.79,30.84,10.47,2.42,5.98,19.74,3793.0,34703.66,1.3,0.57,1.08,1.02,3.65,4.18,11.32,32.24,100.09,87.39,0.01,0.0,0.77,1.62,1.29,2.0,458738.77,14.15,52.35,328.71,26.68,62.25,37.75,39.24,
(주)녹십자홀딩스,5250,2021/12,1976/08/28,,1,153.89,99.13,36.24,14.27,83.01,3857.98,3.13,108.44,40.75,54.64,29.91,7.05,7.89,11.54,-67.67,9.99,21.49,-7.22,3.65,34.15,6.94,2.65,3.79,5.68,1222.0,37150.68,1.34,0.55,1.03,0.97,3.7,4.22,12.3,29.68,98.77,86.58,0.01,0.0,0.74,1.8,1.24,1.87,568598.86,16.26,61.08,387.73,30.89,54.08,45.92,22.45,
(주)녹십자홀딩스,5250,2022/12,1976/08/28,,1,119.92,71.92,19.83,5.84,82.61,3904.29,1.95,118.46,35.13,54.76,30.56,12.99,2.72,1.2,-40.61,3.76,12.46,-11.43,-0.38,33.58,2.83,2.17,1.66,3.18,727.0,41974.79,1.48,0.59,1.07,0.94,4.11,4.69,14.57,25.05,88.82,77.87,0.01,0.0,0.89,1.91,1.55,2.48,498268.47,13.87,49.16,283.08,23.96,73.88,26.12,11.82,
(주)농심,4370,2011/12,1976/06/30,,1,142.16,118.41,12.52,12.05,49.44,4923.01,34.68,88.7,40.65,66.92,5.3,4.23,4.07,3.15,-39.34,3.55,4.1,4.01,24.12,26.63,3.86,6.15,3.77,5.75,14662.0,356898.11,-0.85,0.98,1.46,1.64,15.6,10.99,6.68,54.64,23.4,33.22,0.51,0.05,1.41,2.03,2.4,2.83,462267.82,20.36,43.14,121.95,21.29,60.02,39.98,18.14,
(주)농심,4370,2012/12,1976/06/30,,1,146.37,120.38,11.08,12.42,47.42,4737.56,26.75,89.63,39.2,67.83,4.77,0.22,-5.24,-3.77,0.0,-1.39,-2.93,-8.61,-2.83,27.49,-0.42,5.27,-0.41,-0.46,-1173.0,357691.7,-0.73,0.98,1.46,1.64,14.32,10.89,7.23,50.51,25.49,33.5,0.12,0.06,1.45,2.02,2.46,2.98,376076.13,17.48,35.52,97.55,17.29,76.01,23.99,-2.44,
(주)농심,4370,2013/12,1976/06/30,,1,156.33,129.57,18.99,14.94,46.07,4929.21,35.3,85.52,41.45,68.46,4.3,-4.09,2.98,4.05,0.0,-1.23,-0.84,8.89,4.96,28.09,4.16,4.93,3.98,6.01,15286.0,343050.17,-0.62,0.96,1.4,1.6,13.6,10.46,7.28,50.12,26.85,34.88,0.09,0.06,1.43,1.96,2.37,2.87,462207.47,20.86,44.85,127.53,22.15,59.19,40.81,18.8,
(주)농심,4370,2014/12,1976/06/30,,1,162.47,131.22,20.84,15.55,43.17,5046.04,37.19,85.26,40.45,69.85,4.29,-2.15,0.39,2.37,-26.46,2.75,2.12,-2.04,10.08,28.67,3.16,3.89,2.9,4.29,11241.0,335660.5,-0.54,0.92,1.33,1.56,12.37,10.23,7.14,51.13,29.52,35.69,0.07,0.06,1.38,1.9,2.25,2.74,462332.99,20.79,45.99,132.24,22.64,63.75,36.25,13.94,
(주)농심,4370,2015/12,1976/06/30,,1,157.29,130.02,26.62,15.03,46.9,5375.96,61.58,86.3,41.25,68.07,6.29,6.85,8.75,6.54,80.51,4.12,7.28,10.91,-0.03,30.8,5.38,5.53,5.06,7.4,20291.0,358663.81,-0.39,0.94,1.36,1.59,12.61,10.74,7.84,46.56,28.95,33.97,0.06,0.06,1.41,1.96,2.3,2.81,539594.31,22.31,48.2,138.28,24.73,58.23,41.77,21.76,
(주)농심,4370,2016/12,1976/06/30,,1,192.4,161.6,32.65,20.46,37.67,5885.2,26.87,79.02,42.6,72.64,3.99,1.62,2.59,9.47,69.84,-3.58,0.24,5.93,-2.2,32.17,8.99,4.09,8.13,11.64,34464.0,364482.29,-0.33,0.9,1.29,1.56,12.96,10.24,7.87,46.39,28.17,35.64,0.06,0.07,1.37,1.99,2.16,2.59,649869.11,26.19,59.81,173.59,29.31,52.04,47.96,30.66,
(주)농심,4370,2017/12,1976/06/30,,1,201.49,166.34,31.76,20.27,33.07,6012.01,33.49,79.52,40.24,75.15,2.78,-0.39,-1.27,2.15,-54.51,2.73,2.79,-6.73,1.68,33.26,4.11,4.35,3.68,5.01,15678.0,363043.01,-0.38,0.9,1.21,1.53,12.94,9.91,8.57,42.59,28.2,36.85,0.04,0.07,1.43,1.99,2.16,2.6,539258.93,22.01,48.66,147.32,24.42,63.93,36.07,16.82,
(주)농심,4370,2018/12,1976/06/30,,1,201.78,163.01,32.12,20.99,33.44,6198.37,24.29,77.91,41.61,74.94,3.49,1.28,3.36,3.1,-7.02,3.17,0.99,6.89,17.69,30.04,3.77,4.08,3.38,4.54,14577.0,367675.13,-0.43,0.9,1.2,1.52,11.94,10.65,9.49,38.46,30.56,34.28,0.04,0.08,1.47,1.96,2.19,2.69,544004.8,21.48,50.92,157.49,24.32,65.54,34.46,15.5,
(주)농심,4370,2019/12,1976/06/30,,1,184.38,148.75,54.33,18.6,36.7,6339.09,13.82,81.13,40.65,73.15,5.8,4.81,4.77,2.27,-15.77,4.36,6.49,2.36,2.94,30.63,3.03,3.58,2.74,3.72,12277.0,385349.48,-0.36,0.9,1.22,1.54,11.41,11.5,9.66,37.77,31.99,31.73,0.04,0.08,1.45,1.98,2.2,2.72,565993.31,21.33,49.24,152.4,24.15,66.2,33.8,12.56,
(주)농심,4370,2020/12,1976/06/30,,1,205.77,162.03,61.58,20.26,33.02,6687.65,40.98,80.58,39.42,75.18,3.44,12.62,2.73,5.5,109.18,5.22,4.87,-0.38,9.61,31.71,5.65,6.38,5.54,7.5,25682.0,433988.33,-0.29,0.98,1.32,1.64,12.09,12.51,10.05,36.32,30.2,29.18,0.04,0.07,1.62,2.13,2.45,3.08,701566.16,25.74,60.47,183.24,26.58,59.39,40.61,21.25,
(주)농심,4370,2021/12,1976/06/30,,1,202.61,154.97,29.31,19.01,31.77,7182.9,54.1,82.3,37.54,75.89,3.65,0.88,6.4,7.41,-32.78,12.28,9.7,1.33,12.08,30.72,3.74,4.05,3.54,4.73,17263.0,437800.38,-0.22,0.95,1.25,1.54,10.99,12.23,9.54,38.24,33.2,29.85,0.04,0.07,1.65,1.97,2.46,3.17,654082.87,22.56,50.89,163.87,24.56,63.89,36.11,15.23,
(주)농심,4370,2022/12,1976/06/30,,1,196.03,147.88,20.75,19.51,31.07,7576.21,36.56,78.87,39.82,76.3,2.12,17.5,4.65,5.48,16.32,6.99,0.83,11.01,15.97,28.75,3.71,4.2,3.91,5.17,20081.0,514425.34,-0.3,1.05,1.39,1.72,11.32,12.44,10.37,35.2,32.25,29.35,0.04,0.07,1.81,2.12,2.72,3.59,696448.76,22.95,46.36,157.53,22.26,61.82,38.18,16.66,
(주)농심홀딩스,72710,2011/12,2003/07/30,,1,78.27,61.31,2.84,-4.5,41.39,2995.54,10.47,118.49,16.2,70.72,9.48,7.46,3.56,3.74,-33.24,0.53,2.41,9.97,9.02,14.85,13.17,5.39,4.39,6.15,9051.0,69834.39,1.34,0.33,0.47,0.4,9.73,3.86,7.49,48.76,37.53,94.46,0.01,0.16,0.86,1.79,2.12,2.71,98923.96,10.0,54.75,443.59,30.54,37.8,62.2,43.11,
(주)농심홀딩스,72710,2012/12,2003/07/30,,1,76.2,59.73,3.63,-4.9,39.35,2974.01,4.41,117.51,15.67,71.76,9.36,-2.99,-2.12,-0.72,-65.01,1.11,-1.51,-5.29,-5.57,17.4,4.83,1.94,1.55,2.12,3167.0,67748.07,1.29,0.32,0.45,0.38,9.3,3.49,6.01,60.7,39.23,104.61,0.01,0.15,0.88,1.72,2.01,2.57,70536.45,7.28,39.41,329.4,22.45,53.87,46.13,21.53,
(주)농심홀딩스,72710,2013/12,2003/07/30,,1,60.78,44.24,4.15,-10.29,41.12,3134.24,13.92,118.61,15.95,70.86,12.11,13.63,6.1,5.39,232.0,11.52,5.74,8.0,36.02,24.0,13.68,5.31,4.9,6.89,10516.0,76980.29,1.14,0.36,0.5,0.43,9.22,3.82,6.47,56.4,39.58,95.58,0.01,0.15,0.91,1.84,2.26,3.0,96513.94,9.39,50.44,309.64,27.03,28.91,71.09,50.62,
(주)농심홀딩스,72710,2014/12,2003/07/30,,1,62.32,38.53,3.14,-8.06,39.75,3186.99,7.37,121.13,13.33,71.55,12.18,8.5,0.69,1.68,-47.41,8.71,3.84,-15.88,17.99,18.46,6.62,3.1,2.49,3.5,5530.0,83525.83,1.11,0.38,0.53,0.44,7.97,4.62,8.09,45.11,45.82,79.09,0.01,0.22,0.98,1.82,2.57,3.79,88379.38,8.54,40.36,184.72,22.81,44.12,55.88,29.02,
(주)농심홀딩스,72710,2015/12,2003/07/30,,1,87.08,58.11,3.24,-2.15,39.15,3356.52,14.63,118.96,14.51,71.86,12.5,15.94,4.86,5.32,85.59,-2.36,3.43,14.18,-0.51,21.73,10.6,5.3,4.49,6.27,10264.0,96838.41,0.84,0.42,0.59,0.49,8.55,5.55,9.78,37.31,42.68,65.79,0.01,0.23,1.29,2.04,3.04,4.72,107477.65,9.91,49.83,228.91,23.93,38.45,61.55,44.3,
(주)농심홀딩스,72710,2016/12,2003/07/30,,1,80.93,57.68,4.39,-3.86,39.27,3623.47,23.61,116.49,16.36,71.8,12.36,10.85,8.04,7.95,66.71,-2.14,5.71,21.78,5.15,26.49,15.95,7.8,7.04,9.81,17111.0,107341.55,0.61,0.44,0.61,0.52,9.27,4.86,10.01,36.45,39.39,75.04,0.01,0.24,1.3,2.32,2.85,4.12,141564.2,12.08,66.89,320.19,28.44,30.57,69.43,56.08,
(주)농심홀딩스,72710,2017/12,2003/07/30,,1,79.12,53.65,4.2,-3.81,32.67,3717.16,16.58,113.5,14.45,75.37,8.18,-0.24,-2.27,2.59,-48.78,-1.58,-0.04,-13.65,-3.22,18.87,8.19,4.22,3.51,4.78,8765.0,107080.19,0.23,0.43,0.58,0.51,9.16,5.24,9.76,37.41,39.83,69.62,0.01,0.22,1.24,2.36,2.78,3.99,103999.68,9.08,49.87,238.38,20.94,42.34,57.66,39.13,
(주)농심홀딩스,72710,2018/12,2003/07/30,,1,92.06,62.79,4.67,-1.54,33.37,3857.67,13.34,109.57,17.84,74.98,8.33,9.39,4.32,3.78,14.97,-2.39,0.19,28.79,27.21,16.32,8.61,3.63,4.0,5.32,10077.0,117133.94,0.34,0.46,0.62,0.55,8.97,6.89,10.6,34.43,40.68,52.99,0.02,0.19,1.33,2.63,2.87,4.22,100015.94,8.37,49.27,253.94,18.41,47.72,52.28,46.76,
(주)농심홀딩스,72710,2019/12,2003/07/30,,1,89.17,59.43,3.9,-2.21,31.92,3970.29,12.06,107.98,18.15,75.8,8.57,-1.21,1.81,2.92,-21.73,-0.11,1.43,3.58,8.6,14.42,6.82,3.55,3.04,4.03,7887.0,115720.48,0.38,0.45,0.59,0.54,7.59,7.05,12.73,28.68,48.1,51.75,0.01,0.52,1.18,2.63,2.47,3.67,103014.79,8.47,50.81,274.06,19.19,47.92,52.08,35.55,
(주)농심홀딩스,72710,2020/12,2003/07/30,,1,90.94,61.21,8.43,-1.66,28.21,4191.72,29.5,106.82,16.68,78.0,6.22,8.74,2.6,5.58,86.95,-0.51,4.44,-5.7,-7.55,19.99,11.73,6.08,5.55,7.23,14746.0,125830.35,0.3,0.47,0.62,0.57,8.24,7.35,16.18,22.56,44.32,49.66,0.01,0.0,1.29,2.87,2.72,4.06,142663.11,11.43,71.57,397.43,24.45,39.28,60.72,47.98,
(주)농심홀딩스,72710,2021/12,2003/07/30,,1,95.19,58.43,8.88,-0.87,27.89,4473.31,29.51,105.83,17.25,78.19,5.34,9.93,6.45,6.72,-28.24,4.21,5.73,10.04,30.0,16.02,7.66,4.43,3.82,4.88,10581.0,138319.24,0.1,0.5,0.64,0.6,8.19,8.02,12.86,28.39,44.54,45.54,0.02,0.3,1.41,3.1,2.93,4.57,127957.29,9.63,63.47,372.52,19.95,47.37,52.63,38.42,
(주)농심홀딩스,72710,2022/12,2003/07/30,,1,100.3,61.82,8.28,0.05,28.95,4638.29,14.44,105.76,17.98,77.55,6.82,5.16,4.55,3.69,-30.51,3.19,3.63,9.0,8.28,15.7,5.07,4.03,2.52,3.23,7353.0,145452.73,0.28,0.5,0.64,0.6,7.32,8.55,12.55,29.08,49.86,42.68,0.02,0.3,1.39,3.14,2.82,4.58,127493.9,9.18,60.72,322.57,18.9,50.08,49.92,26.83,
(주)다우기술,23590,2011/12,1997/08/27,,1,114.04,112.5,8.51,4.42,292.92,2853.98,32.6,53.13,35.93,25.45,14.59,2.61,-0.84,10.22,-6.88,-6.28,14.56,-16.66,-8.67,45.59,15.95,4.25,2.85,10.01,1432.0,16954.48,0.59,0.18,0.74,1.42,35.33,12.55,29.78,12.26,10.33,29.09,0.04,0.06,0.24,6.13,0.45,0.46,298648.56,7.05,302.98,68132.96,39.26,33.34,66.66,40.62,
(주)다우기술,23590,2012/12,1997/08/27,,1,215.96,213.86,12.79,46.24,323.74,3142.34,20.52,52.73,86.12,23.6,14.67,-0.2,14.48,10.1,5.69,32.41,5.36,174.38,97.72,35.23,12.64,2.33,2.11,9.61,1507.0,16920.82,0.27,0.17,0.68,1.29,24.81,15.44,25.57,14.28,14.71,23.65,0.04,0.07,0.17,5.44,0.27,0.27,269332.65,5.55,170.04,92665.63,35.48,41.53,58.47,35.62,
(주)다우기술,23590,2013/12,1997/08/27,,1,287.99,286.01,12.22,53.58,312.32,3215.9,14.73,65.44,82.08,24.25,11.55,-0.91,0.02,2.34,-55.73,25.09,27.57,-4.67,-32.68,33.62,7.19,1.71,1.12,4.01,661.0,16766.29,0.59,0.16,0.65,1.1,22.13,20.63,32.23,11.32,16.5,17.69,0.04,0.09,0.13,4.21,0.18,0.19,235764.15,4.86,118.91,88280.35,31.34,52.33,47.67,22.94,
(주)다우기술,23590,2014/12,1997/08/27,,1,290.79,290.12,11.07,53.59,327.05,3388.2,22.7,61.52,81.68,23.42,15.64,4.09,10.08,5.36,56.82,26.49,-0.08,9.55,-63.47,39.51,10.85,2.39,1.67,6.06,1037.0,17451.26,0.58,0.15,0.65,1.02,41.93,23.03,47.07,7.75,8.71,15.85,0.06,0.06,0.14,3.48,0.19,0.19,245278.95,4.59,97.95,108994.46,31.33,39.59,60.41,34.63,
(주)다우기술,23590,2015/12,1997/08/27,,1,282.46,281.94,8.7,54.54,394.36,3791.93,49.84,62.98,84.44,20.23,15.56,34.07,34.05,11.92,129.74,-2.15,18.55,38.57,11.02,45.04,19.3,4.19,3.24,12.8,2382.0,23396.2,0.53,0.17,0.78,1.25,99.55,26.61,56.3,6.48,3.67,13.72,0.09,0.01,0.15,4.22,0.2,0.2,431439.26,6.03,175.72,208145.22,41.1,25.52,74.48,46.96,
(주)다우기술,23590,2016/12,1997/08/27,,1,220.57,220.54,4.21,45.56,510.75,4149.91,45.33,86.17,83.35,16.37,22.54,9.88,37.2,9.44,-5.4,-7.54,51.94,35.43,-90.54,41.62,16.64,3.0,2.26,10.95,2254.0,25707.76,0.48,0.14,0.76,1.0,189.93,34.36,77.02,4.74,1.92,10.62,0.13,0.01,0.11,4.87,0.16,0.16,416565.33,4.24,183.57,286867.02,36.12,28.05,71.95,46.09,
(주)다우기술,23590,2017/12,1997/08/27,,1,205.86,205.85,3.38,43.5,586.89,4711.94,62.97,86.26,84.6,14.56,27.84,17.15,33.69,13.54,17.51,-4.22,18.99,35.7,-57.54,43.48,17.99,2.9,2.12,11.53,2648.0,30116.24,0.39,0.12,0.77,0.89,1806.58,60.76,203.41,1.79,0.2,6.01,0.23,0.0,0.1,6.07,0.14,0.14,531048.4,4.05,244.36,344039.08,39.3,25.66,74.34,45.79,
(주)다우기술,23590,2018/12,1997/08/27,,1,138.63,138.62,4.72,20.55,692.67,5348.58,48.62,123.54,73.76,12.62,33.11,63.56,47.38,13.51,-3.68,12.53,82.92,28.51,84.54,28.71,10.2,2.01,1.39,9.78,2551.0,49257.26,0.24,0.14,1.02,0.95,3484.22,147.89,598.86,0.61,0.1,2.47,0.51,0.0,0.11,9.55,0.17,0.17,538253.79,2.78,236.89,356981.93,24.36,29.75,70.25,41.88,
(주)다우기술,23590,2019/12,1997/08/27,,1,143.09,143.09,2.1,22.92,828.66,5956.52,89.36,158.05,76.12,10.77,38.93,31.3,27.89,11.37,67.91,18.77,39.66,31.98,-91.88,31.15,13.64,2.32,1.8,14.61,4283.0,64676.89,0.11,0.13,1.14,0.8,6524.18,297.07,1204.75,0.3,0.06,1.23,1.02,0.0,0.1,10.82,0.18,0.18,756216.6,3.06,273.47,582394.99,26.06,25.03,74.97,52.35,
(주)다우기술,23590,2020/12,1997/08/27,,1,173.22,173.22,5.88,37.74,1090.14,7077.65,143.09,127.66,89.27,8.4,30.82,63.1,56.1,18.82,48.72,9.24,-1.62,83.07,-42.37,31.39,14.36,3.21,2.14,18.85,6370.0,105489.01,0.18,0.15,1.6,1.13,89869.96,425.85,1200.53,0.3,0.0,0.86,1.79,0.0,0.11,15.54,0.18,0.18,1295921.56,3.36,435.98,993622.0,27.38,17.73,82.27,52.43,
(주)다우기술,23590,2021/12,1997/08/27,,1,173.86,173.86,5.96,35.44,903.42,8809.98,166.91,166.36,83.42,9.97,33.35,28.61,19.94,24.48,36.46,5.73,85.38,12.07,35.1,30.34,15.02,2.96,2.15,21.11,8693.0,135668.36,0.13,0.14,1.55,1.03,134475.05,589.64,1415.96,0.26,0.0,0.62,2.75,0.0,0.11,18.6,0.17,0.17,1624547.26,3.51,525.07,860195.1,26.69,17.6,82.4,56.27,
(주)다우기술,23590,2022/12,1997/08/27,,1,150.78,150.77,5.5,28.05,849.42,10320.55,113.41,158.75,83.28,10.53,36.91,51.32,6.34,17.15,-0.94,20.62,7.24,6.16,2364.7,14.19,7.39,1.51,1.42,17.36,8634.0,205288.72,0.05,0.19,1.88,1.16,13806.59,342.92,584.66,0.62,0.03,1.06,2.14,0.0,0.14,24.83,0.23,0.23,1093254.21,2.22,341.27,661491.86,11.87,27.51,72.49,62.25,
(주)다이나믹디자인,145210,2011/12,2015/03/19,,1,128.4,109.68,30.64,10.4,140.98,1831.43,3.12,127.71,47.0,41.5,43.5,28.55,-4.27,44.83,82.06,14.84,21.46,-22.73,-11.81,31.87,10.14,13.78,7.91,23.17,1886.0,17720.22,5.1,0.78,2.25,1.65,10.9,3.18,8.6,42.42,33.48,114.83,0.01,0.18,0.82,2.19,1.48,1.71,60410.48,27.47,75.09,140.96,34.46,36.56,63.44,29.42,
(주)다이나믹디자인,145210,2012/12,2015/03/19,,1,92.26,71.69,13.0,-3.14,146.47,2230.08,3.55,154.39,37.36,40.57,43.99,9.71,29.56,24.66,21.69,53.56,53.13,2.98,57.47,31.2,11.05,13.13,8.42,21.21,2179.0,18990.02,5.0,0.76,1.86,1.3,9.91,3.69,9.99,36.55,36.82,99.03,0.01,0.28,0.95,1.77,1.83,2.25,76237.54,26.75,64.34,119.13,39.64,42.82,57.18,27.86,
(주)다이나믹디자인,145210,2013/12,2015/03/19,,1,118.78,91.47,13.94,5.73,121.46,2412.54,2.41,141.13,36.27,45.15,42.2,14.73,2.36,14.03,-81.12,4.48,4.13,-0.62,2.48,24.66,1.86,6.25,1.42,3.37,388.0,20670.32,3.09,0.77,1.78,1.21,9.18,4.09,10.0,36.5,39.74,89.26,0.01,0.31,1.06,1.64,2.08,2.69,67420.34,23.12,50.73,97.71,30.55,55.65,44.35,6.09,
(주)다이나믹디자인,145210,2014/12,2015/03/19,,1,74.79,59.37,10.25,-11.9,133.79,2759.35,5.12,151.22,35.32,42.77,46.05,11.97,20.6,14.38,361.12,29.78,22.41,17.42,5.3,24.04,7.73,10.44,5.94,13.62,1761.0,23144.29,2.55,0.77,1.75,1.2,9.9,4.05,11.13,32.78,36.88,90.06,0.01,0.36,1.02,1.56,2.15,2.74,85465.8,24.3,52.52,115.26,34.59,46.18,53.82,22.34,
(주)다이나믹디자인,145210,2015/12,2015/03/19,,1,85.22,64.24,7.1,-6.43,95.66,2839.84,2.92,123.15,37.06,51.11,38.01,-7.8,-4.56,14.56,-91.32,-11.48,-7.14,0.15,19.6,16.52,0.6,3.68,0.4,1.03,141.0,19402.42,1.54,0.66,1.41,1.04,8.1,3.4,11.12,32.83,45.06,107.3,0.01,2.6,0.81,1.35,1.83,2.37,66194.88,19.72,47.24,98.91,29.06,70.82,29.18,2.06,
(주)다이나믹디자인,145210,2016/12,2015/03/19,,1,60.83,49.09,8.84,-23.02,174.09,1780.55,999999999.0,176.09,35.75,36.48,41.84,-10.33,-12.91,-37.3,0.0,-11.57,-11.1,-15.98,-34.15,15.66,-9.12,1.75,-5.93,-13.63,-1588.0,17191.84,0.0,0.65,1.47,1.02,8.04,6.07,21.8,16.74,45.39,60.15,0.01,0.0,0.75,1.37,1.78,2.29,-11379.61,-3.89,-8.14,0.0,-5.57,0.0,0.0,0.0,
(주)다이나믹디자인,145210,2017/12,2015/03/19,,1,52.15,41.37,4.1,-31.61,255.16,480.18,-0.96,232.81,34.45,28.16,50.1,-19.06,-17.07,-36.34,0.0,-12.8,-15.39,-20.1,-14.41,14.38,-20.4,-1.43,-12.62,-39.04,-1217.0,5894.79,1.85,0.62,1.89,0.95,8.83,7.54,16.79,21.74,41.32,48.39,0.01,0.0,0.64,1.26,1.76,2.2,20831.2,8.59,17.23,44.66,12.6,190.09,-90.09,-161.93,
