회사명,거래소코드,회계년도,상장일,상장폐지일,소속코드,유동비율,당좌비율,현금비율,순운전자본비율,부채비율,자기자본배율,이자보상배율(이자비용),비유동비율,유동자산구성비율,자기자본구성비율,차입금의존도,매출액증가율,총자본증가율,자기자본증가율,순이익증가율,유형자산증가율,비유동자산증가율,유동자산증가율,재고자산증가율,매출액총이익률,매출액순이익률,총자본사업이익률,총자본순이익률,자기자본순이익률,1주당순이익,1주당매출액,금융비용 대 총비용비율,총자본회전률,자기자본회전률,비유동자산회전률,재고자산회전률,매출채권회전률,매입채무회전률,매입채무회전기간,재고자산회전기간,매출채권회전기간,1회전기간,운전자본회전률,순운전자본회전률,유형자산회전율,유동자산회전률,당좌자산회전률,부가가치,총자본투자효율,설비투자효율,기계투자효율,부가가치율,노동소득분배율,자본분배율,이윤분배율,폐지사유
(주)DB하이텍,990,2011/12,1975/12/12,,1,35.2,25.5,5.04,-42.95,289.22,143.54,-0.75,298.42,23.33,25.69,59.0,-10.94,-13.19,-22.6,0.0,-7.89,-14.1,-10.08,-3.28,16.62,-17.74,-2.91,-7.59,-27.74,-2541.0,12865.19,7.77,0.43,1.56,0.56,7.04,6.12,20.51,17.79,51.83,59.6,0.01,0.0,0.72,0.7,1.87,2.54,217837.57,18.17,29.75,78.9,39.45,62.53,37.47,-44.96,
(주)DB하이텍,990,2012/12,1975/12/12,,1,55.66,41.39,7.19,-21.27,298.0,130.71,-0.31,291.73,26.7,25.13,58.88,6.98,-3.44,-5.57,0.0,-9.69,-7.69,10.52,2.79,16.38,-5.31,-0.98,-2.66,-10.47,-780.0,13272.77,6.9,0.5,1.97,0.67,7.56,8.08,28.86,12.65,48.31,45.19,0.01,0.0,0.61,0.82,2.01,2.73,245655.23,21.22,37.03,112.22,41.58,55.93,44.07,-12.76,
(주)DB하이텍,990,2013/12,1975/12/12,,1,46.76,31.58,7.39,-23.99,416.9,92.0,-0.16,408.01,21.07,19.35,62.73,-16.42,-8.58,-29.61,0.0,-7.2,-1.55,-27.88,-8.69,18.08,-16.82,-0.6,-7.49,-33.51,-2066.0,11092.77,9.98,0.45,1.99,0.59,6.51,7.74,20.81,17.54,56.05,47.13,0.01,0.0,0.63,0.75,1.86,2.6,191554.48,18.1,31.86,112.45,38.8,67.15,32.85,-43.35,
(주)DB하이텍,990,2014/12,1975/12/12,,1,65.77,47.39,10.72,-13.08,715.95,54.23,0.67,610.83,25.14,12.26,66.85,14.98,-6.95,-41.05,0.0,-6.96,-11.75,11.04,-4.42,24.11,-13.56,4.65,-7.54,-47.32,-1915.0,12754.51,11.38,0.56,3.49,0.72,8.02,8.06,17.22,21.2,45.51,45.31,0.01,0.0,0.86,0.92,2.41,3.45,187341.51,19.02,33.99,136.97,33.0,68.59,31.41,-41.11,
(주)DB하이텍,990,2015/12,1975/12/12,,1,138.4,104.2,44.31,9.52,287.57,114.15,2.5,254.62,34.3,25.8,53.39,17.42,-0.02,110.48,0.0,-9.91,-12.26,36.42,20.64,34.46,19.01,12.83,12.87,67.63,3112.0,14975.9,7.85,0.68,3.56,0.96,8.73,7.67,16.56,22.04,41.79,47.58,0.01,0.0,1.11,1.19,2.28,3.08,386127.3,39.21,78.88,230.24,57.93,35.93,64.07,32.82,
(주)DB하이텍,990,2016/12,1975/12/12,,1,134.53,106.69,42.15,9.6,188.6,153.63,4.41,180.71,37.39,34.65,42.8,15.98,0.22,34.58,-30.29,2.73,-4.49,9.23,-8.52,37.51,11.43,17.66,8.96,29.65,2042.0,17369.58,5.84,0.78,2.59,1.22,9.68,7.64,17.48,20.88,37.72,47.75,0.02,0.0,1.26,1.43,2.19,2.83,341049.1,34.56,67.56,173.22,44.11,40.69,59.31,25.9,
(주)DB하이텍,990,2017/12,1975/12/12,,1,243.53,191.87,74.02,20.97,118.07,204.8,6.05,140.48,35.58,45.86,35.77,-12.08,0.73,33.31,24.71,1.44,3.63,-4.14,-1.74,37.3,16.21,14.66,11.12,27.62,2546.0,15271.17,3.79,0.69,1.7,1.08,8.98,6.94,17.41,20.96,40.64,52.61,0.01,0.0,1.19,1.23,1.88,2.38,329388.04,33.14,63.21,148.35,48.46,40.2,59.8,33.45,
(주)DB하이텍,990,2018/12,1975/12/12,,1,244.51,217.15,75.96,21.24,91.0,250.9,6.77,122.34,35.95,52.36,28.6,-1.54,7.3,22.51,-21.19,7.56,6.69,8.4,-42.83,32.17,12.97,11.34,8.43,17.12,2002.0,15036.21,2.26,0.65,1.32,1.01,11.35,7.25,19.03,19.18,32.15,50.33,0.02,0.0,1.29,1.16,1.82,2.16,309084.25,28.98,61.13,140.95,46.18,42.92,57.08,28.09,
(주)DB하이텍,990,2019/12,1975/12/12,,1,194.01,170.41,38.58,18.97,68.91,289.66,13.44,102.79,39.15,59.2,23.21,20.64,2.1,15.45,20.51,3.18,-3.0,11.19,20.86,36.43,12.96,17.14,9.71,17.4,2410.0,18139.64,1.55,0.75,1.34,1.2,17.05,8.04,24.06,15.17,21.41,45.4,0.02,0.98,1.36,1.33,1.99,2.26,379212.5,34.83,67.3,135.21,46.97,38.21,61.79,27.59,
(주)DB하이텍,990,2020/12,1975/12/12,,1,175.47,155.66,18.45,16.76,48.33,357.03,36.79,90.53,38.96,67.42,15.09,15.92,8.24,23.26,58.67,9.42,8.56,7.73,0.02,38.35,17.74,21.29,14.64,23.07,3822.0,21026.63,0.62,0.83,1.3,1.35,18.05,9.16,27.75,13.15,20.22,39.86,0.02,0.0,1.37,1.45,2.11,2.39,483956.34,41.06,83.62,177.32,51.71,32.58,67.42,34.31,
(주)DB하이텍,990,2021/12,1975/12/12,,1,243.09,223.4,54.58,30.96,40.13,496.98,121.6,66.43,52.59,71.36,11.08,29.78,31.51,39.2,90.87,-2.5,2.14,77.51,27.33,44.06,26.09,29.44,23.23,33.35,7292.0,27289.38,0.09,0.89,1.28,1.67,20.61,10.24,29.97,12.18,17.71,35.66,0.02,1.14,1.3,1.82,1.91,2.1,744906.75,48.06,134.52,284.72,61.33,24.03,75.97,42.54,
(주)DB하이텍,990,2022/12,1975/12/12,,1,328.36,310.11,37.42,43.5,29.57,736.12,232.25,48.52,62.55,77.18,5.87,37.92,36.95,48.12,76.35,12.18,8.19,62.88,11.74,55.7,33.36,42.66,30.43,40.73,12858.0,37637.47,-1.21,0.91,1.22,2.19,23.97,13.04,36.11,10.11,15.23,27.99,0.03,1.11,1.16,2.4,1.56,1.67,1068759.34,50.35,189.56,385.52,63.8,20.01,79.99,52.29,
(주)HJ중공업,97230,2011/12,2007/08/31,,1,96.33,81.81,34.4,-1.29,276.93,772.2,0.55,248.82,33.99,26.53,48.42,-8.72,-6.49,-4.59,0.0,-1.53,-2.58,-13.26,23.47,7.85,-3.35,1.85,-1.33,-5.07,-2007.0,59879.7,5.45,0.4,1.51,0.61,8.86,10.97,10.41,35.07,41.19,33.26,0.03,0.11,0.52,0.91,1.12,1.29,494018.0,7.02,15.81,125.15,17.09,41.15,58.85,-19.62,
(주)HJ중공업,97230,2012/12,2007/08/31,,1,92.89,83.75,29.88,-2.64,283.85,709.67,0.27,251.29,34.54,26.05,56.24,-11.83,-6.42,-8.1,0.0,-7.72,-7.2,-4.91,-37.93,7.49,-2.09,1.05,-0.78,-2.95,-1095.0,52793.54,6.29,0.37,1.42,0.57,8.72,9.73,11.03,33.1,41.84,37.52,0.02,0.13,0.53,0.84,1.09,1.25,543885.0,8.26,19.11,156.53,21.33,39.22,60.78,-9.78,
(주)HJ중공업,97230,2013/12,2007/08/31,,1,84.9,66.58,17.98,-7.42,307.77,472.61,-0.4,237.61,41.73,24.52,56.46,-0.78,1.49,-4.44,0.0,-3.21,-9.66,22.63,168.88,2.57,-7.52,-0.77,-2.87,-11.28,-2931.0,39241.14,5.46,0.38,1.51,0.62,6.13,10.82,10.62,34.37,59.57,33.75,0.02,0.16,0.47,0.89,1.0,1.19,358044.0,5.36,12.86,109.23,14.16,78.13,21.87,-53.12,
(주)HJ중공업,97230,2014/12,2007/08/31,,1,93.12,70.06,12.33,-3.02,311.31,307.71,-0.88,243.01,40.92,24.31,52.96,-0.36,-3.19,-3.88,0.0,-3.73,-1.84,-5.07,8.98,-0.67,-11.9,-2.05,-4.56,-18.64,-3674.0,30961.17,5.23,0.38,1.57,0.65,4.01,10.0,9.67,37.73,91.07,36.52,0.01,0.23,0.44,0.91,0.93,1.21,291365.0,4.5,11.0,96.65,11.56,96.22,3.78,-102.9,
(주)HJ중공업,97230,2015/12,2007/08/31,,1,70.83,45.35,4.75,-16.92,332.17,267.74,-0.5,254.65,41.08,23.14,51.58,23.61,-8.59,-12.99,0.0,1.18,-8.83,-8.24,33.26,3.56,-8.38,-1.09,-4.21,-17.73,-2551.0,30457.72,4.18,0.5,2.12,0.85,4.07,13.54,9.65,37.83,89.61,26.95,0.01,0.13,0.55,1.15,1.23,1.76,292787.0,4.95,10.88,96.95,9.4,96.68,3.32,-89.12,
(주)HJ중공업,97230,2016/12,2007/08/31,,1,89.96,64.36,5.26,-5.04,487.19,168.96,-0.58,322.2,45.13,17.03,59.62,-9.7,-11.13,-34.57,0.0,-12.12,-17.24,-2.36,-22.77,2.12,-11.89,-1.21,-5.99,-29.53,-3216.0,27042.57,3.81,0.5,2.49,0.88,3.63,17.69,8.73,41.82,100.48,20.63,0.01,0.08,0.52,1.09,1.17,1.73,221273.0,4.21,9.42,89.18,7.87,127.06,-27.06,-151.15,
(주)HJ중공업,97230,2017/12,2007/08/31,,1,56.89,35.58,4.37,-34.12,628.81,108.99,-1.08,400.64,45.03,13.72,58.98,-12.83,-19.97,-35.5,0.0,-25.45,-19.82,-20.15,5.11,0.87,-11.34,-2.29,-5.87,-37.73,-2622.0,23123.58,3.56,0.52,3.33,0.94,3.54,18.47,8.59,42.51,103.04,19.76,0.01,0.07,0.48,1.17,1.15,1.7,171765.0,4.08,9.62,88.72,7.0,119.69,-19.69,-161.84,
(주)HJ중공업,97230,2018/12,2007/08/31,,1,80.41,56.15,10.7,-15.34,0.0,-133.46,0.62,0.0,62.95,-25.91,61.15,-30.76,-35.02,-222.45,0.0,-64.36,-56.21,-9.15,-26.83,8.29,-75.6,2.05,-36.99,0.0,0.0,16009.7,4.97,0.49,0.0,1.02,2.76,14.13,7.12,51.3,132.07,25.83,0.01,0.1,0.37,1.4,0.94,1.42,390449.0,14.28,61.34,1195.57,23.0,46.6,53.4,-328.76,
(주)HJ중공업,97230,2019/12,2007/08/31,,1,70.48,50.77,6.64,-22.05,908.28,58.86,0.69,477.43,52.65,9.92,45.25,-4.07,-9.64,0.0,0.0,-3.7,15.5,-24.43,-29.94,10.9,18.8,3.87,11.77,0.0,5185.0,18223.9,6.16,0.63,0.0,1.49,3.69,12.67,8.93,40.86,98.93,28.81,0.01,0.13,0.46,2.6,1.08,1.52,333185.0,13.49,54.33,1206.67,20.46,51.68,48.32,91.89,
(주)HJ중공업,97230,2020/12,2007/08/31,,1,103.19,87.03,20.67,1.5,585.57,76.87,0.89,351.98,48.66,14.59,40.01,4.12,-11.19,30.59,-74.39,-3.09,-3.71,-17.92,-54.05,7.69,4.62,2.54,3.36,27.71,940.0,20364.21,2.9,0.73,6.0,1.48,6.39,16.72,9.09,40.18,57.14,21.83,0.03,0.07,0.65,2.8,1.43,1.85,292475.0,13.33,49.32,1254.23,17.25,55.79,44.21,26.79,
(주)HJ중공업,97230,2021/12,2007/08/31,,1,99.9,84.41,12.45,-0.04,452.13,103.77,-2.31,332.46,39.79,18.11,36.53,0.63,8.72,35.0,0.0,54.92,27.51,-11.1,-11.99,-1.2,-8.19,-4.46,-6.11,-37.18,-1679.0,20492.91,2.13,0.75,4.54,1.33,10.86,27.89,7.92,46.06,33.61,13.09,1.57,0.03,0.85,2.25,1.69,2.01,109086.0,4.57,11.81,486.17,6.39,148.44,-48.44,-128.2,
(주)HJ중공업,97230,2022/12,2007/08/31,,1,100.85,86.7,7.21,0.47,566.95,92.48,0.15,295.43,55.7,14.99,32.74,4.78,7.65,-10.88,0.0,-30.16,-20.81,50.72,36.43,5.4,-2.81,0.42,-2.03,-12.28,-602.0,21473.17,2.14,0.72,4.38,1.39,10.28,17.66,7.88,46.31,35.5,20.67,0.1,0.05,0.75,2.28,1.5,1.76,236842.0,9.22,36.74,923.14,13.24,75.23,24.77,-21.18,
(주)MH에탄올,23150,2011/12,1996/12/24,,1,58.36,45.92,5.22,-24.28,214.54,952.03,0.12,207.49,34.04,31.79,8.89,-18.64,-0.49,-8.46,0.0,2.92,-0.4,-0.67,18.3,16.81,-9.73,1.33,-3.24,-9.74,-611.0,6397.88,7.9,0.33,1.0,0.5,4.99,4.83,148.03,2.47,73.2,75.61,0.01,0.0,0.36,0.6,0.98,1.22,8741.25,6.51,11.62,358.35,19.52,50.81,49.19,-49.85,
(주)MH에탄올,23150,2012/12,1996/12/24,,1,61.27,36.07,0.73,-23.53,238.69,887.71,1.08,212.65,37.21,29.53,56.9,33.46,0.13,-6.76,0.0,-4.55,-4.69,9.48,111.27,17.97,0.48,4.47,0.21,1.01,59.0,8538.31,7.46,0.45,1.45,0.69,3.94,6.33,4611.92,0.08,92.53,57.64,0.01,0.0,0.47,0.81,1.25,1.83,15364.39,11.43,21.39,728.46,25.71,37.66,62.34,1.87,
(주)MH에탄올,23150,2013/12,1996/12/24,,1,57.37,40.78,0.14,-24.74,182.66,1039.04,0.87,188.56,33.29,35.38,57.67,4.07,-3.49,17.05,1640.29,-1.99,2.54,-13.66,-39.29,12.67,11.3,2.5,5.32,16.85,1022.0,8885.7,5.0,0.47,1.45,0.73,3.76,5.98,6573.65,0.06,96.98,61.06,0.01,0.0,0.5,0.87,1.33,2.07,13050.09,10.06,18.55,648.66,20.98,40.06,59.94,53.86,
(주)MH에탄올,23150,2014/12,1996/12/24,,1,90.87,68.77,0.02,-3.38,62.03,1148.39,5.62,107.61,33.59,61.72,34.38,-21.25,-34.05,15.27,0.0,-48.75,-34.35,-33.46,-44.05,24.24,-0.41,8.45,-0.19,-0.38,-26.0,6638.69,2.66,0.46,0.99,0.68,5.03,4.65,26321.22,0.01,72.55,78.51,0.01,0.0,0.55,0.92,1.36,1.87,11295.12,13.21,31.73,668.75,23.06,38.67,61.33,-1.8,
(주)MH에탄올,23150,2015/12,1996/12/24,,1,109.55,92.01,15.38,2.48,36.47,1259.24,12.69,97.6,28.48,73.27,23.57,2.86,-7.64,9.65,0.0,2.12,-0.54,-21.69,-48.43,27.71,15.44,13.83,9.46,14.06,1063.0,6828.76,1.43,0.61,0.91,0.89,9.52,4.7,0.0,0.0,38.36,77.73,0.01,0.07,0.97,1.38,1.97,2.48,16454.85,20.83,44.99,773.64,32.66,26.64,73.36,47.27,
(주)MH에탄올,23150,2016/12,1996/12/24,,1,257.95,185.46,17.87,16.68,13.77,1383.19,29.41,82.78,27.25,87.89,7.58,-2.96,-8.43,9.84,4.71,1.48,-6.84,-12.41,53.72,30.54,16.66,15.84,10.76,13.41,1129.0,6626.94,0.76,0.65,0.81,0.9,10.7,4.65,0.0,0.0,34.12,78.55,0.01,0.07,1.39,1.32,2.32,2.96,17091.29,23.63,46.21,828.18,34.95,28.32,71.68,47.65,
(주)MH에탄올,23150,2017/12,1996/12/24,,1,44.64,41.69,7.8,-21.02,368.17,1433.36,3.46,388.83,16.95,21.36,50.68,6.3,591.43,3.63,-17.16,941.08,689.3,330.09,1.27,28.38,8.29,3.92,1.5,10.42,942.0,7044.38,-1.46,0.18,0.61,0.22,9.33,4.99,227.16,1.61,39.14,73.22,0.01,0.0,0.34,0.24,0.99,1.11,14202.61,2.84,3.65,614.75,27.32,41.08,58.92,30.33,
(주)MH에탄올,23150,2018/12,1996/12/24,,1,20.96,16.33,4.89,-25.33,380.62,1355.05,0.1,448.33,6.72,20.81,49.8,40.05,-12.0,-5.46,-108.83,0.34,-1.16,-65.11,16.57,26.47,-16.53,0.67,-2.56,-0.93,-87.0,9865.91,12.86,0.15,0.73,0.18,11.99,6.8,134.23,2.72,30.45,53.69,0.01,0.0,0.33,0.19,1.27,1.42,16853.56,3.83,4.32,814.98,23.15,54.67,45.33,-71.4,
(주)MH에탄올,23150,2019/12,1996/12/24,,1,11.62,8.73,3.21,-55.27,468.69,1249.58,0.73,527.35,7.27,17.58,53.23,11.1,2.57,-7.78,0.0,3.08,1.96,10.95,25.01,32.96,-9.34,1.85,-1.69,-0.88,-79.0,10961.45,11.96,0.18,0.95,0.2,11.0,8.08,139.98,2.61,33.2,45.19,0.01,0.0,0.33,0.2,2.59,3.39,22570.7,5.0,5.62,1121.61,27.91,44.05,55.95,-33.46,
(주)MH에탄올,23150,2020/12,1996/12/24,,1,25.82,20.1,8.54,-24.11,459.13,1335.13,1.29,512.21,8.39,17.89,53.26,17.02,-0.4,6.85,0.0,-1.76,-1.6,14.97,2.25,36.79,4.02,3.6,0.84,11.49,1049.0,12827.12,12.94,0.21,1.18,0.23,11.45,9.91,184.69,1.98,31.88,36.85,0.01,0.0,0.38,0.24,2.68,3.5,45223.3,10.06,11.5,2584.8,47.78,22.03,77.97,8.41,
(주)MH에탄올,23150,2021/12,1996/12/24,,1,17.51,14.42,8.94,-54.33,432.99,1366.91,1.92,471.51,11.53,18.76,52.34,7.84,0.4,2.38,-13.4,-2.42,-3.05,38.02,9.91,42.97,8.51,5.25,1.93,9.52,908.0,13832.97,12.88,0.23,1.24,0.25,11.64,10.46,196.62,1.86,31.37,34.9,0.02,0.0,0.38,0.26,2.27,2.83,56485.88,12.51,14.71,1940.33,55.34,26.28,73.72,15.38,
(주)MH에탄올,23150,2022/12,1996/12/24,,1,27.62,23.02,7.82,-30.89,369.03,1448.09,1.87,413.75,11.79,21.32,51.4,8.48,-0.89,5.94,-15.66,-2.46,-1.17,1.27,-4.5,39.07,10.75,5.02,2.65,7.71,766.0,15006.03,10.83,0.25,1.23,0.28,12.33,10.27,188.67,1.93,29.6,35.56,0.02,0.0,0.37,0.29,2.11,2.55,54043.4,12.08,14.46,1861.49,48.81,27.34,72.66,22.03,
(주)SH에너지화학,2360,2011/12,1985/12/23,,1,147.77,115.16,15.37,15.55,60.5,113.66,2.82,83.31,48.09,62.31,27.79,14.99,9.51,2.97,0.0,1.39,-4.09,29.29,83.05,7.17,1.04,4.31,1.8,3.31,18.6,1553.73,0.78,1.73,2.73,3.12,20.16,6.81,312.13,1.17,18.11,53.59,0.01,0.0,2.27,5.25,3.88,4.8,14210.0,13.57,44.34,108.63,8.2,59.35,40.65,12.67,
(주)SH에너지화학,2360,2012/12,1985/12/23,,1,171.22,123.05,7.42,20.26,59.82,113.33,1.72,81.97,48.71,62.57,27.55,11.97,-0.97,-0.29,-81.28,-1.31,-2.16,0.31,27.86,7.8,0.11,2.11,0.2,0.61,3.5,1743.64,0.65,1.86,2.98,3.61,15.32,6.81,122.34,2.98,23.83,53.62,0.01,0.0,2.36,5.88,3.85,5.14,14518.25,14.0,45.27,108.26,7.49,70.26,29.74,1.45,
(주)SH에너지화학,2360,2013/12,1985/12/23,,1,168.09,134.09,15.75,21.65,58.75,122.19,5.3,73.9,53.45,62.99,25.33,19.57,6.56,7.81,1146.78,-2.2,-3.28,16.91,-15.95,7.74,1.99,6.01,4.3,7.35,43.5,2086.67,0.53,2.17,3.45,4.43,17.73,7.81,96.33,3.79,20.58,46.72,0.02,0.0,2.66,7.15,4.23,5.56,20836.07,18.86,66.7,159.25,8.98,57.97,42.03,22.11,
(주)SH에너지화학,2360,2014/12,1985/12/23,,1,291.69,224.49,37.69,35.8,31.46,147.71,26.68,59.85,54.47,76.07,8.64,-0.43,0.23,20.89,238.32,-2.91,-1.99,2.16,16.36,14.4,7.25,19.24,15.13,21.7,147.2,2077.67,0.37,2.09,3.0,4.53,17.87,7.43,95.77,3.81,20.42,49.11,0.02,0.0,2.64,7.31,3.87,4.94,37108.64,33.51,122.0,292.95,16.07,35.16,64.84,45.09,
(주)SH에너지화학,2360,2015/12,1985/12/23,,1,399.36,329.69,115.03,44.26,26.05,160.98,84.87,51.62,59.05,79.33,5.96,-6.27,4.32,8.99,-22.92,4.91,-6.17,13.08,-14.38,17.24,5.82,20.35,11.13,14.62,113.4,1947.47,0.1,1.91,2.46,4.43,16.78,7.11,130.11,2.81,21.75,51.36,0.01,0.0,2.6,6.79,3.37,4.21,36388.74,31.5,112.7,263.46,16.81,45.6,54.4,34.6,
(주)SH에너지화학,2360,2016/12,1985/12/23,,1,673.11,580.63,211.38,57.6,19.6,183.5,210.93,38.68,67.66,83.61,2.86,0.9,7.76,13.99,42.44,-2.65,-14.88,23.47,-2.75,17.69,8.26,20.31,15.02,18.66,161.6,1965.07,-0.08,1.82,2.23,4.99,18.61,6.05,167.45,2.18,19.61,60.28,0.01,0.0,2.4,6.78,2.87,3.39,40893.43,32.85,130.53,304.32,18.72,38.5,61.5,44.09,
(주)SH에너지화학,2360,2017/12,1985/12/23,,1,1057.37,816.13,399.76,63.29,16.36,189.4,162.17,35.02,69.9,85.94,2.84,-13.87,0.66,3.22,-46.61,-2.2,-6.34,4.01,72.7,13.98,5.25,11.57,7.91,9.21,86.3,1692.59,-0.1,1.51,1.78,4.82,11.92,5.24,114.68,3.18,30.62,69.67,0.01,0.0,1.95,5.98,2.19,2.68,29127.7,23.24,94.63,223.37,15.48,50.35,49.65,33.92,
(주)SH에너지화학,2360,2018/12,1985/12/23,,1,1287.95,953.73,441.48,64.61,16.17,185.76,22.72,34.8,70.04,86.08,2.86,-2.4,-2.3,-1.92,-75.89,-3.39,-2.75,-2.1,11.35,6.68,1.11,1.93,1.64,2.21,20.8,1651.96,-0.11,1.48,1.72,4.94,8.69,6.5,133.77,2.73,41.99,56.11,0.01,0.0,1.95,6.01,2.12,2.8,19920.85,16.27,67.41,164.52,10.85,76.76,23.24,10.21,
(주)SH에너지화학,2360,2019/12,1985/12/23,,1,1110.48,887.83,542.25,61.61,24.66,174.72,-24.12,40.26,67.71,80.22,7.1,-23.28,0.8,-5.94,-223.7,10.49,8.67,-2.57,-24.72,4.73,-2.19,-2.21,-2.51,-2.84,-25.8,1267.34,-0.2,1.15,1.38,3.68,7.22,6.14,140.69,2.59,50.54,59.48,0.01,0.0,1.54,4.45,1.66,2.16,13705.14,11.1,44.32,102.46,9.73,110.44,-10.44,-22.55,
(주)SH에너지화학,2360,2020/12,1985/12/23,,1,979.37,849.69,445.74,55.43,30.38,161.16,-38.65,49.89,61.73,76.7,9.63,-33.56,-4.91,-7.76,0.0,10.16,12.67,-13.3,-42.74,1.16,-7.42,-6.26,-5.77,-7.29,-61.9,842.04,-0.11,0.78,0.99,2.21,7.1,5.37,80.22,4.55,51.38,67.98,0.01,0.0,1.09,2.68,1.2,1.44,8226.3,7.01,27.05,65.54,8.79,189.0,-89.0,-84.43,
(주)SH에너지화학,2360,2021/12,1985/12/23,,1,599.23,504.85,149.24,54.5,30.4,164.28,1.72,45.09,65.42,76.69,9.24,49.39,1.94,1.94,0.0,-6.61,-7.88,8.02,28.48,7.1,0.44,0.54,0.52,0.69,5.7,1257.89,-0.07,1.18,1.54,3.24,12.76,7.27,98.06,3.72,28.61,50.2,0.01,0.0,1.63,3.95,1.86,2.17,19043.54,15.92,56.14,119.06,13.62,82.57,17.43,3.21,
(주)SH에너지화학,2360,2022/12,1985/12/23,,1,759.41,561.05,158.53,57.14,31.94,168.54,2.15,45.12,65.8,75.79,12.06,19.71,3.79,2.59,196.29,8.48,2.63,4.4,73.14,6.55,1.09,1.16,1.5,1.99,16.8,1505.81,-0.14,1.37,1.8,3.99,9.94,7.61,106.11,3.44,36.71,47.95,0.01,0.0,1.82,4.7,2.09,2.65,21342.67,17.19,57.61,111.27,12.75,79.1,20.9,8.59,
(주)SIMPAC,9160,2011/12,1989/07/29,,1,130.69,108.07,54.55,11.55,84.02,1161.71,20.93,93.52,49.18,54.34,14.01,18.47,15.37,16.25,21.75,20.16,16.19,14.54,25.43,20.87,11.6,10.09,8.61,15.9,925.0,7404.72,-0.33,0.74,1.37,1.47,9.05,3.66,5.54,65.87,40.31,99.85,0.01,0.14,0.84,3.22,1.5,1.8,53726.56,17.28,74.79,533.38,24.95,33.46,66.54,46.49,
(주)SIMPAC,9160,2012/12,1989/07/29,,1,140.97,117.58,22.15,13.93,69.63,1291.81,15.51,88.31,47.94,58.95,12.66,4.64,2.5,11.2,-22.78,1.45,5.01,-0.08,-4.22,18.86,8.56,9.2,6.13,10.81,714.0,7748.11,-1.1,0.72,1.26,1.39,8.7,3.61,5.97,61.12,41.97,101.1,0.01,0.16,0.85,3.07,1.47,1.78,43772.07,13.74,59.15,353.46,19.42,41.97,58.03,44.06,
(주)SIMPAC,9160,2013/12,1989/07/29,,1,81.19,62.03,7.16,-6.95,73.34,1436.01,16.58,121.32,30.01,57.69,18.32,-8.7,13.59,11.16,3.93,-0.39,52.71,-28.88,1.17,20.1,9.74,8.26,5.89,10.11,742.0,7074.15,-1.65,0.6,1.04,0.98,8.07,3.06,5.4,67.6,45.23,119.21,0.01,0.17,0.82,2.79,1.57,1.96,46115.44,12.74,62.56,349.24,22.41,38.71,61.29,43.46,
(주)SIMPAC,9160,2014/12,1989/07/29,,1,105.96,76.17,19.44,2.13,74.3,1503.67,8.48,108.2,37.92,57.37,10.69,27.9,5.51,4.71,-28.56,129.79,-6.42,33.34,58.76,16.37,5.44,4.84,3.85,6.7,530.0,9047.72,0.51,0.71,1.23,1.07,7.93,3.67,6.22,58.66,46.02,99.54,0.01,0.19,1.0,2.17,2.08,2.81,51704.11,13.54,30.95,284.41,19.65,54.56,45.44,27.68,
(주)SIMPAC,9160,2015/12,1989/07/29,,1,102.82,69.62,14.76,1.13,82.25,1595.38,14.66,107.21,41.17,54.87,12.58,2.42,10.71,6.1,14.79,6.84,4.92,20.18,38.05,17.85,6.1,5.34,4.09,7.29,608.0,9266.93,0.47,0.67,1.19,1.11,5.56,3.56,5.4,67.63,65.63,102.49,0.01,0.27,0.86,1.54,1.69,2.43,59958.15,14.18,34.11,295.6,22.25,52.03,47.97,27.44,
(주)SIMPAC,9160,2016/12,1989/07/29,,1,113.8,84.21,33.41,5.13,73.81,1653.2,16.75,100.28,42.31,57.53,13.12,-0.91,-1.17,3.62,-1.54,-1.26,-3.08,1.55,-18.23,18.48,6.06,5.68,3.85,6.85,603.0,9182.56,0.44,0.64,1.13,1.09,5.23,3.67,5.3,68.81,69.81,99.36,0.01,0.28,0.79,1.49,1.52,2.15,59093.1,14.14,33.07,247.21,22.13,51.46,48.54,27.39,
(주)SIMPAC,9160,2017/12,1989/07/29,,1,115.32,85.28,23.55,5.25,58.27,1656.02,10.1,95.71,39.53,63.18,14.49,-13.64,-8.78,0.17,-20.32,-3.38,-4.4,-14.77,-14.59,16.31,5.59,3.01,3.23,5.36,509.0,7929.7,0.37,0.58,0.96,0.98,5.41,3.21,6.04,60.39,67.43,113.85,0.01,0.39,0.75,1.31,1.41,1.9,43282.91,11.36,25.07,218.27,18.77,60.25,39.75,29.79,
(주)SIMPAC,9160,2018/12,1989/07/29,,1,135.98,87.82,49.22,12.06,56.71,1329.78,4.07,85.28,45.58,63.81,16.64,32.74,78.86,80.64,436.6,106.96,60.97,106.23,180.33,11.16,22.6,2.1,13.02,20.48,1678.0,10526.1,0.51,0.58,0.91,1.02,4.1,4.23,8.44,43.27,89.0,86.22,0.01,0.0,0.75,1.16,1.33,1.96,114254.96,16.76,32.0,292.53,37.32,27.54,72.46,60.57,
