회사명,거래소코드,회계년도,자산,유동부채,유동자산,부채,자본,재고자산,매입채무,당기순이익,매출액,판매비와 관리비,매출원가,금융비용
(주)HJ중공업,97230,2016-12-01,5256464.0,2636927.0,2372221.0,4361281.0,895183.0,675011.0,291798.0,-317990.0,679725.0,45118.0,800921.0,14483.0
(주)HJ중공업,97230,2017-12-01,4206655.0,3329421.0,1894161.0,3629457.0,577198.0,709533.0,279484.0,-139426.0,647463.0,22344.0,708633.0,43258.0
(주)HJ중공업,97230,2018-12-01,2733620.0,2140149.0,1720906.0,3441806.0,-708186.0,519198.0,197744.0,-1210563.0,237414.0,4365.0,197725.0,23772.0
(주)HJ중공업,97230,2019-12-01,2470222.0,1845223.0,1300538.0,2225228.0,244994.0,363759.0,166881.0,120587.0,544281.0,18069.0,457315.0,23777.0
(주)HJ중공업,97230,2020-12-01,2193855.0,1034561.0,1067516.0,1873852.0,320003.0,167158.0,206438.0,-26726.0,399127.0,22924.0,386609.0,11948.0
(주)HJ중공업,97230,2021-12-01,2385236.0,949994.0,948999.0,1953231.0,432005.0,147110.0,224282.0,-81536.0,513363.0,23660.0,582739.0,12189.0
(주)HJ중공업,97230,2022-12-01,2567697.0,1418222.0,1430318.0,2182707.0,384990.0,200698.0,229426.0,-6477.0,596863.0,20637.0,574461.0,8353.0
(주)MH에탄올,23150,2011-12-01,134207.0,78267.0,45678.0,91540.0,42667.0,9735.0,10.717,-7138.0,12058.0,4237.0,12447.0,1821.0
(주)MH에탄올,23150,2012-12-01,134386.0,81625.0,50010.0,94708.0,39678.0,20567.0,15.202,-757.0,26313.0,2662.0,22329.0,2054.0
(주)MH에탄올,23150,2013-12-01,129698.0,75261.0,43178.0,83812.0,45886.0,12486.0,3.722,9124.0,11245.0,1100.0,8651.0,907.0
(주)MH에탄올,23150,2014-12-01,85535.0,31619.0,28731.0,32746.0,52789.0,6987.0,0.0,-2470.0,12399.0,861.0,11338.0,275.0
(주)MH에탄올,23150,2015-12-01,78996.0,20539.0,22501.0,21112.0,57884.0,3603.0,0.0,1287.0,13251.0,723.0,10920.0,200.0
(주)MH에탄올,23150,2016-12-01,72340.0,7641.0,19709.0,8758.0,63582.0,5539.0,0.0,1896.0,12247.0,631.0,8830.0,-52.0
(주)MH에탄올,23150,2017-12-01,500180.0,189894.0,84768.0,393343.0,106837.0,5609.0,457.631,403.0,15865.0,4345.0,11726.0,4675.0
(주)MH에탄올,23150,2018-12-01,440178.0,141080.0,29576.0,348592.0,91585.0,6538.0,627.047,1773.0,20894.0,3586.0,13277.0,1745.0
(주)MH에탄올,23150,2019-12-01,451474.0,282351.0,32815.0,372085.0,79389.0,8173.0,528.575,-1706.0,21617.0,4988.0,13057.0,2708.0
(주)MH에탄올,23150,2020-12-01,449679.0,146139.0,37729.0,369254.0,80425.0,8357.0,496.354,4199.0,24875.0,2531.0,14222.0,4784.0
(주)MH에탄올,23150,2021-12-01,451461.0,297330.0,52074.0,366757.0,84703.0,9186.0,541.838,999.0,27511.0,3938.0,16776.0,3080.0
(주)MH에탄올,23150,2022-12-01,447440.0,190942.0,52735.0,352043.0,95398.0,8773.0,631.879,1251.0,28284.0,4003.0,17498.0,3171.0
(주)SH에너지화학,2360,2011-12-01,104711.0,34077.0,50355.0,39468.0,65242.0,11114.0,955.253,-6.0,48644.0,3129.0,44476.0,108.0
(주)SH에너지화학,2360,2012-12-01,103690.0,29500.0,50509.0,38809.0,64881.0,14211.0,2215.544,-1954.0,49726.0,6206.0,44720.0,690.0
(주)SH에너지화학,2360,2013-12-01,110489.0,35131.0,59052.0,40890.0,69599.0,11944.0,2599.202,1994.0,64432.0,4005.0,58416.0,728.0
(주)SH에너지화학,2360,2014-12-01,110741.0,20681.0,60326.0,26504.0,84237.0,13898.0,2223.255,5474.0,60026.0,3872.0,49162.0,308.0
(주)SH에너지화학,2360,2015-12-01,115521.0,17081.0,68214.0,23875.0,91646.0,11899.0,1103.755,-417.0,58418.0,3892.0,47857.0,216.0
(주)SH에너지화학,2360,2016-12-01,124489.0,12512.0,84223.0,20400.0,104089.0,11572.0,1504.713,4978.0,65791.0,4769.0,54609.0,-307.0
(주)SH에너지화학,2360,2017-12-01,125312.0,8284.0,87597.0,17619.0,107693.0,19986.0,1775.928,1346.0,39040.0,3294.0,32610.0,710.0
(주)SH에너지화학,2360,2018-12-01,122435.0,6659.0,85759.0,17044.0,105391.0,22254.0,969.166,-913.0,42755.0,2487.0,41710.0,88.0
(주)SH에너지화학,2360,2019-12-01,123416.0,7525.0,83559.0,24416.0,99000.0,16753.0,1033.114,-2244.0,31102.0,2563.0,30139.0,220.0
(주)SH에너지화학,2360,2020-12-01,117357.0,7398.0,72449.0,27348.0,90008.0,9594.0,1300.051,-417.0,27305.0,2282.0,25474.0,497.0
(주)SH에너지화학,2360,2021-12-01,119629.0,13060.0,78260.0,27890.0,91739.0,12326.0,1551.279,99.0,40576.0,2779.0,37672.0,101.0
(주)SH에너지화학,2360,2022-12-01,124160.0,10759.0,81703.0,30059.0,94101.0,21341.0,1603.249,-1285.0,39808.0,2616.0,37503.0,688.0
(주)SIMPAC,9160,2011-12-01,310879.0,116979.0,152885.0,141938.0,168941.0,26468.0,37822.973,4328.0,56125.0,4821.0,46662.0,1161.0
(주)SIMPAC,9160,2012-12-01,318666.0,108359.0,152758.0,130805.0,187861.0,25351.0,37650.525,-390.0,59131.0,4362.0,49537.0,833.0
(주)SIMPAC,9160,2013-12-01,361986.0,133795.0,108635.0,153155.0,208831.0,25646.0,38556.438,3509.0,61002.0,5287.0,49473.0,672.0
(주)SIMPAC,9160,2014-12-01,381939.0,136708.0,144850.0,162814.0,219125.0,40716.0,46030.344,-19993.0,75357.0,6571.0,61099.0,1854.0
(주)SIMPAC,9160,2015-12-01,422833.0,169308.0,174087.0,190826.0,232008.0,56209.0,53845.716,315.0,80342.0,7574.0,69883.0,667.0
(주)SIMPAC,9160,2016-12-01,417865.0,155345.0,176779.0,177449.0,240417.0,45959.0,46855.264,6360.0,72398.0,6437.0,57964.0,-648.0
(주)SIMPAC,9160,2017-12-01,381158.0,130651.0,150672.0,140332.0,240826.0,39255.0,29467.361,7732.0,44356.0,3590.0,39912.0,3302.0
(주)SIMPAC,9160,2018-12-01,681751.0,228519.0,310736.0,246718.0,435033.0,110043.0,43116.64,12033.0,116953.0,4432.0,108760.0,969.0
(주)SIMPAC,9160,2019-12-01,679146.0,219490.0,289195.0,237950.0,441195.0,88167.0,32704.191,-5022.0,92885.0,9192.0,88564.0,1783.0
(주)SIMPAC,9160,2020-12-01,737278.0,249080.0,353238.0,273292.0,463986.0,131733.0,46995.987,26419.0,104765.0,5765.0,98512.0,7860.0
(주)SIMPAC,9160,2021-12-01,903230.0,331371.0,542192.0,356567.0,546662.0,170336.0,40384.548,35106.0,232854.0,22354.0,158334.0,2188.0
(주)SIMPAC,9160,2022-12-01,965098.0,339350.0,576767.0,365416.0,599683.0,209245.0,15145.691,-3506.0,149120.0,10177.0,128325.0,7935.0
(주)SNT에너지,100840,2011-12-01,276512.0,96002.0,145463.0,115916.0,160596.0,15422.0,44474.696,4169.0,59011.0,4592.0,51418.0,-701.0
(주)SNT에너지,100840,2012-12-01,292802.0,88443.0,161464.0,109496.0,183306.0,17407.0,39641.985,1548.0,48799.0,4298.0,39983.0,3104.0
(주)SNT에너지,100840,2013-12-01,311675.0,91989.0,181309.0,113511.0,198165.0,17793.0,37857.624,1532.0,56136.0,5663.0,46422.0,917.0
(주)SNT에너지,100840,2014-12-01,304512.0,76613.0,170495.0,96799.0,207713.0,17747.0,31040.007,1168.0,51191.0,7482.0,41003.0,3211.0
(주)SNT에너지,100840,2015-12-01,316196.0,64293.0,184059.0,84796.0,231400.0,10694.0,29685.849,3092.0,65352.0,6602.0,51113.0,533.0
(주)SNT에너지,100840,2016-12-01,348042.0,102182.0,211766.0,118243.0,229800.0,6779.0,23920.463,-6895.0,60566.0,29379.0,49227.0,-3980.0
(주)SNT에너지,100840,2017-12-01,300267.0,49129.0,172920.0,66449.0,233817.0,2324.0,16893.34,-5901.0,37079.0,5918.0,29911.0,8053.0
(주)SNT에너지,100840,2018-12-01,280992.0,31555.0,155524.0,49715.0,231276.0,5692.0,13110.417,-4828.0,28760.0,7774.0,26139.0,176.0
(주)SNT에너지,100840,2019-12-01,333897.0,67470.0,204987.0,88942.0,244955.0,10209.0,23420.417,-1272.0,48805.0,4586.0,42415.0,1839.0
(주)SNT에너지,100840,2020-12-01,335352.0,80879.0,203747.0,99579.0,235773.0,6106.0,32211.404,-7837.0,56132.0,4178.0,49480.0,11515.0
(주)SNT에너지,100840,2021-12-01,332143.0,66164.0,199665.0,87294.0,244849.0,2661.0,23742.454,-8202.0,34048.0,4054.0,32094.0,260.0
(주)SNT에너지,100840,2022-12-01,429773.0,99796.0,253392.0,174342.0,255431.0,11338.0,38504.006,146.0,69955.0,4533.0,63662.0,11336.0
(주)SNT홀딩스,36530,2011-12-01,2124828.0,597786.0,1041841.0,813821.0,1311007.0,274834.0,371854.324,5138.0,450870.0,28072.0,392341.0,1085.0
(주)SNT홀딩스,36530,2012-12-01,2074904.0,540251.0,998858.0,756881.0,1318023.0,280541.0,318705.541,5368.0,445917.0,27653.0,394093.0,11309.0
(주)SNT홀딩스,36530,2013-12-01,2149176.0,569274.0,1070812.0,774811.0,1374365.0,311174.0,317382.506,3037.0,408082.0,28133.0,372915.0,5185.0
(주)SNT홀딩스,36530,2014-12-01,2039389.0,477795.0,994978.0,683348.0,1356041.0,283952.0,257490.442,4503.0,406830.0,30231.0,367800.0,7743.0
(주)SNT홀딩스,36530,2015-12-01,2169311.0,433770.0,1140794.0,640062.0,1529249.0,268781.0,216310.412,8200.0,443994.0,32453.0,369943.0,5057.0
(주)SNT홀딩스,36530,2016-12-01,2210178.0,487108.0,1205349.0,679286.0,1530893.0,236909.0,235495.857,-4670.0,435338.0,53020.0,378789.0,-2474.0
(주)SNT홀딩스,36530,2017-12-01,2146175.0,448822.0,1187728.0,626882.0,1519293.0,215870.0,244821.803,-11561.0,394792.0,56140.0,356965.0,22945.0
(주)SNT홀딩스,36530,2018-12-01,2113835.0,381613.0,1168023.0,610559.0,1503275.0,220257.0,225133.544,11629.0,404631.0,17535.0,350626.0,4723.0
(주)SNT홀딩스,36530,2019-12-01,2236679.0,405604.0,1266526.0,610746.0,1625933.0,229810.0,199204.201,9343.0,418116.0,22293.0,360857.0,10630.0
(주)SNT홀딩스,36530,2020-12-01,2270486.0,461443.0,1241962.0,652957.0,1617529.0,216343.0,244895.71,-216.0,414570.0,21207.0,353800.0,28647.0
(주)SNT홀딩스,36530,2021-12-01,2372324.0,412516.0,1327473.0,592194.0,1780130.0,228721.0,189119.347,803.0,382701.0,22488.0,329179.0,645.0
(주)SNT홀딩스,36530,2022-12-01,2558427.0,562177.0,1504308.0,742131.0,1816296.0,310013.0,261711.226,-11009.0,543512.0,32133.0,456843.0,20757.0
(주)STX,11810,2011-12-01,5234175.0,2041868.0,1430457.0,3318233.0,1915942.0,315306.0,357994.0,11833.0,1675119.0,65866.0,1546704.0,53419.0
(주)STX,11810,2012-12-01,5067029.0,2363189.0,1484305.0,3560390.0,1506639.0,182590.0,335789.0,-247017.0,1456426.0,58416.0,1642601.0,69584.0
(주)STX,11810,2013-12-01,1342520.0,1278680.0,793607.0,1852183.0,-509663.0,94076.0,199238.0,-309620.0,450312.0,38390.0,457553.0,197288.0
(주)STX,11810,2014-12-01,1255002.0,788697.0,893610.0,1161340.0,93662.0,207648.0,128067.0,-26648.0,450126.0,21195.0,425488.0,62120.0
(주)STX,11810,2015-12-01,1267224.0,866685.0,902119.0,1194882.0,72342.0,316312.0,168094.0,-4578.0,394659.0,5748.0,396691.0,41584.0
(주)STX,11810,2016-12-01,707709.0,974743.0,486347.0,1038305.0,-330596.0,226131.0,93777.0,-78664.0,467185.0,31596.0,449917.0,56368.0
(주)STX,11810,2017-12-01,627542.0,553981.0,475786.0,584982.0,42560.0,181620.0,116542.0,-8483.0,432606.0,10809.0,408866.0,44410.0
(주)STX,11810,2018-12-01,554061.0,463598.0,422861.0,490033.0,64028.0,129417.0,76685.0,5083.0,359577.0,9461.0,355190.0,22777.0
(주)STX,11810,2019-12-01,560107.0,439806.0,386401.0,503816.0,56291.0,118778.0,102262.0,-16368.0,357510.0,11492.0,359668.0,14131.0
(주)STX,11810,2020-12-01,617563.0,458274.0,319912.0,535834.0,81729.0,102015.0,103467.0,-19659.0,156326.0,11622.0,151419.0,50288.0
(주)STX,11810,2021-12-01,676149.0,448391.0,366237.0,553619.0,122530.0,111881.0,124360.0,-5718.0,276898.0,7876.0,256845.0,6388.0
(주)STX,11810,2022-12-01,741784.0,541861.0,465066.0,639377.0,102407.0,91873.0,98020.0,-15429.0,307539.0,10771.0,295897.0,13054.0
(주)TCC스틸,2710,2011-12-01,454330.0,165590.0,183481.0,228888.0,225442.0,79633.0,36286.014,-956.0,162198.0,12144.0,148968.0,3586.0
(주)TCC스틸,2710,2012-12-01,547014.0,191715.0,218441.0,321015.0,225999.0,100649.0,41180.366,-4977.0,167034.0,15273.0,155058.0,6808.0
(주)TCC스틸,2710,2013-12-01,543709.0,155752.0,220035.0,337970.0,205738.0,117185.0,38783.69,-5394.0,125774.0,8084.0,117531.0,4134.0
(주)TCC스틸,2710,2014-12-01,551001.0,283660.0,233224.0,361963.0,189038.0,124344.0,37920.178,-5241.0,142097.0,9599.0,128654.0,9167.0
(주)TCC스틸,2710,2015-12-01,376395.0,153615.0,240184.0,290382.0,86012.0,48966.0,38223.007,-13014.0,95166.0,2303.0,86394.0,14087.0
(주)TCC스틸,2710,2016-12-01,282915.0,94245.0,120778.0,179577.0,103338.0,51850.0,25582.561,8815.0,101727.0,6434.0,88794.0,15072.0
(주)TCC스틸,2710,2017-12-01,278693.0,160049.0,120244.0,177777.0,100916.0,52772.0,20150.484,-437.0,91443.0,6407.0,82873.0,3892.0
(주)TCC스틸,2710,2018-12-01,304782.0,93172.0,152166.0,192535.0,112246.0,69197.0,33048.342,3738.0,110490.0,5606.0,98066.0,2214.0
(주)TCC스틸,2710,2019-12-01,314210.0,165996.0,148992.0,197367.0,116843.0,72619.0,29636.313,298.0,109168.0,4740.0,104081.0,-384.0
(주)TCC스틸,2710,2020-12-01,306759.0,133758.0,136858.0,185628.0,121131.0,54240.0,18949.735,-1597.0,107106.0,5686.0,102584.0,3299.0
(주)TCC스틸,2710,2021-12-01,366997.0,138686.0,201980.0,211767.0,155229.0,74684.0,33775.524,16587.0,151934.0,6271.0,135606.0,6350.0
(주)TCC스틸,2710,2022-12-01,507482.0,251904.0,276385.0,298677.0,208805.0,117113.0,65996.328,17019.0,172297.0,13393.0,153753.0,-7043.0
(주)강원랜드,35250,2011-12-01,2711402.0,440885.0,1163791.0,454039.0,2257363.0,2246.0,1884.989,79511.0,309343.0,52081.0,165007.0,7939.0
(주)강원랜드,35250,2012-12-01,2906655.0,518388.0,1165451.0,534628.0,2372027.0,1201.0,2232.677,50329.0,310815.0,51243.0,184383.0,3612.0
(주)강원랜드,35250,2013-12-01,3102037.0,570217.0,1080402.0,584340.0,2517696.0,1493.0,2218.517,27892.0,335632.0,58730.0,235471.0,88.0
(주)강원랜드,35250,2014-12-01,3375127.0,624517.0,1371826.0,669770.0,2705357.0,1205.0,3263.417,47363.0,373617.0,60766.0,193643.0,66.0
(주)강원랜드,35250,2015-12-01,3690792.0,664600.0,1750420.0,693037.0,2997755.0,1622.0,3607.101,92970.0,405888.0,70805.0,214891.0,73.0
(주)강원랜드,35250,2016-12-01,3978988.0,718893.0,1809513.0,726260.0,3252727.0,1310.0,3084.179,63752.0,410028.0,68936.0,222261.0,101.0
(주)강원랜드,35250,2017-12-01,4185657.0,681338.0,2164296.0,684422.0,3501236.0,1300.0,3361.32,78391.0,399439.0,73040.0,230999.0,26.0
(주)강원랜드,35250,2018-12-01,4231241.0,636028.0,1759033.0,644464.0,3586777.0,1149.0,3561.607,19050.0,351868.0,60909.0,225187.0,8214.0
(주)강원랜드,35250,2019-12-01,4438119.0,651343.0,1878191.0,720360.0,3717759.0,3637.0,3857.898,52622.0,372837.0,75869.0,232895.0,1602.0
(주)강원랜드,35250,2020-12-01,3641632.0,329970.0,1498178.0,394604.0,3247029.0,2160.0,1226.093,-33331.0,131322.0,54275.0,153167.0,2643.0
(주)강원랜드,35250,2021-12-01,3827273.0,506760.0,1657034.0,574481.0,3252793.0,3404.0,2653.307,-11005.0,242137.0,35193.0,226993.0,5359.0
(주)강원랜드,35250,2022-12-01,4167753.0,687659.0,1206402.0,752375.0,3415378.0,4027.0,3283.415,9217.0,334742.0,44665.0,271703.0,-12041.0
(주)갤럭시아에스엠,11420,2011-12-01,45110.0,15666.0,24658.0,19836.0,25274.0,20.0,1441.017,-261.0,21164.0,3185.0,17492.0,259.0
(주)갤럭시아에스엠,11420,2012-12-01,43979.0,13440.0,24753.0,18072.0,25907.0,37.0,1958.766,-119.0,29949.0,3836.0,24804.0,371.0
(주)갤럭시아에스엠,11420,2013-12-01,37637.0,13504.0,19900.0,16144.0,21493.0,126.0,1576.12,-1276.0,12320.0,910.0,12041.0,3.0
(주)갤럭시아에스엠,11420,2014-12-01,45274.0,17869.0,26743.0,22069.0,23206.0,509.0,2389.683,1113.0,17562.0,1101.0,14499.0,208.0
(주)갤럭시아에스엠,11420,2015-12-01,68687.0,16873.0,44426.0,18948.0,49739.0,11.0,2901.363,54.0,13252.0,1092.0,12907.0,-16.0
(주)갤럭시아에스엠,11420,2016-12-01,58445.0,12465.0,37929.0,13598.0,44847.0,0.0,4302.476,-132.0,14790.0,1169.0,14896.0,22.0
(주)갤럭시아에스엠,11420,2017-12-01,49831.0,8745.0,28751.0,9337.0,40494.0,0.0,2973.757,-3869.0,9316.0,873.0,10518.0,189.0
(주)갤럭시아에스엠,11420,2018-12-01,33253.0,6670.0,14251.0,6781.0,26472.0,0.0,1700.468,-8031.0,5174.0,2634.0,7861.0,21.0
(주)갤럭시아에스엠,11420,2019-12-01,28242.0,6312.0,13645.0,6443.0,21799.0,0.0,1350.936,-321.0,10452.0,579.0,9779.0,-56.0
(주)갤럭시아에스엠,11420,2020-12-01,28555.0,6447.0,14290.0,7835.0,20719.0,0.0,575.1,656.0,6106.0,444.0,5128.0,24.0
(주)갤럭시아에스엠,11420,2021-12-01,40901.0,7307.0,16288.0,7850.0,33050.0,4443.0,1126.094,1714.0,8373.0,3032.0,4361.0,28.0
(주)갤럭시아에스엠,11420,2022-12-01,57863.0,24170.0,13798.0,24529.0,33334.0,6749.0,1121.655,1393.0,9745.0,1708.0,6795.0,239.0
(주)경농,2100,2011-12-01,173774.0,24872.0,94364.0,30788.0,142986.0,70194.0,16144.137,-12989.0,-4898.0,9468.0,-728.0,584.0
(주)경농,2100,2012-12-01,269413.0,102878.0,142517.0,117674.0,151739.0,102584.0,19656.95,-4970.0,1585.0,11341.0,4237.0,-1546.0
(주)경농,2100,2013-12-01,255985.0,72472.0,129527.0,92827.0,163158.0,98860.0,17503.694,-7324.0,12272.0,11330.0,7798.0,845.0
(주)경농,2100,2014-12-01,284623.0,90426.0,139647.0,115707.0,168916.0,98308.0,22336.952,-8075.0,12149.0,12451.0,8276.0,1002.0
(주)경농,2100,2015-12-01,316342.0,114384.0,161184.0,141674.0,174668.0,115444.0,23122.407,-10894.0,12244.0,14877.0,9405.0,808.0
(주)경농,2100,2016-12-01,320915.0,112348.0,156061.0,136946.0,183969.0,115876.0,28340.442,-7745.0,20336.0,15771.0,15244.0,875.0
(주)경농,2100,2017-12-01,335874.0,121067.0,163437.0,143721.0,192153.0,119704.0,29526.311,-10271.0,18322.0,16392.0,15287.0,1305.0
(주)경농,2100,2018-12-01,357261.0,128301.0,169982.0,155807.0,201454.0,120968.0,24114.639,-12143.0,19697.0,15051.0,16081.0,737.0
(주)경농,2100,2019-12-01,370874.0,122608.0,185020.0,168989.0,201885.0,133715.0,27979.14,-6122.0,23770.0,14660.0,18031.0,498.0
(주)경농,2100,2020-12-01,371526.0,134039.0,192497.0,160153.0,211372.0,137861.0,28852.476,-3986.0,28577.0,16723.0,20841.0,1037.0
(주)경농,2100,2021-12-01,388786.0,123055.0,206547.0,151976.0,236809.0,136703.0,26671.498,-5962.0,35202.0,17697.0,27566.0,687.0
(주)경농,2100,2022-12-01,448633.0,156932.0,260766.0,188149.0,260484.0,162195.0,34259.899,-1501.0,56490.0,20560.0,41717.0,-2038.0
(주)경동나비엔,9450,2011-12-01,263211.0,81665.0,129513.0,95096.0,168115.0,60788.0,41324.37,770.0,112186.0,36175.0,73652.0,841.0
(주)경동나비엔,9450,2012-12-01,299730.0,100189.0,145372.0,123854.0,175875.0,59528.0,56130.651,5332.0,155789.0,40425.0,106767.0,867.0
(주)경동나비엔,9450,2013-12-01,354780.0,149469.0,134043.0,167499.0,187281.0,71724.0,50650.491,1273.0,113753.0,33713.0,73349.0,330.0
(주)경동나비엔,9450,2014-12-01,401659.0,186325.0,159947.0,211637.0,190022.0,83525.0,54242.303,4310.0,138716.0,35242.0,96945.0,892.0
(주)경동나비엔,9450,2015-12-01,402084.0,177126.0,158255.0,196008.0,206077.0,87186.0,65252.087,5770.0,179209.0,45821.0,122931.0,756.0
(주)경동나비엔,9450,2016-12-01,429755.0,177489.0,175420.0,190993.0,238762.0,89997.0,83657.318,10798.0,203837.0,55350.0,138656.0,309.0
(주)경동나비엔,9450,2017-12-01,503697.0,219840.0,230895.0,247191.0,256506.0,110375.0,92109.771,4986.0,251749.0,69193.0,166314.0,438.0
(주)경동나비엔,9450,2018-12-01,583596.0,275122.0,287002.0,303492.0,280104.0,150050.0,77239.026,8469.0,251097.0,60419.0,175929.0,1206.0
(주)경동나비엔,9450,2019-12-01,609808.0,270254.0,274279.0,308766.0,301043.0,138114.0,92666.117,8382.0,267221.0,73460.0,173487.0,901.0
(주)경동나비엔,9450,2020-12-01,734689.0,337977.0,360419.0,386525.0,348164.0,177987.0,91415.933,11294.0,311155.0,96254.0,196840.0,1086.0
(주)경동나비엔,9450,2021-12-01,933885.0,434731.0,475582.0,483469.0,450415.0,262270.0,171609.43,4718.0,361349.0,145638.0,207975.0,971.0
(주)경동나비엔,9450,2022-12-01,1018019.0,423564.0,523038.0,500315.0,517705.0,311939.0,112060.889,-7254.0,337248.0,113972.0,197992.0,2611.0
(주)경동도시가스,267290,2017-12-01,710280.0,334894.0,376859.0,415948.0,294332.0,1111.0,295055.522,10278.0,395529.0,19832.0,362511.0,106.0
(주)경동도시가스,267290,2018-12-01,778270.0,375912.0,444233.0,457780.0,320490.0,1300.0,328641.465,9483.0,446276.0,23534.0,408925.0,103.0
(주)경동도시가스,267290,2019-12-01,749999.0,321181.0,395154.0,410387.0,339612.0,1333.0,273615.67,6404.0,373651.0,22331.0,345113.0,672.0
(주)경동도시가스,267290,2020-12-01,699658.0,260557.0,328492.0,342980.0,356678.0,1243.0,211721.666,7715.0,278474.0,23945.0,247631.0,158.0
(주)경동도시가스,267290,2021-12-01,904492.0,451737.0,530447.0,529075.0,375416.0,1410.0,402501.523,4285.0,518084.0,24202.0,488723.0,70.0
(주)경동도시가스,267290,2022-12-01,1067615.0,598220.0,690019.0,672626.0,394989.0,1716.0,550108.013,-3977.0,710328.0,25836.0,691735.0,123.0
(주)경동인베스트,12320,2011-12-01,1001491.0,488755.0,610412.0,593628.0,407863.0,6238.0,422528.843,-9088.0,595298.0,25793.0,566916.0,2592.0
(주)경동인베스트,12320,2012-12-01,1209925.0,649801.0,814034.0,763415.0,446509.0,20580.0,590272.557,-5.0,882574.0,29434.0,839477.0,2003.0
(주)경동인베스트,12320,2013-12-01,1205008.0,596199.0,778164.0,706268.0,498741.0,13656.0,534969.558,11392.0,750111.0,26555.0,713743.0,-22.0
(주)경동인베스트,12320,2014-12-01,1320789.0,550251.0,766553.0,713338.0,607451.0,18387.0,420962.238,31249.0,648160.0,24809.0,602264.0,389.0
(주)경동인베스트,12320,2015-12-01,1167820.0,392919.0,571798.0,591340.0,576479.0,8347.0,252287.992,-31323.0,393542.0,30735.0,386599.0,813.0
(주)경동인베스트,12320,2016-12-01,1126123.0,337654.0,508995.0,538198.0,587925.0,10949.0,229971.708,-1133.0,357897.0,22139.0,325595.0,1197.0
(주)경동인베스트,12320,2017-12-01,599276.0,77527.0,238340.0,198873.0,400403.0,14233.0,2330.818,13813.0,103403.0,5148.0,56505.0,1067.0
(주)경동인베스트,12320,2018-12-01,592003.0,78414.0,188460.0,194135.0,397867.0,30703.0,6953.228,-3220.0,84260.0,5783.0,69574.0,742.0
(주)경동인베스트,12320,2019-12-01,605467.0,84662.0,236476.0,190934.0,414534.0,30815.0,6446.931,-1982.0,89399.0,8384.0,76266.0,517.0
