회사명,거래소코드,회계년도,자산(*)(요약)(IFRS연결)(백만원),유동부채(*)(요약)(IFRS연결)(백만원),유동자산(*)(요약)(IFRS연결)(백만원),부채(*)(요약)(IFRS연결)(백만원),자본(*)(요약)(IFRS연결)(백만원),재고자산(요약)(IFRS연결)(백만원),당기순이익(총포괄손익)(요약)(IFRS연결)(백만원),매출액(수익)(요약)(IFRS연결)(백만원),판매비와 관리비(물류원가 등 포함)(요약)(IFRS연결)(백만원),매출원가(요약)(IFRS연결)(백만원),매입채무(IFRS연결)(천원),금융원가(요약)(IFRS연결)(백만원)
(주)CMG제약,058820,2011/09,,,,,,,,,,,,
(주)CMG제약,058820,2012/09,,,,,,,,,,,,
(주)CMG제약,058820,2013/09,56998,6429,40743,7997,49000,4849,542,15186,5259,8892,4738783,1262
(주)CMG제약,058820,2014/09,57647,6791,28706,8398,49248,4802,266,16989,6143,10585,4274791,183
(주)CMG제약,058820,2015/09,58261,7537,27052,8227,50034,5034,-719,19625,8271,12277,4100329,80
(주)CMG제약,058820,2016/09,57949,8097,26493,9174,48775,6692,1097,24113,8621,14457,4972929,0
(주)CMG제약,058820,2017/09,115589,9988,79685,11753,103836,7220,2536,30803,11123,17579,6756590,8
(주)CMG제약,058820,2018/09,112369,10597,83056,12399,99970,9054,2009,36431,14866,19778,6186464,14
(주)CMG제약,058820,2019/09,193088,9860,153837,13237,179851,9990,2705,42599,19176,21811,5197225,27
(주)CMG제약,058820,2020/09,,,,,,,,,,,,
(주)CMG제약,058820,2021/09,,,,,,,,,,,,
(주)CMG제약,058820,2022/09,,,,,,,,,,,,
(주)ES큐브,050120,2011/09,,,,,,,,,,,,
(주)ES큐브,050120,2012/09,,,,,,,,,,,,
(주)ES큐브,050120,2013/09,62873,2799,42360,4068,58805,1063,315,51904,11546,38342,385641,1739
(주)ES큐브,050120,2014/09,47329,2554,39787,3438,43891,1586,2490,39865,7229,31840,785518,908
(주)ES큐브,050120,2015/09,63300,5269,46575,6118,57181,1747,3028,34533,8204,27051,996869,1562
(주)ES큐브,050120,2016/09,103940,1384,52572,32794,71147,3193,21057,29868,5883,21877,402260,1608
(주)ES큐브,050120,2017/09,106368,3329,50801,32995,73373,4419,2207,31613,5611,23165,1044514,1654
(주)ES큐브,050120,2018/09,116328,38151,53265,43144,73184,6915,-385,29304,6529,22748,681891,2125
(주)ES큐브,050120,2019/09,335576,72573,227113,259260,76316,4281,-2012,32031,7376,25525,604038,3189
(주)ES큐브,050120,2020/09,572587,367218,433941,492264,80324,4859,-14214,60835,9723,47703,2400992,21919
(주)ES큐브,050120,2021/09,958546,670837,275943,877282,81265,11034,10782,92182,10517,70023,2917414,1665
(주)ES큐브,050120,2022/09,122227,8383,41263,11355,110872,15202,13433,66691,7042,48783,5067252,1129
(주)가비아,079940,2011/09,62857,13400,27395,15819,47038,0,3745,38131,10838,20925,715563,395
(주)가비아,079940,2012/09,80712,11894,24957,26399,54313,755,2896,51269,15194,30282,1091188,395
(주)가비아,079940,2013/09,90156,16008,33865,23506,66650,224,4948,52637,18387,29239,1596502,642
(주)가비아,079940,2014/09,96667,14826,39701,22151,74516,0,2921,59628,19742,33034,2123795,389
(주)가비아,079940,2015/09,103662,12716,48559,20494,83168,0,4790,68175,22413,37345,2156489,206
(주)가비아,079940,2016/09,117448,15751,52556,24035,93413,2266,3968,73264,24396,39549,3248886,101
(주)가비아,079940,2017/09,130340,24280,62292,28415,101925,2234,3058,83575,31981,43810,4441052,227
(주)가비아,079940,2018/09,144539,29552,77209,36107,108432,2942,4578,91684,32178,48067,7462570,224
(주)가비아,079940,2019/09,193824,43318,82585,66892,126932,3902,6183,102709,35093,53177,3917861,866
(주)가비아,079940,2020/09,244792,53236,123892,80266,164526,4192,7428,120883,40583,61717,8034628,1638
(주)가비아,079940,2021/09,275831,49208,139957,84520,191310,5896,8654,142203,46625,74341,6153439,540
(주)가비아,079940,2022/09,326778,59634,169641,94017,232761,9514,15857,171228,54579,89228,8869026,1091
(주)가온칩스,399720,2022/09,73878,19217,60340,21500,52378,0,2431,32075,6048,23844,2149652,1053
(주)강스템바이오텍,217730,2015/09,,,,,,,,,,,,
(주)강스템바이오텍,217730,2016/09,,,,,,,,,,,,
(주)강스템바이오텍,217730,2017/09,47742,5447,26801,33904,13838,1142,-10818,7459,13906,2135,721311,2551
(주)강스템바이오텍,217730,2018/09,89978,8511,54272,23954,66024,1368,4040,6738,8959,6095,1603015,713
(주)강스템바이오텍,217730,2019/09,121394,20508,61384,41727,79666,1419,-14492,3569,15866,3962,755480,951
(주)강스템바이오텍,217730,2020/09,87225,11305,39100,32365,54860,356,-13609,6173,15040,5556,373969,949
(주)강스템바이오텍,217730,2021/09,70867,20938,32241,35959,34908,577,-13978,7747,16327,6748,162149,972
(주)강스템바이오텍,217730,2022/09,85720,20154,49957,34179,51541,683,-15338,10765,19044,7751,290853,656
(주)강원에너지,114190,2011/08,,,,,,,,,,,,
(주)강원에너지,114190,2012/09,,,,,,,,,,,,
(주)강원에너지,114190,2013/09,,,,,,,,,,,,
(주)강원에너지,114190,2014/09,,,,,,,,,,,,
(주)강원에너지,114190,2015/09,73077,16481,53286,16503,56574,1330,-138,36013,6208,29651,8231879,1492
(주)강원에너지,114190,2016/09,73555,10416,49726,20422,53133,1462,-3234,29662,6059,25737,3588147,723
(주)강원에너지,114190,2017/09,96625,30675,72228,40714,55911,825,1232,58940,5178,52649,16924118,427
(주)강원에너지,114190,2018/09,106292,55142,78399,59510,46781,544,-2529,65640,4001,62503,16620019,6208
(주)강원에너지,114190,2019/09,73024,29625,49333,34824,38200,650,-11878,31590,5991,33716,5185234,3125
(주)강원에너지,114190,2020/09,43304,15196,26084,19073,24231,692,-6134,28400,5801,27062,3076015,1796
(주)강원에너지,114190,2021/09,,,,,,,,,,,,
(주)강원에너지,114190,2022/09,62940,24163,36400,36868,26072,2663,-2692,53199,3085,47968,8144452,7842
(주)고려시멘트,198440,2014/09,,,,,,,,,,,,
(주)고려시멘트,198440,2015/09,,,,,,,,,,,,
(주)고려시멘트,198440,2016/09,,,,,,,,,,,,
(주)고려시멘트,198440,2017/09,,,,,,,,,,,,
(주)고려시멘트,198440,2018/09,,,,,,,,,,,,
(주)고려시멘트,198440,2019/09,,,,,,,,,,,,
(주)고려시멘트,198440,2020/09,,,,,,,,,,,,
(주)고려시멘트,198440,2021/09,,,,,,,,,,,,
(주)고려시멘트,198440,2022/09,,,,,,,,,,,,
(주)고바이오랩,348150,2021/09,51972,2955,45403,3184,48788,181,-11602,1938,13071,869,143408,8
(주)고바이오랩,348150,2022/09,125481,9714,106221,27524,97956,656,-14160,4854,18074,1797,0,3228
(주)고영테크놀러지,098460,2011/09,,,,,,,,,,,,
(주)고영테크놀러지,098460,2012/09,,,,,,,,,,,,
(주)고영테크놀러지,098460,2013/09,118749,17546,93436,23809,94940,20357,10599,83389,32953,38023,10228938,348
(주)고영테크놀러지,098460,2014/09,138895,24291,105963,30784,108111,23071,14955,104093,38087,45779,12535111,681
(주)고영테크놀러지,098460,2015/09,154344,22641,118266,28588,125755,21282,17756,105812,45111,42750,9656911,635
(주)고영테크놀러지,098460,2016/09,174246,20206,133446,31016,143230,19287,17247,125670,54324,46787,10719400,1153
(주)고영테크놀러지,098460,2017/09,203862,31610,159697,43212,160650,24050,23709,147878,63139,52789,16566295,1335
(주)고영테크놀러지,098460,2018/09,278779,41656,227162,56096,222684,32536,33233,178379,74996,67403,17107240,545
(주)고영테크놀러지,098460,2019/09,297221,35422,234102,53420,243801,34871,30077,171590,79412,63722,15340837,130
(주)고영테크놀러지,098460,2020/09,295927,23664,217758,46489,249437,35099,12537,130662,72565,46676,6367709,206
(주)고영테크놀러지,098460,2021/09,359235,44848,261628,85249,273986,42814,33522,187914,87439,69138,14728637,141
(주)고영테크놀러지,098460,2022/09,401730,49538,301418,87820,313910,49933,46414,205701,98189,74547,16691570,455
(주)골드앤에스,035290,2011/09,,,,,,,,,,,,
(주)골드앤에스,035290,2012/09,,,,,,,,,,,,
(주)골드앤에스,035290,2013/09,60368,25296,19778,34980,25388,3315,-3117,31375,12050,21588,620804,1036
(주)골드앤에스,035290,2014/09,49370,31394,16071,38029,11341,3449,-3510,24994,9583,17375,1763813,1455
(주)골드앤에스,035290,2015/09,25849,4442,14427,7657,18191,2758,-5329,15570,4440,10983,1009011,457
(주)골드앤에스,035290,2016/09,19940,5489,9427,6228,13712,2147,632,12351,4615,7504,189491,130
(주)골드앤에스,035290,2017/09,21988,4301,13350,4962,17026,1602,-949,10244,4906,6165,391155,116
(주)골드앤에스,035290,2018/09,30212,17360,19923,17906,12306,1075,-3117,6702,7053,3440,236357,653
(주)골드앤에스,035290,2019/09,30444,18164,7582,19216,11228,1775,-10676,6184,6879,3761,132506,3157
(주)골드앤에스,035290,2020/09,19111,22069,3957,22271,-3160,875,-4275,3229,3721,1290,75514,2362
(주)골드앤에스,035290,2021/09,25492,3655,12577,10389,15103,396,556,8808,2600,5604,0,275
(주)골드앤에스,035290,2022/09,23570,3081,11744,10570,13000,424,-2587,12641,1891,11494,166698,330
(주)골프존,215000,2015/09,170467,54645,69233,72948,97519,4064,25002,140136,50392,57298,7689074,520
(주)골프존,215000,2016/09,184202,58388,89838,69817,114385,9823,30352,164164,61782,64232,6918138,576
(주)골프존,215000,2017/09,246831,57463,154450,65618,181213,11903,71067,155757,68613,56778,5058862,539
(주)골프존,215000,2018/09,258985,56452,159602,66346,192639,12871,18351,143321,66719,52654,5649500,627
(주)골프존,215000,2019/09,306495,60213,112843,100434,206061,10118,21747,186876,84311,70073,6634313,752
(주)골프존,215000,2020/09,351425,70945,109663,129880,221545,10830,32598,224564,96430,83094,4036002,1092
(주)골프존,215000,2021/09,452691,105141,204784,164997,287694,18774,73503,328234,116977,115620,7455361,1666
(주)골프존,215000,2022/09,585682,145741,301287,212487,373195,39503,111788,476171,144831,190103,18413235,2221
(주)골프존뉴딘홀딩스,121440,2011/09,,,,,,,,,,,,
(주)골프존뉴딘홀딩스,121440,2012/09,,,,,,,,,,,,
(주)골프존뉴딘홀딩스,121440,2013/09,601043,130021,288666,132653,468390,30142,45271,271829,66311,141011,10765686,7560
(주)골프존뉴딘홀딩스,121440,2014/09,743503,221991,205873,258283,485221,34994,78413,335821,73387,169677,11920192,7210
(주)골프존뉴딘홀딩스,121440,2015/09,771535,103951,104066,216631,554904,26275,876286,121355,47902,83543,6183990,6326
(주)골프존뉴딘홀딩스,121440,2016/09,774651,135169,84979,222923,551728,32320,26607,184364,56084,96204,9156031,5619
(주)골프존뉴딘홀딩스,121440,2017/09,774686,123560,106120,242935,531751,41164,9572,182753,68789,96588,11701190,7138
(주)골프존뉴딘홀딩스,121440,2018/09,813514,191471,106098,279169,534345,55506,36709,174386,67833,93532,13314171,5764
(주)골프존뉴딘홀딩스,121440,2019/09,803671,102522,101538,334361,469310,50465,-11550,175460,68350,107804,15396127,8257
(주)골프존뉴딘홀딩스,121440,2020/09,795076,71709,152491,336111,458966,51367,16904,221691,63642,128320,19938058,7741
(주)골프존뉴딘홀딩스,121440,2021/09,853590,201246,133827,339431,514159,60907,48215,318214,71008,183076,24281688,7067
(주)골프존뉴딘홀딩스,121440,2022/09,1030225,164649,166371,360819,669406,90550,69613,388214,83032,224137,27229532,5952
(주)공구우먼,366030,2021/09,,,,,,,,,,,,
(주)공구우먼,366030,2022/09,,,,,,,,,,,,
(주)광림,014200,2011/09,,,,,,,,,,,,
(주)광림,014200,2012/09,,,,,,,,,,,,
(주)광림,014200,2013/09,,,,,,,,,,,,
(주)광림,014200,2014/09,238521,85573,148632,118508,120014,92025,-393,161213,39860,120054,21015927,3637
(주)광림,014200,2015/09,248264,98367,149756,110534,137730,84298,-1992,166483,42842,124893,16001768,3974
(주)광림,014200,2016/09,,,,,,,,,,,,
(주)광림,014200,2017/09,236327,89540,99009,117571,118756,29767,-6546,101710,11612,95830,36351058,2583
(주)광림,014200,2018/09,220457,112822,98786,121521,98937,27045,-5493,89196,7720,82209,21829249,3435
(주)광림,014200,2019/09,223656,131798,106086,145419,78237,36906,-4333,99442,17026,93270,20205516,4522
(주)광림,014200,2020/09,245353,154968,101190,165313,80040,28533,-10657,115185,12463,99079,20162671,17576
(주)광림,014200,2021/09,271702,150529,144005,157566,114136,39841,-32597,121882,12387,103166,21195703,51982
(주)광림,014200,2022/09,290274,104783,140438,120363,169911,40253,-21279,155983,13627,127576,20685117,21204
(주)광무,029480,2011/09,,,,,,,,,,,,
(주)광무,029480,2012/09,,,,,,,,,,,,
(주)광무,029480,2013/09,47013,16939,19174,21913,25100,5432,-10155,15408,9351,11994,1924336,5084
(주)광무,029480,2014/09,,,,,,,,,,,,
(주)광무,029480,2015/09,,,,,,,,,,,,
(주)광무,029480,2016/09,,,,,,,,,,,,
(주)광무,029480,2017/09,,,,,,,,,,,,
(주)광무,029480,2018/09,29345,12392,15495,15909,13436,804,-1835,12931,3788,10331,1617080,901
(주)광무,029480,2019/09,33484,14443,20263,18415,15070,573,-5506,22177,12959,12412,2212474,2347
(주)광무,029480,2020/09,46964,27219,23374,31865,15099,362,-9408,34314,17879,16589,724026,10553
(주)광무,029480,2021/09,43158,9122,17348,10713,32446,399,1455,11656,3225,9782,1118026,4604
(주)광무,029480,2022/09,131150,57611,111187,59107,72043,1427,-2990,31955,3407,28375,2314532,6466
(주)구영테크,053270,2011/09,,,,,,,,,,,,
(주)구영테크,053270,2012/09,,,,,,,,,,,,
(주)구영테크,053270,2013/09,158901,109363,61309,120187,38714,19098,1454,131989,11378,114934,18957194,4351
(주)구영테크,053270,2014/09,160394,90839,62806,109617,50777,23320,1076,128297,12904,111537,20156083,3242
(주)구영테크,053270,2015/09,167115,78085,68274,111155,55960,22677,3017,131197,14919,112015,16939535,2588
(주)구영테크,053270,2016/09,167502,71613,62664,113106,54397,19847,1293,112963,13326,95246,15885989,2532
(주)구영테크,053270,2017/09,178041,75666,63343,120484,57557,18388,1891,108508,13510,89662,15261814,1817
(주)구영테크,053270,2018/09,206715,77356,67322,140552,66163,29898,4191,140071,12612,123853,18575616,2646
(주)구영테크,053270,2019/09,219274,88054,72049,144717,74557,32475,3978,173668,12656,155975,24175331,3300
(주)구영테크,053270,2020/09,220846,102703,77032,151643,69202,31605,-2094,137429,11117,127795,27420347,2530
(주)구영테크,053270,2021/09,215156,101692,63148,140213,74942,29333,2565,150518,13316,135126,28179969,2047
(주)구영테크,053270,2022/09,256309,123363,98519,169104,87204,36266,2534,200465,15752,178960,41235156,7982
(주)국보디자인,066620,2011/09,,,,,,,,,,,,
(주)국보디자인,066620,2012/09,,,,,,,,,,,,
(주)국보디자인,066620,2013/09,110315,44879,84880,47293,63023,0,7129,119204,10456,101570,11596702,43
(주)국보디자인,066620,2014/09,129014,55291,103928,58965,70049,0,7928,129722,9167,110660,14920179,189
(주)국보디자인,066620,2015/09,137873,54879,105748,58682,79191,0,6219,139883,10678,123030,9883411,49
(주)국보디자인,066620,2016/09,144692,57552,114687,61930,82763,0,7112,131997,9845,112890,13563610,12
(주)국보디자인,066620,2017/09,167976,66973,138341,71431,96545,0,10056,205315,13582,174430,17037508,49
(주)국보디자인,066620,2018/09,178754,66146,146849,70153,108601,0,10457,196158,15909,167239,17472502,38
(주)국보디자인,066620,2019/09,207110,84428,171554,88955,118154,0,10574,180426,14839,155124,22448316,16
(주)국보디자인,066620,2020/09,232685,83538,123433,88040,144645,0,12841,203109,14320,173108,17180027,10
(주)국보디자인,066620,2021/09,293140,94475,110205,103629,189510,0,13728,231870,16291,197169,22696397,5
(주)국보디자인,066620,2022/09,324001,100466,129556,109482,214519,0,15824,267489,16206,231072,25150244,36
(주)국순당,043650,2011/09,,,,,,,,,,,,
(주)국순당,043650,2012/09,,,,,,,,,,,,
(주)국순당,043650,2013/09,219571,13507,91675,23976,195595,13812,5384,77741,32811,43607,1289206,242
(주)국순당,043650,2014/09,217061,15759,100704,22325,194737,14382,1014,71572,26941,42898,2152547,1968
(주)국순당,043650,2015/09,222795,14040,101308,21724,201071,13464,-206,62284,27026,40210,1857764,1561
(주)국순당,043650,2016/09,217150,11541,88019,20445,196705,14580,-850,53905,25728,31790,1383148,279
(주)국순당,043650,2017/09,237513,11379,94367,22284,215229,13970,14646,50234,20528,31081,0,978
(주)국순당,043650,2018/09,242952,12768,80378,22388,220564,13434,1641,45947,18582,28957,1452011,363
(주)국순당,043650,2019/09,225272,6971,72564,18911,206361,13086,-2285,41498,19701,26286,0,4272
(주)국순당,043650,2020/09,223724,9878,69549,16329,207395,10111,8378,39432,13496,22307,0,537
(주)국순당,043650,2021/09,255684,11775,86819,21839,233844,13821,13613,47878,16014,24763,1857577,2004
(주)국순당,043650,2022/09,263558,11778,98850,21534,242023,16161,2454,57064,19509,29174,2142263,11197
(주)국영지앤엠,006050,2011/09,,,,,,,,,,,,
(주)국영지앤엠,006050,2012/09,,,,,,,,,,,,
(주)국영지앤엠,006050,2013/09,,,,,,,,,,,,
(주)국영지앤엠,006050,2014/09,,,,,,,,,,,,
(주)국영지앤엠,006050,2015/09,,,,,,,,,,,,
(주)국영지앤엠,006050,2016/09,,,,,,,,,,,,
(주)국영지앤엠,006050,2017/09,,,,,,,,,,,,
(주)국영지앤엠,006050,2018/09,,,,,,,,,,,,
(주)국영지앤엠,006050,2019/09,,,,,,,,,,,,
(주)국영지앤엠,006050,2020/09,,,,,,,,,,,,
(주)국영지앤엠,006050,2021/09,,,,,,,,,,,,
(주)국영지앤엠,006050,2022/09,,,,,,,,,,,,
(주)국전약품,307750,2019/09,,,,,,,,,,,,
(주)국전약품,307750,2020/09,,,,,,,,,,,,
(주)국전약품,307750,2021/09,,,,,,,,,,,,
(주)국전약품,307750,2022/09,211287,91727,160638,126885,84402,23260,1146,78911,11378,64513,11724139,3476
(주)그래디언트,035080,2011/09,,,,,,,,,,,,
(주)그래디언트,035080,2012/09,749697,306879,246593,409044,340652,45869,18108,331796,112994,216290,12326796,8085
(주)그래디언트,035080,2013/09,1532711,647529,908099,787162,745549,66303,3675,2119088,190404,1889724,385663007,4905
(주)그래디언트,035080,2014/09,1841095,779536,1052825,928008,913087,89865,10565,2346976,197001,2114909,555978119,2715
(주)그래디언트,035080,2015/09,2038077,977622,1263483,1117073,921004,131425,12022,2558232,233337,2272735,715677565,2401
(주)그래디언트,035080,2016/09,1969925,969201,1225326,1069232,900693,124166,8540,2633273,267647,2339124,677300589,2727
(주)그래디언트,035080,2017/09,1821690,913045,1169322,997841,823849,144260,2513,2686846,269795,2391781,601824565,2020
(주)그래디언트,035080,2018/09,1742571,936726,1184771,1019702,722870,163268,-3379,2564966,254094,2298659,555413692,2073
(주)그래디언트,035080,2019/09,1756535,930671,1159455,1064178,692358,106258,3304,2532435,248995,2249219,527720359,6075
(주)그래디언트,035080,2020/09,1618830,886817,1063082,1011152,607678,96001,-30080,2327259,212350,2126858,592505265,7294
(주)그래디언트,035080,2021/09,1574370,867906,980247,985421,588949,98327,-23487,2511234,202550,2324427,554821853,3823
(주)그래디언트,035080,2022/09,1749805,708133,1103887,839872,909933,84699,343399,2624833,104171,2511279,631678492,3566
(주)그리티,204020,2018/09,91972,15829,84639,15829,76143,40315,6648,93462,47285,36616,5264315,1369
(주)그리티,204020,2019/09,94111,19013,84737,19915,74196,39215,1689,96501,49816,44326,5142882,1654
(주)그리티,204020,2020/09,89812,13145,79184,16671,73140,40239,2056,100412,50062,47122,4479805,1485
(주)그리티,204020,2021/09,93419,16342,70302,21346,72073,40379,-2197,85683,47466,40746,3517867,808
(주)그리티,204020,2022/09,93153,20200,75817,23456,69697,46253,3804,114864,63389,47323,5994288,1774
(주)그린플러스,186230,2019/09,73905,21951,39586,38640,35265,6423,1144,32964,3192,27047,3092612,1301
(주)그린플러스,186230,2020/09,87056,25277,49973,48521,38535,6643,1773,44163,3720,36112,2694036,858
(주)그린플러스,186230,2021/09,89444,20147,49351,40684,48760,9178,-2899,60110,4008,51626,3296773,5269
(주)그린플러스,186230,2022/09,107676,31715,55350,46796,60881,10392,468,61263,4366,52672,2949283,1263
(주)글로벌스탠다드테크놀로지,083450,2011/09,,,,,,,,,,,,
(주)글로벌스탠다드테크놀로지,083450,2012/09,,,,,,,,,,,,
(주)글로벌스탠다드테크놀로지,083450,2013/09,62971,18244,37765,22221,40750,20392,4029,55495,14590,35395,6344754,240
(주)글로벌스탠다드테크놀로지,083450,2014/09,68154,14161,42823,17794,50359,16648,6587,65540,13964,43624,3659758,104
(주)글로벌스탠다드테크놀로지,083450,2015/09,73562,12434,42463,15727,57836,12477,6339,68991,18429,43085,3907497,274
(주)글로벌스탠다드테크놀로지,083450,2016/09,79105,18764,42845,22198,56907,20350,-234,53272,17970,34337,8133948,775
(주)글로벌스탠다드테크놀로지,083450,2017/09,106142,24758,63034,29173,76969,19569,14797,130119,26758,84178,6816842,1124
(주)글로벌스탠다드테크놀로지,083450,2018/09,100965,14136,51150,17344,83621,18661,7608,98544,25307,65485,3373700,295
(주)글로벌스탠다드테크놀로지,083450,2019/09,132103,28846,84119,34371,97732,25175,12764,115903,33136,68164,9040029,591
(주)글로벌스탠다드테크놀로지,083450,2020/09,140026,23074,90382,27491,112535,22880,13882,128118,31983,80936,5027686,895
(주)글로벌스탠다드테크놀로지,083450,2021/09,197409,47274,133599,54002,143406,35164,30037,217998,46962,135299,14396469,1375
(주)글로벌스탠다드테크놀로지,083450,2022/09,256153,53344,183020,63890,192264,54261,38764,229601,45256,140726,17215136,5706
(주)금화피에스시,036190,2011/09,,,,,,,,,,,,
(주)금화피에스시,036190,2012/09,,,,,,,,,,,,
(주)금화피에스시,036190,2013/09,132354,17633,80922,22933,109421,624,13448,108873,5188,88760,0,146
(주)금화피에스시,036190,2014/09,150467,17962,86815,23204,127263,277,13354,128251,6518,106193,0,56
(주)금화피에스시,036190,2015/09,168534,24561,104248,28138,140396,433,12971,157937,8408,136131,0,41
(주)금화피에스시,036190,2016/09,196918,32560,124301,40483,156434,454,13249,164347,7175,141989,0,863
(주)금화피에스시,036190,2017/09,232770,46653,154266,53215,179556,948,15920,163997,6321,134421,0,640
(주)금화피에스시,036190,2018/09,251551,36242,166865,43360,208191,1386,30723,173635,6978,135980,3094547,258
(주)금화피에스시,036190,2019/09,267619,28754,163664,35672,231947,1718,19076,148028,6843,120631,2464357,186
(주)금화피에스시,036190,2020/09,293143,32973,180617,41936,251206,1700,22881,180451,7588,147637,3761435,972
(주)금화피에스시,036190,2021/09,309407,24922,172574,34393,275014,1144,24430,185365,8475,148759,2888425,98
(주)금화피에스시,036190,2022/09,331039,31726,178968,40184,290855,212,22227,184689,9223,151373,2482093,337
(주)기가레인,049080,2014/09,139635,39450,57546,62013,77621,13311,9384,78437,7028,61730,8396608,949
(주)기가레인,049080,2015/09,146274,49878,48063,81168,65106,7898,-9634,51143,6530,57045,5712077,946
(주)기가레인,049080,2016/09,159978,53562,46046,95806,64172,6786,-2809,56900,7385,54206,1467949,1495
(주)기가레인,049080,2017/09,177762,73304,62890,91396,86367,13407,-3345,71639,8404,59078,11494182,2058
(주)기가레인,049080,2018/09,199984,95664,99674,108359,91625,38984,2125,90035,12494,74752,17998177,2587
(주)기가레인,049080,2019/09,155330,69228,84123,98078,57252,32656,-16215,56017,12265,57473,9645318,2892
(주)기가레인,049080,2020/09,102251,43142,48976,78630,23622,12497,-11485,42308,9416,40755,7868220,2889
(주)기가레인,049080,2021/09,101028,21690,57418,36802,64226,11404,5685,57316,7947,43398,4598747,1646
(주)기가레인,049080,2022/09,101332,31120,57467,39612,61720,17225,-1205,39737,8755,36421,4819446,995
(주)기산텔레콤,035460,2011/09,,,,,,,,,,,,
(주)기산텔레콤,035460,2012/09,,,,,,,,,,,,
(주)기산텔레콤,035460,2013/09,67053,34189,50522,39007,28046,24379,-3135,31398,8477,26231,10872990,827
(주)기산텔레콤,035460,2014/09,64084,23539,50072,31068,33016,21345,-3228,46691,10207,38855,6269604,597
(주)기산텔레콤,035460,2015/09,74656,29362,62432,35208,39448,24800,722,51621,9406,41966,9818154,446
(주)기산텔레콤,035460,2016/09,76946,25878,65733,34013,42934,24035,73,36891,7864,28424,7322177,376
(주)기산텔레콤,035460,2017/09,69193,24783,57957,32301,36892,25484,-2454,40964,7562,35572,8022719,318
(주)기산텔레콤,035460,2018/09,62879,21151,52180,28852,34027,24892,-1190,38996,6866,33869,7072551,366
(주)기산텔레콤,035460,2019/09,72226,34699,55346,39926,32300,32962,560,35729,7354,28227,10733277,438
(주)기산텔레콤,035460,2020/09,76929,29928,61415,42416,34513,30877,-334,39136,7570,32059,8605731,473
(주)기산텔레콤,035460,2021/09,73085,25721,57172,39728,33357,25957,-1879,38234,7650,32546,6596391,443
(주)기산텔레콤,035460,2022/09,77696,31260,62196,41048,36648,30841,1245,37307,6936,29775,8834445,544
(주)까스텔바작,308100,2019/09,96289,18566,79668,20458,75832,40947,6024,60050,29884,22385,8609149,75
(주)까스텔바작,308100,2020/09,109605,16217,82020,28326,81279,38177,4609,46977,23644,17664,6504659,114
(주)까스텔바작,308100,2021/09,129125,15110,82705,50846,78279,36595,-543,46530,26299,19054,5732900,2180
(주)까스텔바작,308100,2022/09,126621,46695,63020,63492,63129,26515,-7031,52894,30233,29620,6580848,1877
(주)꿈비,407400,2022/09,15797,4588,8911,7843,7953,3675,1273,20685,5750,13438,1095215,171
(주)나노,187790,2014/09,,,,,,,,,,,,
(주)나노,187790,2015/09,109643,40063,58954,60952,48690,21436,-5423,17070,4970,15218,0,2112
(주)나노,187790,2016/09,94082,38866,42700,59726,34355,19506,-9210,37292,8033,36202,7540693,4184
(주)나노,187790,2017/09,90446,33927,39858,45361,45085,17074,-851,61073,6205,54733,8854891,1540
(주)나노,187790,2018/09,110792,41749,55765,48771,62020,22834,674,60600,6240,52120,9281291,1520
(주)나노,187790,2019/09,113000,41911,48929,50936,62065,24974,-483,56037,6126,50272,7325589,1496
(주)나노,187790,2020/09,117528,47871,49266,62702,54826,24192,-5987,41577,6125,42943,8256046,1615
(주)나노,187790,2021/09,78766,37875,43330,39330,39436,14953,-10052,33264,5500,27289,6321115,1268
(주)나노,187790,2022/09,83063,46635,48326,47683,35380,14738,-895,53920,6881,48474,15314547,1558
(주)나노브릭,286750,2019/09,24269,4671,11177,9944,14325,2005,-588,3846,2536,2691,47442,392
(주)나노브릭,286750,2020/09,,,,,,,,,,,,
(주)나노브릭,286750,2021/09,,,,,,,,,,,,
(주)나노브릭,286750,2022/09,30456,18845,18458,20192,10265,2403,-2182,5827,4005,3991,777614,3191
(주)나노신소재,121600,2011/09,,,,,,,,,,,,
(주)나노신소재,121600,2012/09,,,,,,,,,,,,
(주)나노신소재,121600,2013/09,69126,8566,43863,11672,57453,27282,860,20663,7021,12667,225517,636
(주)나노신소재,121600,2014/09,70216,6112,46806,10518,59698,30984,1840,19270,6357,10761,561880,307
(주)나노신소재,121600,2015/09,79082,8864,56307,11580,67502,29298,6962,32453,7883,17673,374078,432
(주)나노신소재,121600,2016/09,83496,5278,61583,8176,75320,29806,2998,27722,8460,15064,1054381,770
(주)나노신소재,121600,2017/09,87067,4125,64324,6648,80419,30370,5297,31251,9241,16365,233595,591
(주)나노신소재,121600,2018/09,96446,6348,68471,8790,87656,36947,6218,37589,9695,21265,506327,303
(주)나노신소재,121600,2019/09,103267,7445,76798,10509,92758,38913,4737,37175,10732,22590,486913,140
(주)나노신소재,121600,2020/09,105874,8611,69943,14323,91551,32522,1057,34118,10457,22403,516338,882
(주)나노신소재,121600,2021/09,119725,14340,82470,21216,98509,30095,6234,45567,11689,29754,771893,371
(주)나노신소재,121600,2022/09,217102,13553,172183,16238,200864,35432,20515,61201,13225,34898,675501,1326
(주)나노엔텍,039860,2011/09,,,,,,,,,,,,
