회사명,거래소코드,회계년도,자산(*)(요약)(IFRS연결)(백만원),유동부채(*)(요약)(IFRS연결)(백만원),유동자산(*)(요약)(IFRS연결)(백만원),부채(*)(요약)(IFRS연결)(백만원),자본(*)(요약)(IFRS연결)(백만원),재고자산(요약)(IFRS연결)(백만원),당기순이익(총포괄손익)(요약)(IFRS연결)(백만원),매출액(수익)(요약)(IFRS연결)(백만원),판매비와 관리비(물류원가 등 포함)(요약)(IFRS연결)(백만원),매출원가(요약)(IFRS연결)(백만원),매입채무(IFRS연결)(천원),금융비용(IFRS연결)(천원),금융원가(요약)(IFRS연결)(백만원)
(주)CMG제약,058820,2011/03,,,,,,,,,,,,,
(주)CMG제약,058820,2012/03,,,,,,,,,,,,,
(주)CMG제약,058820,2013/03,57224,7711,47238,25608,31616,3516,137,5069,1585,3265,5794837,0,363
(주)CMG제약,058820,2014/03,57245,6299,37850,7828,49418,4387,401,5736,1949,3447,4068445,0,30
(주)CMG제약,058820,2015/03,58298,8591,27854,9044,49254,5547,188,6029,2152,3737,4837948,0,32
(주)CMG제약,058820,2016/03,57347,9412,26607,10280,47067,6536,204,7542,2988,4390,6983251,0,0
(주)CMG제약,058820,2017/03,111534,9077,80071,9975,101559,7347,451,9362,3541,5527,5381225,0,0
(주)CMG제약,058820,2018/03,111123,11167,82310,12238,98885,8520,962,11552,4588,6307,6953266,0,2
(주)CMG제약,058820,2019/03,117047,10012,80612,12497,104551,8718,527,13126,5834,6925,5776795,0,7
(주)CMG제약,058820,2020/03,196137,11204,150400,14525,181612,11203,1219,14548,7031,7294,6144073,0,49
(주)CMG제약,058820,2021/03,,,,,,,,,,,,,
(주)CMG제약,058820,2022/03,,,,,,,,,,,,,
(주)ES큐브,050120,2011/03,,,,,,,,,,,,,
(주)ES큐브,050120,2012/03,,,,,,,,,,,,,
(주)ES큐브,050120,2013/03,49034,5494,25509,7200,41834,6040,1816,15810,4018,10534,1388294,0,520
(주)ES큐브,050120,2014/03,47415,3670,38112,4649,42765,6046,627,12841,2816,9972,999709,0,258
(주)ES큐브,050120,2015/03,57269,6061,46297,6938,50331,6359,958,10153,2379,7530,1196941,0,515
(주)ES큐브,050120,2016/03,66348,2850,57677,3349,62999,4183,20161,13751,2527,10243,998949,0,850
(주)ES큐브,050120,2017/03,105231,2898,50353,33226,72006,4974,691,11920,1860,8749,837271,0,1083
(주)ES큐브,050120,2018/03,123191,13730,58120,43215,79976,8858,5142,10411,2014,8027,1093111,0,612
(주)ES큐브,050120,2019/03,110759,36406,41246,40408,70351,7675,-853,9374,2537,7163,256756,0,620
(주)ES큐브,050120,2020/03,515601,59003,371846,443899,71703,5395,-1861,19848,3412,15251,704909,5742982,2341
(주)ES큐브,050120,2021/03,933852,453182,504269,856335,77517,11750,7715,28184,3518,17122,2258628,10012760,448
(주)ES큐브,050120,2022/03,110139,8787,28864,11716,98424,17257,2349,21405,2478,19650,3811592,10903507,269
(주)가비아,079940,2011/03,,,,,,,,,,,,,
(주)가비아,079940,2012/03,82235,20578,25841,31178,51057,14,870,14756,5066,8259,1403140,0,105
(주)가비아,079940,2013/03,88071,14318,33813,25671,62399,249,2812,17752,5821,10003,1855156,0,194
(주)가비아,079940,2014/03,94584,16503,38610,24238,70346,91,771,20184,6269,11617,2061112,0,97
(주)가비아,079940,2015/03,99357,14232,43951,21893,77464,0,1528,22209,7546,12581,2833464,0,73
(주)가비아,079940,2016/03,108200,14446,54865,22208,85992,6,1348,23626,7561,12970,2581557,0,35
(주)가비아,079940,2017/03,127735,21511,61079,30845,96890,1838,780,27467,10297,14459,4346691,0,104
(주)가비아,079940,2018/03,137260,31019,70438,36034,101226,2250,1678,30238,10732,15996,7501365,0,85
(주)가비아,079940,2019/03,179907,44711,77783,62834,117073,2633,2187,32832,11087,17228,7212383,0,279
(주)가비아,079940,2020/03,211091,45611,91346,74404,136687,2470,2178,39069,13117,20264,4951010,0,1305
(주)가비아,079940,2021/03,261560,49587,127995,84887,176673,4394,2969,43177,14429,22357,5999194,0,170
(주)가비아,079940,2022/03,309695,60524,164185,98904,210791,9923,4401,55176,16488,29347,9298740,0,215
(주)강스템바이오텍,217730,2016/03,,,,,,,,,,,,,
(주)강스템바이오텍,217730,2017/03,,,,,,,,,,,,,
(주)강스템바이오텍,217730,2018/03,48138,6597,23692,21884,26254,2665,966,1157,3057,571,725344,0,274
(주)강스템바이오텍,217730,2019/03,76126,27147,48854,33375,42752,2183,-4426,866,4800,1064,0,0,278
(주)강스템바이오텍,217730,2020/03,94336,8990,37162,32995,61341,298,-7442,1337,5269,1725,394581,0,2776
(주)강스템바이오텍,217730,2021/03,76301,11382,37791,32908,43393,342,-5143,1300,5313,1307,435959,0,227
(주)강스템바이오텍,217730,2022/03,95927,20624,59089,34877,61050,797,-5132,3509,6925,2141,357472,0,168
(주)강원에너지,114190,2011/02,,,,,,,,,,,,,
(주)강원에너지,114190,2012/03,,,,,,,,,,,,,
(주)강원에너지,114190,2013/03,,,,,,,,,,,,,
(주)강원에너지,114190,2014/03,,,,,,,,,,,,,
(주)강원에너지,114190,2015/03,,,,,,,,,,,,,
(주)강원에너지,114190,2016/03,82434,15247,59070,25276,57158,1326,134,13675,2007,11592,8439684,0,373
(주)강원에너지,114190,2017/03,73505,9012,48512,19039,54467,315,-671,10553,1456,9016,4643222,0,103
(주)강원에너지,114190,2018/03,91372,32121,65573,43399,47973,584,-1060,24596,1308,23991,11367717,0,486
(주)강원에너지,114190,2019/03,94314,42096,64269,42584,51730,544,-1252,8415,1319,8371,5566813,0,733
(주)강원에너지,114190,2020/03,62604,28615,42245,33691,28913,872,-1525,10057,2642,9490,5564189,0,923
(주)강원에너지,114190,2021/03,33870,11167,21897,15323,18547,609,1470,11009,602,10193,2818155,0,126
(주)강원에너지,114190,2022/03,,,,,,,,,,,,,
(주)고려시멘트,198440,2015/03,,,,,,,,,,,,,
(주)고려시멘트,198440,2016/03,,,,,,,,,,,,,
(주)고려시멘트,198440,2017/03,,,,,,,,,,,,,
(주)고려시멘트,198440,2018/03,,,,,,,,,,,,,
(주)고려시멘트,198440,2019/03,,,,,,,,,,,,,
(주)고려시멘트,198440,2020/03,,,,,,,,,,,,,
(주)고려시멘트,198440,2021/03,,,,,,,,,,,,,
(주)고려시멘트,198440,2022/03,,,,,,,,,,,,,
(주)고바이오랩,348150,2021/03,57925,2316,57189,2394,55531,324,-2965,714,3835,153,253183,0,3
(주)고바이오랩,348150,2022/03,108327,7382,97034,21342,86986,413,-3644,1054,5230,283,135794,0,371
(주)고영테크놀러지,098460,2011/03,,,,,,,,,,,,,
(주)고영테크놀러지,098460,2012/03,,,,,,,,,,,,,
(주)고영테크놀러지,098460,2013/03,108336,19236,82884,23955,84381,20728,2426,21803,9716,10087,10493603,0,16
(주)고영테크놀러지,098460,2014/03,130038,23933,103126,29239,100798,20957,5445,33693,11723,15527,12671388,0,26
(주)고영테크놀러지,098460,2015/03,147144,25547,113720,31098,116046,19274,3963,31570,12625,12792,10990045,0,415
(주)고영테크놀러지,098460,2016/03,169193,29112,131800,35973,133220,21488,5320,37003,17243,13827,12356259,0,468
(주)고영테크놀러지,098460,2017/03,193246,30532,152058,41025,152221,19781,738,43243,20010,15238,13556218,0,1701
(주)고영테크놀러지,098460,2018/03,258528,47933,211168,60253,198276,27190,8067,48957,21773,17881,17661414,0,171
(주)고영테크놀러지,098460,2019/03,280757,43834,223255,59914,220843,32657,7134,47830,23628,17478,12384997,0,32
(주)고영테크놀러지,098460,2020/03,312865,42155,234026,65130,247734,39564,10798,50734,25170,19690,10934516,0,76
(주)고영테크놀러지,098460,2021/03,323364,48222,243236,73412,249952,41045,10895,58774,27095,22251,16403778,0,52
(주)고영테크놀러지,098460,2022/03,380353,60718,282834,101177,279177,46334,10856,68314,31948,24813,19499877,0,183
(주)골드앤에스,035290,2011/03,,,,,,,,,,,,,
(주)골드앤에스,035290,2012/03,,,,,,,,,,,,,
(주)골드앤에스,035290,2013/03,64200,24925,23178,35748,28452,3273,45,11339,3660,7459,1863314,0,252
(주)골드앤에스,035290,2014/03,52527,31841,18157,40045,12482,3437,-441,9592,3406,6512,1785601,0,368
(주)골드앤에스,035290,2015/03,44728,24321,12876,32409,12318,3023,-852,6294,2374,4590,678614,0,371
(주)골드앤에스,035290,2016/03,20624,5712,12437,6407,14217,2613,148,4775,1501,3178,526833,0,48
(주)골드앤에스,035290,2017/03,18655,3692,9037,4444,14211,1911,104,3983,1525,2354,704069,0,13
(주)골드앤에스,035290,2018/03,18601,3531,14500,5647,12953,1105,-1112,2474,2533,1220,394745,0,64
(주)골드앤에스,035290,2019/03,40320,27693,15664,28675,11645,1362,-3202,1882,3283,888,158103,0,918
(주)골드앤에스,035290,2020/03,20548,19859,5099,20035,513,1018,-487,1506,1190,653,32185,0,252
(주)골드앤에스,035290,2021/03,25821,3835,15318,10431,15391,513,-485,1341,946,367,83531,0,92
(주)골드앤에스,035290,2022/03,26544,3688,12787,11061,15483,448,307,4412,515,3598,260721,0,109
(주)골프존,215000,2016/03,189577,76391,89929,94573,95004,2977,11033,56764,23572,18544,3291267,0,192
(주)골프존,215000,2017/03,196925,66403,104697,76466,120459,10994,10548,58806,21262,23204,3904164,0,179
(주)골프존,215000,2018/03,257906,64113,167151,75560,182346,14505,7948,43520,19917,13097,2243273,0,411
(주)골프존,215000,2019/03,295955,73541,148026,101325,194630,11302,11129,60527,24111,21573,3186410,0,278
(주)골프존,215000,2020/03,331047,77041,92260,131395,199651,11649,11813,72749,30576,26844,4354527,0,324
(주)골프존,215000,2021/03,393366,102531,147275,161697,231669,12591,21877,99396,35384,35569,6801992,0,568
(주)골프존,215000,2022/03,525778,147611,262881,216629,309149,28177,39138,153866,44980,58183,10048488,0,494
(주)골프존뉴딘홀딩스,121440,2012/03,,,,,,,,,,,,,
(주)골프존뉴딘홀딩스,121440,2013/03,586115,145907,304482,147485,438629,22394,13954,84789,24257,41065,12181290,0,2519
(주)골프존뉴딘홀딩스,121440,2014/03,687255,241887,243521,242946,444309,37350,35775,115783,24545,54425,14111907,0,4433
(주)골프존뉴딘홀딩스,121440,2015/03,641734,153017,147229,241248,400485,28139,882428,25919,12109,22659,6998430,0,1259
(주)골프존뉴딘홀딩스,121440,2016/03,770840,127000,103495,247632,523208,29076,-3505,40752,17153,25805,11085760,0,1819
(주)골프존뉴딘홀딩스,121440,2017/03,761494,81369,105064,246055,515439,37677,-6165,42205,21255,23980,13511098,0,3668
(주)골프존뉴딘홀딩스,121440,2018/03,834105,200681,141951,300843,533262,50598,37203,40327,20094,24790,16120110,0,2031
(주)골프존뉴딘홀딩스,121440,2019/03,820430,198343,115367,346687,473743,53138,-7136,47956,23040,28612,17195076,0,2511
(주)골프존뉴딘홀딩스,121440,2020/03,785137,76358,136594,341652,443485,58773,1213,50951,20431,28440,20644558,0,2450
(주)골프존뉴딘홀딩스,121440,2021/03,816555,166046,175608,343811,472744,59285,8050,74320,20132,43478,30117901,0,2871
(주)골프존뉴딘홀딩스,121440,2022/03,984775,194368,164763,371857,612918,91563,16682,112614,24843,65782,45398945,0,1955
(주)공구우먼,366030,2022/03,,,,,,,,,,,,,
(주)광림,014200,2011/03,,,,,,,,,,,,,
(주)광림,014200,2012/03,,,,,,,,,,,,,
(주)광림,014200,2013/03,,,,,,,,,,,,,
(주)광림,014200,2014/03,233675,85046,141413,112670,121005,80628,-69,53441,12267,40376,28989521,0,1192
(주)광림,014200,2015/03,245656,88311,150210,118312,127345,86169,-1187,50002,14000,37638,18804900,0,1159
(주)광림,014200,2016/03,,,,,,,,,,,,,
(주)광림,014200,2017/03,221848,84636,83248,110589,111259,24748,-2646,36263,2751,35389,27333008,0,585
(주)광림,014200,2018/03,210756,78011,80393,105515,105241,23352,-2000,25461,4764,23195,22905887,0,1088
(주)광림,014200,2019/03,186174,91348,69435,99489,86685,27103,-1112,27414,5184,26507,22621110,0,781
(주)광림,014200,2020/03,260437,150691,117311,163631,96806,27810,3751,43660,4225,36449,21533498,0,4293
(주)광림,014200,2021/03,211793,124703,93753,132616,79177,27197,-560,34466,4130,30234,22724107,0,1882
(주)광림,014200,2022/03,276354,123177,120875,129411,146943,38167,34,46190,4098,37921,20031803,0,3008
(주)광무,029480,2011/03,,,,,,,,,,,,,
(주)광무,029480,2012/03,,,,,,,,,,,,,
(주)광무,029480,2013/03,52069,18315,20313,24490,27579,7334,-1926,5220,3714,3380,1966388,0,458
(주)광무,029480,2014/03,35639,20828,14658,27495,8144,225,-642,9146,2012,7432,7294823,0,377
(주)광무,029480,2015/03,,,,,,,,,,,,,
(주)광무,029480,2016/03,,,,,,,,,,,,,
(주)광무,029480,2017/03,,,,,,,,,,,,,
(주)광무,029480,2018/03,,,,,,,,,,,,,
(주)광무,029480,2019/03,25483,12100,14450,15206,10277,739,-743,5411,3461,2373,2287098,0,181
(주)광무,029480,2020/03,56068,30332,31225,34504,21564,580,-976,5912,3837,3479,1285878,0,1468
(주)광무,029480,2021/03,48999,24008,25204,26614,22385,192,-2122,3830,1190,3275,1067698,0,2228
(주)광무,029480,2022/03,115734,60219,93307,62482,53252,902,-1037,3124,1274,2580,1536115,0,1700
(주)구영테크,053270,2011/03,,,,,,,,,,,,,
(주)구영테크,053270,2012/03,,,,,,,,,,,,,
(주)구영테크,053270,2013/03,169034,120849,71337,130632,38402,18675,828,42846,4528,36349,19294171,0,1446
(주)구영테크,053270,2014/03,155276,91579,60221,111773,43503,19370,908,42210,4299,36275,19420020,0,1186
(주)구영테크,053270,2015/03,159157,83680,60315,107408,51750,21274,685,42818,5349,36100,14723971,0,842
(주)구영테크,053270,2016/03,161898,71639,57996,106682,55216,19844,1020,37184,4099,31458,14835155,0,797
(주)구영테크,053270,2017/03,165614,70840,56623,109728,55887,18099,92,37778,4511,31196,16732758,0,901
(주)구영테크,053270,2018/03,193188,76621,58530,138206,54982,22087,2010,36289,4215,31106,16305654,0,879
(주)구영테크,053270,2019/03,217377,92832,70927,147769,69608,33782,852,55634,4167,50301,24436157,0,943
(주)구영테크,053270,2020/03,213054,98236,74633,139457,73597,33701,1359,57743,3936,52760,25308663,0,1035
(주)구영테크,053270,2021/03,214924,99527,69537,142042,72882,24552,2032,57348,4235,51443,27727865,0,632
(주)구영테크,053270,2022/03,234124,105758,86224,156359,77764,28788,1485,59921,4729,53509,33141801,0,1000
(주)국보디자인,066620,2011/03,,,,,,,,,,,,,
(주)국보디자인,066620,2012/03,,,,,,,,,,,,,
(주)국보디자인,066620,2013/03,100172,40694,79473,41911,58261,0,1970,36008,3152,31342,11151007,0,19
(주)국보디자인,066620,2014/03,133370,63425,108124,65976,67394,0,3697,46053,2915,38333,14396535,0,51
(주)국보디자인,066620,2015/03,128932,50381,98660,54285,74647,0,1416,38114,3825,33091,12079661,0,29
(주)국보디자인,066620,2016/03,135113,50893,102965,54153,80960,0,3123,36616,3064,30025,10770287,0,3
(주)국보디자인,066620,2017/03,162765,68491,133250,72825,89940,0,4770,64505,3896,54418,14643194,0,21
(주)국보디자인,066620,2018/03,172357,66686,143402,70350,102007,0,4576,59127,4540,48859,14619808,0,0
(주)국보디자인,066620,2019/03,167392,54558,133738,58702,108690,0,1979,41041,4999,34116,12865277,0,1
(주)국보디자인,066620,2020/03,222877,92247,195023,96198,126679,0,5517,72440,4705,63374,22378835,0,1
(주)국보디자인,066620,2021/03,261058,89460,127331,95152,165907,0,5481,77835,5094,64692,22382647,0,2
(주)국보디자인,066620,2022/03,349034,105292,121794,120375,228659,0,5605,79814,5910,66628,0,0,12
(주)국순당,043650,2011/03,,,,,,,,,,,,,
(주)국순당,043650,2012/03,,,,,,,,,,,,,
(주)국순당,043650,2013/03,211798,15069,89656,20392,191407,14275,2269,27673,10894,15398,1656336,0,0
(주)국순당,043650,2014/03,216549,12326,97882,22385,194163,14852,711,22423,9435,13462,1468351,0,125
(주)국순당,043650,2015/03,216704,14404,92938,21129,195576,14715,-220,21775,8971,13030,1846805,0,582
(주)국순당,043650,2016/03,214362,9676,94966,17789,196572,14985,-329,16584,8028,10452,1389121,0,10
(주)국순당,043650,2017/03,210116,9854,75958,18185,191931,13551,-954,15544,7378,9468,1142097,0,5
(주)국순당,043650,2018/03,240747,14842,93659,24077,216670,13818,10677,15341,6154,9738,0,0,496
(주)국순당,043650,2019/03,236508,15193,74449,26564,209945,14588,-561,13871,6742,8722,0,0,5
(주)국순당,043650,2020/03,246567,33712,72873,46369,200198,14896,678,25300,6860,18270,2202532,0,364
(주)국순당,043650,2021/03,248314,14226,74742,24606,223708,12347,3536,15299,4837,8230,0,0,718
(주)국순당,043650,2022/03,270049,16147,88361,27468,242582,15240,3728,19275,6157,9747,0,0,296
(주)국영지앤엠,006050,2011/03,,,,,,,,,,,,,
(주)국영지앤엠,006050,2012/03,,,,,,,,,,,,,
(주)국영지앤엠,006050,2013/03,,,,,,,,,,,,,
(주)국영지앤엠,006050,2014/03,,,,,,,,,,,,,
(주)국영지앤엠,006050,2015/03,,,,,,,,,,,,,
(주)국영지앤엠,006050,2016/03,,,,,,,,,,,,,
(주)국영지앤엠,006050,2017/03,,,,,,,,,,,,,
(주)국영지앤엠,006050,2018/03,,,,,,,,,,,,,
(주)국영지앤엠,006050,2019/03,,,,,,,,,,,,,
(주)국영지앤엠,006050,2020/03,,,,,,,,,,,,,
(주)국영지앤엠,006050,2021/03,,,,,,,,,,,,,
(주)국영지앤엠,006050,2022/03,,,,,,,,,,,,,
(주)국전약품,307750,2019/03,,,,,,,,,,,,,
(주)국전약품,307750,2020/03,,,,,,,,,,,,,
(주)국전약품,307750,2021/03,,,,,,,,,,,,,
(주)국전약품,307750,2022/03,,,,,,,,,,,,,
(주)그래디언트,035080,2011/03,,,,,,,,,,,,,
(주)그래디언트,035080,2012/03,716931,287967,219142,388110,328821,40152,754,119148,42392,77821,16783219,0,3167
(주)그래디언트,035080,2013/03,1595808,719350,963623,867111,728697,62989,-2342,658535,61539,586294,469957208,0,1657
(주)그래디언트,035080,2014/03,1823653,868566,1124976,985467,838187,83830,8708,781044,63575,705546,623126829,0,1133
(주)그래디언트,035080,2015/03,1976163,960002,1209617,1096463,879701,97018,-5672,779683,73754,690793,690564185,0,715
(주)그래디언트,035080,2016/03,1989067,965959,1230278,1100615,888451,127691,5707,825161,85764,728548,662892888,0,1080
(주)그래디언트,035080,2017/03,2043281,1138604,1388601,1224301,818979,125179,3734,906842,87647,802796,796855821,0,661
(주)그래디언트,035080,2018/03,1793311,989824,1230009,1075617,717694,147309,-5288,824652,85429,741285,596588045,0,660
(주)그래디언트,035080,2019/03,1847244,1025977,1245500,1158938,688306,121507,986,874484,82195,781302,581770117,0,1187
(주)그래디언트,035080,2020/03,1692004,924782,1128065,1051340,640664,101561,-549,759170,73539,681165,555382524,0,1433
(주)그래디언트,035080,2021/03,1633151,917807,1057897,1036844,596307,92439,-7294,793556,64062,735575,595844079,0,1228
(주)그래디언트,035080,2022/03,1680161,1026983,1236932,1119650,560511,92665,-16309,827086,33746,791248,638514781,0,927
(주)그리티,204020,2019/03,105714,24895,95927,31722,73992,41616,1329,27781,13980,12210,8255436,0,438
(주)그리티,204020,2020/03,97133,22171,86297,23644,73489,44166,383,28451,14838,13275,5770306,0,475
(주)그리티,204020,2021/03,93272,16579,74157,24106,69166,47199,-2217,20449,13054,9809,6659378,0,282
(주)그리티,204020,2022/03,91950,20755,69595,24730,67220,46990,142,26626,15883,10387,8054746,0,235
(주)그린플러스,186230,2020/03,77143,20789,43650,38357,38786,6998,864,12183,1209,9790,2567443,0,279
(주)그린플러스,186230,2021/03,90873,33966,51181,55110,35764,6741,1735,18828,1401,15578,4376045,0,392
(주)그린플러스,186230,2022/03,103922,25386,61371,42063,61859,9843,1042,19379,1277,16487,2822173,0,399
(주)글로벌스탠다드테크놀로지,083450,2011/03,,,,,,,,,,,,,
(주)글로벌스탠다드테크놀로지,083450,2012/03,,,,,,,,,,,,,
(주)글로벌스탠다드테크놀로지,083450,2013/03,54365,14488,31988,16614,37751,16665,1162,13697,4700,7779,2695445,0,34
(주)글로벌스탠다드테크놀로지,083450,2014/03,70307,22201,44518,25418,44889,22654,2455,20896,5339,13338,7677025,0,34
(주)글로벌스탠다드테크놀로지,083450,2015/03,72725,16094,44075,19640,53085,14309,1869,22826,7212,13122,3856145,0,30
(주)글로벌스탠다드테크놀로지,083450,2016/03,71595,11772,36242,15693,55902,10785,-973,13396,5495,8671,3911307,0,15
(주)글로벌스탠다드테크놀로지,083450,2017/03,95562,27179,60081,30749,64814,21523,3853,43833,9364,28362,10484007,0,1536
(주)글로벌스탠다드테크놀로지,083450,2018/03,103734,21890,57455,25008,78726,21291,3693,38318,9000,24859,6400043,0,167
(주)글로벌스탠다드테크놀로지,083450,2019/03,105747,16453,55612,20586,85160,20253,574,24289,8034,16296,5410246,0,103
(주)글로벌스탠다드테크놀로지,083450,2020/03,142279,31102,94768,34131,108149,26508,8184,47832,11135,28878,10329029,0,168
(주)글로벌스탠다드테크놀로지,083450,2021/03,164187,38414,112068,44127,120059,30853,9176,67269,15627,40854,15804979,0,240
(주)글로벌스탠다드테크놀로지,083450,2022/03,210889,47271,145119,52568,158320,42442,8723,57186,11266,36393,14680240,0,777
(주)금화피에스시,036190,2011/03,,,,,,,,,,,,,
(주)금화피에스시,036190,2012/03,,,,,,,,,,,,,
(주)금화피에스시,036190,2013/03,,,,,,,,,,,,,
(주)금화피에스시,036190,2014/03,146561,25828,91431,29793,116768,212,4207,37150,2374,30038,3654018,0,22
(주)금화피에스시,036190,2015/03,165343,29452,104524,34051,131292,493,3158,53797,2870,47774,0,0,0
(주)금화피에스시,036190,2016/03,187921,33973,114755,38850,149071,434,5379,53663,2261,45178,0,0,335
(주)금화피에스시,036190,2017/03,212904,40574,137011,46223,166681,753,3427,48615,2049,40911,0,0,984
(주)금화피에스시,036190,2018/03,229830,38543,154837,46390,183440,1098,5418,49562,2874,39952,0,0,246
(주)금화피에스시,036190,2019/03,270537,45008,174587,51068,219468,1921,6323,45418,2537,36030,3859745,0,44
(주)금화피에스시,036190,2020/03,289343,48529,186728,53017,236326,1207,5522,49595,2823,43439,5902192,0,28
(주)금화피에스시,036190,2021/03,309368,46124,179737,54335,255033,2312,4903,56363,3067,49353,8202429,0,16
(주)금화피에스시,036190,2022/03,311930,32254,171276,41340,270590,843,4135,49084,3461,42127,0,0,262
(주)기가레인,049080,2014/03,127363,38937,56712,56300,71063,11386,2777,23189,1775,18406,8514039,0,424
(주)기가레인,049080,2015/03,142398,47063,49963,71356,71041,9662,-3602,16224,2030,17957,5074285,0,303
(주)기가레인,049080,2016/03,151917,52991,44034,87307,64611,7312,-1029,17539,1914,17154,3261555,0,473
(주)기가레인,049080,2017/03,154694,83157,46458,102394,52301,8500,-6010,22328,2720,22607,10831241,0,710
(주)기가레인,049080,2018/03,185864,85393,77273,97492,88372,31851,889,32932,4484,27146,10309981,0,802
(주)기가레인,049080,2019/03,165345,72988,85825,102912,62433,40909,-5777,13816,4645,14583,9103596,0,1000
(주)기가레인,049080,2020/03,107556,46366,51384,80339,27217,13703,-2770,16076,3441,15196,4740716,0,756
(주)기가레인,049080,2021/03,101214,29120,58973,51312,49902,11988,-388,14780,2950,12434,8016380,0,602
(주)기가레인,049080,2022/03,94416,25597,51588,34318,60098,13303,-2211,12079,2850,11851,4741685,0,297
(주)기산텔레콤,035460,2011/03,,,,,,,,,,,,,
(주)기산텔레콤,035460,2012/03,,,,,,,,,,,,,
(주)기산텔레콤,035460,2013/03,57389,24104,40090,28938,28452,16646,-2787,4483,3341,4366,2126507,0,287
(주)기산텔레콤,035460,2014/03,66651,24973,51883,31661,34990,18661,-1305,10104,3435,8210,8267551,0,183
(주)기산텔레콤,035460,2015/03,70362,27052,57365,32857,37504,22880,-1039,12573,2843,10241,8041168,0,153
(주)기산텔레콤,035460,2016/03,70832,21440,59451,29351,41481,21068,-1067,8735,2516,7295,7814512,0,112
(주)기산텔레콤,035460,2017/03,67991,25318,56711,29129,38862,19654,-713,15148,2700,12440,9295899,0,104
(주)기산텔레콤,035460,2018/03,67661,23536,56658,33665,33996,21239,-630,14920,2378,13622,9496422,0,167
(주)기산텔레콤,035460,2019/03,54671,21720,44967,26371,28300,21798,-2584,7394,1910,9054,8395361,0,122
(주)기산텔레콤,035460,2020/03,74244,30119,56650,39534,34710,28568,-133,6505,2956,4389,7796490,0,165
(주)기산텔레콤,035460,2021/03,69651,22644,54725,37060,32591,25030,-2378,7076,2557,6992,7095330,0,101
(주)기산텔레콤,035460,2022/03,71679,26387,54186,38214,33465,28111,-1031,4370,2198,3184,7258903,0,153
(주)까스텔바작,308100,2020/03,93424,14526,70540,17099,76324,41950,-349,11458,7343,4562,6166025,0,18
(주)까스텔바작,308100,2021/03,111505,17273,78564,29492,82013,40518,530,12696,7230,4999,6192906,0,155
(주)까스텔바작,308100,2022/03,116015,33760,68628,47985,68030,26549,-1875,18853,8721,11539,4488431,0,516
(주)나노,187790,2015/03,,,,,,,,,,,,,
(주)나노,187790,2016/03,98917,40155,49372,57827,41089,22002,-1201,12792,2538,11205,0,0,935
(주)나노,187790,2017/03,90523,36258,42854,46726,43798,15047,-1412,18218,2339,16795,6333266,0,899
(주)나노,187790,2018/03,93967,39843,44608,48159,45808,22476,93,16967,2180,14432,8486868,0,540
(주)나노,187790,2019/03,112357,41749,51103,49424,62934,24223,-269,17755,1831,15847,7626288,0,544
(주)나노,187790,2020/03,119796,45191,49666,56299,63496,23599,50,14069,1620,12583,6490498,0,535
(주)나노,187790,2021/03,78770,31062,35564,32652,46118,10791,-293,9691,1801,8371,5360280,0,366
(주)나노,187790,2022/03,79914,43492,46979,44794,35120,15859,158,10998,1612,8998,8839679,0,456
(주)나노브릭,286750,2020/03,,,,,,,,,,,,,
(주)나노브릭,286750,2021/03,,,,,,,,,,,,,
(주)나노브릭,286750,2022/03,,,,,,,,,,,,,
(주)나노신소재,121600,2011/03,,,,,,,,,,,,,
(주)나노신소재,121600,2012/03,,,,,,,,,,,,,
(주)나노신소재,121600,2013/03,69921,10450,43802,12833,57087,27149,470,8770,2849,5319,366937,0,234
(주)나노신소재,121600,2014/03,68155,4780,43068,9678,58477,27707,612,6005,2095,3316,564169,0,75
(주)나노신소재,121600,2015/03,73691,7560,51340,11840,61851,30383,1333,9564,2741,5183,281067,0,74
(주)나노신소재,121600,2016/03,82177,6338,59730,8713,73464,27682,1216,9491,2992,5045,337213,0,446
(주)나노신소재,121600,2017/03,83494,5156,61232,8068,75426,29984,483,9016,3175,4729,637769,0,887
(주)나노신소재,121600,2018/03,91444,5695,63827,8214,83230,35014,1772,11656,3131,6654,325982,0,161
(주)나노신소재,121600,2019/03,99849,8852,72418,10780,89069,40343,1882,13128,3596,8018,404391,0,45
(주)나노신소재,121600,2020/03,105062,11006,73140,13992,91070,36233,498,10978,3566,6783,587738,0,46
(주)나노신소재,121600,2021/03,109095,10613,70893,15349,93745,30480,2276,14644,3907,9395,1661062,0,72
(주)나노신소재,121600,2022/03,127597,18905,86740,24561,103036,33102,3926,18831,4463,10682,1870644,0,492
(주)나노엔텍,039860,2011/03,,,,,,,,,,,,,
(주)나노엔텍,039860,2012/03,,,,,,,,,,,,,
(주)나노엔텍,039860,2013/03,45280,7619,26163,23450,21830,5227,-1202,3933,1723,3343,2026708,0,265
(주)나노엔텍,039860,2014/03,43313,3891,23360,20696,22617,5514,-1000,4101,1855,3117,1126987,0,257
(주)나노엔텍,039860,2015/03,48415,6390,22668,12905,35510,7820,-1282,4266,2815,3107,2180970,0,49
(주)나노엔텍,039860,2016/03,48237,5803,19789,12452,35785,6536,-2776,5133,3156,4312,1589769,0,36
(주)나노엔텍,039860,2017/03,42452,6476,19025,17588,24864,5617,-935,5216,1663,3511,668753,0,114
