회사명,거래소코드,회계년도,자산(*)(요약)(IFRS연결)(백만원),유동부채(*)(요약)(IFRS연결)(백만원),유동자산(*)(요약)(IFRS연결)(백만원),부채(*)(요약)(IFRS연결)(백만원),자본(*)(요약)(IFRS연결)(백만원),재고자산(요약)(IFRS연결)(백만원),당기순이익(총포괄손익)(요약)(IFRS연결)(백만원),매출액(수익)(요약)(IFRS연결)(백만원),판매비와 관리비(물류원가 등 포함)(요약)(IFRS연결)(백만원),매출원가(요약)(IFRS연결)(백만원),매입채무(IFRS연결)(천원),금융원가(요약)(IFRS연결)(백만원)
롯데관광개발(주),032350,2017/09,418800,61031,99218,244679,174121,0,4778,52523,19408,28326,164960,180
롯데관광개발(주),032350,2018/09,327776,113654,50494,263040,64736,144,-105587,59472,21281,32677,156920,98407
롯데관광개발(주),032350,2019/09,552343,227392,131992,241335,311008,44,-1717,53967,26990,35560,241070,758
롯데관광개발(주),032350,2020/09,735751,366635,20094,464274,271478,2367,-34953,14703,35434,11890,12100,3995
롯데관광개발(주),032350,2021/09,1090263,210132,32418,1000069,90194,5502,-150893,66731,167890,0,5068827,52850
롯데관광개발(주),032350,2022/09,1823044,290012,64158,1556205,266839,5116,-173102,139395,222414,0,5771161,82638
롯데렌탈(주),089860,2011/09,,,,,,,,,,,,
롯데렌탈(주),089860,2012/09,1552257,538443,285220,1285914,266343,649,23972,529973,463188,0,11461002,35351
롯데렌탈(주),089860,2013/09,2112997,472405,396475,1819863,293134,374,30748,644446,566876,0,23865133,38106
롯데렌탈(주),089860,2014/09,2621512,723964,374209,2297620,323892,629,36748,773770,684371,0,68428604,43999
롯데렌탈(주),089860,2015/09,3007296,939154,474357,2674704,332591,5448,8958,939516,879707,0,24252576,47514
롯데렌탈(주),089860,2016/09,3363089,1248542,600584,2796799,566290,12277,29760,1136278,1051033,0,28074274,50538
롯데렌탈(주),089860,2017/09,4041630,1591547,631715,3429581,612049,16070,35838,1349973,1252104,0,16298723,53125
롯데렌탈(주),089860,2018/09,4617511,1486953,885476,3978966,638545,22046,30856,1430039,1338053,0,11935843,61116
롯데렌탈(주),089860,2019/09,5369008,2356028,954389,4679909,689099,25387,25744,1547907,1449263,0,32818101,75958
롯데렌탈(주),089860,2020/09,5466562,1902671,922229,4730078,736484,26972,46844,1726638,1597213,0,47419052,73860
롯데렌탈(주),089860,2021/09,6222681,2205647,1439576,5000370,1222312,28512,88602,1808614,1176761,448672,129740417,77554
롯데렌탈(주),089860,2022/09,7035320,2135688,1020560,5760774,1274545,47424,70664,2049601,1319122,486558,146400188,155166
롯데쇼핑(주),023530,2011/09,31409710,9143805,11511384,16988206,14421504,1891064,686697,16379460,3796788,11243053,2910598882,415206
롯데쇼핑(주),023530,2012/09,35001241,9914479,13612238,19639448,15361793,2266160,711410,17920959,4436142,12371384,3561220723,178803
롯데쇼핑(주),023530,2013/09,37882494,11870895,6342037,21374543,16507950,3026956,704619,20837961,5288833,14447251,3280922646,243173
롯데쇼핑(주),023530,2014/09,39052127,11687564,14054589,21640778,17411349,3145236,470432,20690068,5514023,14219458,3500866530,215604
롯데쇼핑(주),023530,2015/09,41386642,11851112,15931408,23662845,17723797,3336263,172527,21647306,6002963,14979609,3780012528,398427
롯데쇼핑(주),023530,2016/09,40992135,12658394,16214221,23842837,17149298,3414195,170556,21984331,6276759,15152851,3709077383,354029
롯데쇼핑(주),023530,2017/09,42942904,23023366,20993075,29420412,13522491,3285329,-502508,16835263,5401381,11175855,3199920949,352818
롯데쇼핑(주),023530,2018/09,27852982,7094199,6635179,14702063,13150919,1386851,-96188,13422387,5097475,7818192,2002568129,344455
롯데쇼핑(주),023530,2019/09,34136264,7848967,5406087,21786803,12349461,1563588,99187,13307994,5168444,7755190,814518504,469935
롯데쇼핑(주),023530,2020/09,34145160,8782691,6811539,22486177,11658983,1412706,-332458,12228489,4698445,7365462,913043788,427516
롯데쇼핑(주),023530,2021/09,34354167,9333504,7113330,22144001,12210166,1266745,187329,11789208,4776282,6914630,746006310,564997
롯데쇼핑(주),023530,2022/09,32669858,10910827,6516164,21344970,11324888,1499091,-39467,11685972,4770583,6622237,648788580,605861
롯데에너지머티리얼즈(주),020150,2011/09,,,,,,,,,,,,
롯데에너지머티리얼즈(주),020150,2012/09,,,,,,,,,,,,
롯데에너지머티리얼즈(주),020150,2013/09,498752,175905,148088,213098,285654,73618,-4841,276925,17291,267076,16308000,7599
롯데에너지머티리얼즈(주),020150,2014/09,560411,228835,184076,269015,291396,69910,12783,305830,28295,301899,28297140,5838
롯데에너지머티리얼즈(주),020150,2015/09,542633,171627,208432,213391,329242,75987,39226,330958,34249,313496,27157892,11174
롯데에너지머티리얼즈(주),020150,2016/09,365358,76791,154674,100679,264679,50585,27148,295539,18032,257521,12698863,6842
롯데에너지머티리얼즈(주),020150,2017/09,657431,82212,386475,116426,541005,61953,43750,335980,21853,271783,26576000,3501
롯데에너지머티리얼즈(주),020150,2018/09,680625,97945,403840,153357,527268,51969,33276,364840,21215,304393,24028612,3555
롯데에너지머티리얼즈(주),020150,2019/09,751309,116667,346974,175777,575532,81520,38024,423367,21584,356923,32147448,3413
롯데에너지머티리얼즈(주),020150,2020/09,1073457,100706,535503,213291,860167,106290,35633,404300,23543,343418,27647799,10225
롯데에너지머티리얼즈(주),020150,2021/09,1163639,137743,476644,255330,908309,119619,56449,507721,28737,420385,33847044,4305
롯데에너지머티리얼즈(주),020150,2022/09,2474043,154151,1484073,413181,2060861,264932,49431,558190,30240,458295,35002776,72967
롯데웰푸드(주),280360,2018/09,2013029,457218,619551,1182737,830292,146785,25676,1297533,403263,831735,0,19167
롯데웰푸드(주),280360,2019/09,2746665,404035,822018,1406804,1339861,236373,48729,1577691,452909,1043694,106543000,31850
롯데웰푸드(주),280360,2020/09,2789275,602445,905520,1468896,1320379,239878,44483,1554673,448559,1014487,117573000,37851
롯데웰푸드(주),280360,2021/09,2715307,670821,833849,1354524,1360783,232715,59881,1596755,455756,1045355,113442091,26437
롯데웰푸드(주),280360,2022/09,4200511,873352,1438892,1974096,2226415,601701,64198,2176814,561203,1522672,210408650,55932
롯데정밀화학(주),004000,2011/09,1361374,200483,553452,275565,1085809,159337,67237,1007249,62770,884327,125888767,1455
롯데정밀화학(주),004000,2012/09,1624603,267476,595088,483991,1140612,203613,63479,1090726,80507,958255,0,2545
롯데정밀화학(주),004000,2013/09,1945905,203803,570697,788547,1157358,187492,11459,1005012,90559,916670,0,3554
롯데정밀화학(주),004000,2014/09,1922515,209634,513837,740640,1181876,179193,41596,895147,109335,816585,0,14225
롯데정밀화학(주),004000,2015/09,1703283,186738,602280,530015,1173269,153398,102965,887209,92405,775577,101191617,11579
롯데정밀화학(주),004000,2016/09,1543022,216583,548620,438521,1104501,141917,-46190,863060,109725,740004,74051398,7986
롯데정밀화학(주),004000,2017/09,1610507,332652,666596,424762,1185745,131130,81650,918979,75746,758185,61959626,7897
롯데정밀화학(주),004000,2018/09,1686373,240327,695038,335569,1350804,157517,178476,1035693,66788,797057,106844400,4352
롯데정밀화학(주),004000,2019/09,1761294,278973,819742,297089,1464205,171251,129482,981626,71267,769066,71370275,1575
롯데정밀화학(주),004000,2020/09,1826614,222449,832253,244530,1582084,142945,132185,959895,71712,777411,60375300,902
롯데정밀화학(주),004000,2021/09,2339338,220902,720179,368176,1971163,205833,359521,1257735,75728,1022433,94823011,38427
롯데정밀화학(주),004000,2022/09,2545374,295789,1233551,315906,2229467,272305,81307,1967150,88993,1517919,85714589,552763
롯데정보통신(주),286940,2018/09,665681,262460,363729,305457,360224,21014,16676,575971,24141,529673,58215638,2843
롯데정보통신(주),286940,2019/09,688353,267322,370360,310205,378148,5060,41591,607793,25211,557777,64741839,1426
롯데정보통신(주),286940,2020/09,606128,178378,267695,203606,402522,3393,22885,637847,21762,587353,70411333,416
롯데정보통신(주),286940,2021/09,637032,153061,251452,206876,430156,8711,32250,689362,24944,627074,93634830,289
롯데정보통신(주),286940,2022/09,787121,184617,315445,343708,443414,33849,13162,729422,45560,665340,84810552,4503
롯데지주(주),004990,2011/09,4015285,577374,780302,1318983,2696302,192815,85819,1384669,396553,840306,174555000,46019
롯데지주(주),004990,2012/09,3939759,545656,794245,1250595,2689163,194968,102335,1402764,405966,884812,0,23640
롯데지주(주),004990,2013/09,4263009,507184,762125,1355191,2907818,183916,58144,1455476,467612,910893,0,11237
롯데지주(주),004990,2014/09,4368330,489812,744836,1486752,2881578,258242,46280,1645123,481357,1065627,0,15806
롯데지주(주),004990,2015/09,4551509,663763,873294,1660620,2890888,221095,82427,1702975,510164,1073541,0,27508
롯데지주(주),004990,2016/09,4003589,714866,907813,1475552,2528037,227709,78976,1674435,506113,1059443,0,30781
롯데지주(주),004990,2017/09,4303107,2698016,2306182,3099931,1203176,93235,16989,367908,66068,280108,0,7466
롯데지주(주),004990,2018/09,24072172,8175512,14881618,16210748,7861423,290982,144742,6889157,1993134,4717330,798227000,84936
롯데지주(주),004990,2019/09,29346577,15466681,16087485,20286819,9059758,499661,399797,6600901,1806955,4652335,765619155,186882
롯데지주(주),004990,2020/09,17224254,3985370,4487792,8962795,8261460,729450,35536,6708214,1727959,4822698,787633000,148316
롯데지주(주),004990,2021/09,16668659,3879979,4179013,8075395,8593264,694292,437224,7453081,1763083,5461227,762151637,177045
롯데지주(주),004990,2022/09,21894786,5255918,5581522,11842836,10051950,1248669,305292,10442914,2660959,7309157,981427374,282082
롯데칠성음료(주),005300,2011/09,3749459,1067280,730783,1517187,2232272,206351,90015,1586112,487619,934577,261816283,44698
롯데칠성음료(주),005300,2012/09,3738439,612508,821705,1530521,2207918,213388,75757,1714311,557345,1021468,264347093,23867
롯데칠성음료(주),005300,2013/09,3987448,730419,866835,1597560,2389888,209735,102794,1717937,569417,995090,212614538,21406
롯데칠성음료(주),005300,2014/09,4077488,1081051,817720,1670763,2406725,226892,53315,1765480,648433,1010523,214644000,25769
롯데칠성음료(주),005300,2015/09,4581456,814142,1103836,2115527,2465929,225889,121408,1785061,629537,1016191,203917781,30807
롯데칠성음료(주),005300,2016/09,4562902,1126971,1052755,2195473,2367429,230064,94555,1837259,664705,1027422,0,29794
롯데칠성음료(주),005300,2017/09,4737552,2279665,2064366,3446176,1291376,223872,-217946,1815752,688735,1039296,178186000,27632
롯데칠성음료(주),005300,2018/09,3503826,564412,831562,2191184,1312642,232258,30387,1792027,627863,1080946,93609000,31414
롯데칠성음료(주),005300,2019/09,3569697,1180300,949418,2210725,1358973,256399,-12913,1909508,669931,1124976,174999000,29527
롯데칠성음료(주),005300,2020/09,3472271,913202,928000,2232343,1239927,245277,44018,1750615,612599,1044109,183745000,27528
롯데칠성음료(주),005300,2021/09,3719483,1076169,1158446,2259888,1459595,294347,139177,1906535,643996,1099260,186041159,37847
롯데칠성음료(주),005300,2022/09,3639237,1020323,1008979,2219395,1419842,342394,122843,2172705,691532,1282689,226304750,47750
롯데케미칼(주),011170,2011/09,10830300,2798702,5100048,4661736,6168564,1501807,926986,11977418,308386,10338236,1781548863,99660
롯데케미칼(주),011170,2012/09,10898876,2496106,4786276,4562251,6336624,1490238,312622,11931039,326168,11256228,1850331032,95490
롯데케미칼(주),011170,2013/09,11343172,3369771,5126111,4988606,6354567,1862475,292070,12371708,321543,11691405,1424957557,131783
롯데케미칼(주),011170,2014/09,10861189,2293789,4868089,4418604,6442585,1806149,202629,11363605,327758,10740954,930271524,128464
롯데케미칼(주),011170,2015/09,11337209,2456390,5403966,3897186,7440023,1203352,821085,9012945,329838,7380839,561860902,190354
롯데케미칼(주),011170,2016/09,14321582,2914145,4933346,5796911,8524671,1237895,1256781,9552176,504226,7237246,0,142073
롯데케미칼(주),011170,2017/09,18623876,3133564,7390347,6608307,12015569,1447012,1771668,11839529,641861,8984445,0,188810
롯데케미칼(주),011170,2018/09,21500312,4222058,9087399,7999857,13500456,1917090,1517238,12701052,587209,10246855,0,161923
롯데케미칼(주),011170,2019/09,21306644,3547545,7646800,7087846,14218798,1773229,682182,11696490,616818,10123245,0,193355
롯데케미칼(주),011170,2020/09,19299474,2307896,6340646,5330021,13969452,1368175,83154,9003294,573955,8288613,0,208912
롯데케미칼(주),011170,2021/09,22024672,3549466,8798347,6578013,15446660,2407429,1287166,12962264,648541,10807603,0,196484
롯데케미칼(주),011170,2022/09,26924315,5502870,10548185,9327612,17596703,2931449,161838,16780223,793582,16349282,0,587500
롯데하이마트(주),071840,2011/09,2672146,223248,488248,1266033,1406113,255154,115757,2536230,444940,1883496,127798569,59841
롯데하이마트(주),071840,2012/09,2688465,387117,491220,1216581,1471884,293308,64726,2358558,457534,1766968,0,52584
롯데하이마트(주),071840,2013/09,2710250,361664,498481,1130871,1579379,345886,110362,2594249,509001,1929692,153139009,22529
롯데하이마트(주),071840,2014/09,,,,,,,,,,,,
롯데하이마트(주),071840,2015/09,,,,,,,,,,,,
롯데하이마트(주),071840,2016/09,,,,,,,,,,,,
롯데하이마트(주),071840,2017/09,,,,,,,,,,,,
롯데하이마트(주),071840,2018/09,,,,,,,,,,,,
롯데하이마트(주),071840,2019/09,,,,,,,,,,,,
롯데하이마트(주),071840,2020/09,,,,,,,,,,,,
롯데하이마트(주),071840,2021/09,,,,,,,,,,,,
롯데하이마트(주),071840,2022/09,,,,,,,,,,,,
명문제약(주),017180,2011/09,,,,,,,,,,,,
명문제약(주),017180,2012/09,,,,,,,,,,,,
명문제약(주),017180,2013/09,192437,91614,101849,118943,73493,17389,1166,78895,35168,39613,10074385,3605
명문제약(주),017180,2014/09,185296,101955,97782,112560,72736,15191,487,76961,36598,38164,10449970,3029
명문제약(주),017180,2015/09,196941,110139,101115,119953,76988,17488,-1148,92573,44699,47184,10372052,2937
명문제약(주),017180,2016/09,216358,106739,109381,121975,94383,18335,5868,106247,48685,49210,11407263,2349
명문제약(주),017180,2017/09,222160,105173,104323,121529,100631,19204,6811,103577,53545,44460,13995375,1847
명문제약(주),017180,2018/09,242349,123201,114213,148517,93832,22196,572,105773,52381,50124,15224271,2401
명문제약(주),017180,2019/09,259094,127335,110869,171719,87375,26989,-8028,110846,57794,59498,18606880,4453
명문제약(주),017180,2020/09,264642,130523,101578,164653,99989,28728,-19668,95648,56282,59259,15707883,3306
명문제약(주),017180,2021/09,231576,112250,70923,137499,94076,29732,1141,102403,46090,54180,12930255,2412
명문제약(주),017180,2022/09,223714,107412,68112,134533,89182,27053,3235,112157,54146,53794,13322610,2564
명신산업(주),009900,2021/09,644830,273045,424310,364138,280691,118402,52451,800412,31540,703145,125630712,17256
명신산업(주),009900,2022/09,931293,407026,518940,537438,393855,195511,76358,1049702,54082,916176,154092238,30233
무림페이퍼(주),009200,2011/09,,,,,,,,,,,,
무림페이퍼(주),009200,2012/09,2350051,914170,640525,1702689,647362,234879,3514,881616,96149,744694,53187153,50627
무림페이퍼(주),009200,2013/09,2275080,829832,586825,1611706,663374,259180,15828,856123,93286,687150,43118274,56056
무림페이퍼(주),009200,2014/09,2200690,791983,623705,1588519,612171,218951,-31771,878471,98271,768235,41507316,44557
무림페이퍼(주),009200,2015/09,2157434,952369,584762,1565340,592094,230503,-4541,855305,94451,700572,52436446,68875
무림페이퍼(주),009200,2016/09,1909801,767168,505684,1312562,597238,201133,9782,888984,83391,773797,30621673,43560
무림페이퍼(주),009200,2017/09,1902727,688569,524163,1280656,622071,195864,14701,753132,82512,625133,47594503,34467
무림페이퍼(주),009200,2018/09,2013694,865745,688688,1330240,683453,238792,26554,832381,63278,677236,57672477,36588
무림페이퍼(주),009200,2019/09,1955744,588203,631204,1279284,676460,238712,15327,843282,67597,714440,47356736,42962
무림페이퍼(주),009200,2020/09,2222476,734423,653632,1536108,686367,197161,2950,710714,60757,616055,47233160,39769
무림페이퍼(주),009200,2021/09,2265604,956016,679708,1618692,646912,221759,-677,754424,71044,660180,39289842,44564
무림페이퍼(주),009200,2022/09,2430939,986184,826239,1751447,679492,235807,13685,959510,83015,800690,52713662,85891
무림피앤피(주),009580,2011/09,,,,,,,,,,,,
무림피앤피(주),009580,2012/09,,,,,,,,,,,,
무림피앤피(주),009580,2013/09,1227980,326568,324503,649573,578407,158644,34924,497171,42526,402651,24191589,25230
무림피앤피(주),009580,2014/09,1166251,303360,281916,613118,553133,136421,-5398,473093,45566,423261,23451694,18770
무림피앤피(주),009580,2015/09,1156113,348601,271954,617434,538679,130865,3793,472918,40949,402973,30476847,32025
무림피앤피(주),009580,2016/09,1095128,325612,252991,554896,540232,134306,7746,448498,36472,404675,18389982,17283
무림피앤피(주),009580,2017/09,1084922,300921,257303,542594,542328,107901,17547,445955,39978,382245,25127713,14837
무림피앤피(주),009580,2018/09,1148599,320141,346350,540031,608568,126377,55264,488262,34665,371875,26374840,14934
무림피앤피(주),009580,2019/09,1315752,344537,317797,680096,635656,138482,25991,477313,39104,394015,25220802,17238
무림피앤피(주),009580,2020/09,1399925,387902,354316,790365,609560,113003,451,395032,33366,349984,24234406,15705
무림피앤피(주),009580,2021/09,1497205,552929,387586,890312,606892,111310,11656,444492,38946,386426,21710240,18642
무림피앤피(주),009580,2022/09,1600730,556379,458606,955466,645264,120630,29809,563333,46173,461718,29561290,37905
문배철강(주),008420,2011/09,,,,,,,,,,,,
문배철강(주),008420,2012/09,,,,,,,,,,,,
문배철강(주),008420,2013/09,,,,,,,,,,,,
문배철강(주),008420,2014/09,,,,,,,,,,,,
문배철강(주),008420,2015/09,,,,,,,,,,,,
문배철강(주),008420,2016/09,,,,,,,,,,,,
문배철강(주),008420,2017/09,,,,,,,,,,,,
문배철강(주),008420,2018/09,,,,,,,,,,,,
문배철강(주),008420,2019/09,,,,,,,,,,,,
문배철강(주),008420,2020/09,,,,,,,,,,,,
문배철강(주),008420,2021/09,,,,,,,,,,,,
문배철강(주),008420,2022/09,,,,,,,,,,,,
미래산업(주),025560,2011/09,,,,,,,,,,,,
미래산업(주),025560,2012/09,,,,,,,,,,,,
미래산업(주),025560,2013/09,95046,49134,27578,58993,36053,10286,-1870,29152,7134,21563,14392971,2059
미래산업(주),025560,2014/09,71474,30811,21067,37204,34270,9143,-7050,19477,7544,17695,8842734,1223
미래산업(주),025560,2015/09,70357,24682,38810,28441,41916,11213,3575,21433,7614,15186,4534458,666
미래산업(주),025560,2016/09,86534,10995,54911,15563,70971,13279,-7130,16327,8980,13601,2674864,270
미래산업(주),025560,2017/09,97927,14708,69431,27267,70660,23849,-2462,26071,8570,19680,9970175,799
미래산업(주),025560,2018/09,77431,17062,52520,22120,55311,19492,-6042,23180,7719,21833,3545345,1048
미래산업(주),025560,2019/09,65319,17842,37183,23910,41409,12861,-6150,44326,9728,41045,8511212,662
미래산업(주),025560,2020/09,97020,24697,54724,37287,59734,17242,-6092,24887,4601,20577,8803986,6501
미래산업(주),025560,2021/09,111905,18015,51743,27024,84881,16917,7470,36820,5634,25140,3907716,4949
미래산업(주),025560,2022/09,140278,33605,77051,40152,100126,26024,15507,43002,8097,25669,4705063,3397
미원상사(주),002840,2011/09,,,,,,,,,,,,
미원상사(주),002840,2012/09,,,,,,,,,,,,
미원상사(주),002840,2013/09,220564,51879,91720,86682,133881,40173,12872,177025,13734,146422,15467248,2795
미원상사(주),002840,2014/09,223599,66199,95567,82259,141340,45206,6308,184666,14073,157278,13920796,4577
미원상사(주),002840,2015/09,227006,48546,93161,69818,157188,41787,12100,178586,14292,148925,13701834,2830
미원상사(주),002840,2016/09,307887,51442,127028,82952,224935,50114,15069,210849,18182,172921,17450220,3761
미원상사(주),002840,2017/09,304683,46752,126586,69725,234958,43433,27957,240300,19607,211084,21965228,1845
미원상사(주),002840,2018/09,316002,65439,191866,84364,231638,43406,19019,270631,19320,228227,17686494,1673
미원상사(주),002840,2019/09,272665,37396,118117,52124,220541,59386,24877,179826,14660,140465,15962426,857
미원상사(주),002840,2020/09,312473,35698,123725,59326,253147,60760,36227,216917,16646,165459,15862997,1816
미원상사(주),002840,2021/09,380744,39584,179408,69680,311064,72328,47851,264010,18346,198178,23191994,1034
미원상사(주),002840,2022/09,409440,41173,191614,73076,336364,98585,62515,333007,20651,247386,18169999,1953
미원스페셜티케미칼(주),268280,2017/09,,,,,,,,,,,,
미원스페셜티케미칼(주),268280,2018/09,,,,,,,,,,,,
미원스페셜티케미칼(주),268280,2019/09,299703,27476,192588,49952,249751,63413,35156,287192,17911,230972,14366946,2711
미원스페셜티케미칼(주),268280,2020/09,320259,33223,210956,56999,263259,60070,30987,273125,18024,216809,18199365,4673
미원스페셜티케미칼(주),268280,2021/09,405384,60249,266758,94347,311037,88497,64642,388912,26133,288384,26160097,2039
미원스페셜티케미칼(주),268280,2022/09,484281,87993,304830,105511,378770,141335,66372,474778,40008,364172,23339601,4463
미원홀딩스(주),107590,2011/09,,,,,,,,,,,,
미원홀딩스(주),107590,2012/09,,,,,,,,,,,,
미원홀딩스(주),107590,2013/09,176388,26540,110371,31247,145141,46378,26274,202500,12994,155403,12888198,2604
미원홀딩스(주),107590,2014/09,196329,21663,122955,27221,169108,62881,20244,211010,16148,168224,9595649,3358
미원홀딩스(주),107590,2015/09,226737,31611,143974,38352,188385,65955,22818,205410,18272,159297,13678160,3344
미원홀딩스(주),107590,2016/09,236708,25719,148474,33128,203580,58933,25111,218132,19680,163479,12985852,6324
미원홀딩스(주),107590,2017/09,163785,35649,60970,44951,118834,26144,11415,90909,8903,72538,31255243,64
미원홀딩스(주),107590,2018/09,196782,43598,67519,65239,131543,35163,8485,110308,10860,94962,40285093,136
미원홀딩스(주),107590,2019/09,239194,50906,75373,93860,145334,41756,13192,122547,11751,105073,47111534,628
미원홀딩스(주),107590,2020/09,342438,62145,108544,132104,210335,45620,15653,210594,17186,176185,42573139,1845
미원홀딩스(주),107590,2021/09,429287,109457,147082,187459,241828,65586,28587,312707,20190,263787,68466027,1536
미원홀딩스(주),107590,2022/09,543129,173560,207941,273551,269579,112430,27619,379244,23903,334456,111870500,2832
미원화학(주),134380,2011/09,,,,,,,,,,,,
미원화학(주),134380,2012/09,,,,,,,,,,,,
미원화학(주),134380,2013/09,,,,,,,,,,,,
미원화학(주),134380,2014/09,,,,,,,,,,,,
미원화학(주),134380,2015/09,,,,,,,,,,,,
미원화학(주),134380,2016/09,,,,,,,,,,,,
미원화학(주),134380,2017/09,,,,,,,,,,,,
미원화학(주),134380,2018/09,,,,,,,,,,,,
미원화학(주),134380,2019/09,,,,,,,,,,,,
미원화학(주),134380,2020/09,,,,,,,,,,,,
미원화학(주),134380,2021/09,,,,,,,,,,,,
미원화학(주),134380,2022/09,,,,,,,,,,,,
미창석유공업(주),003650,2011/09,,,,,,,,,,,,
미창석유공업(주),003650,2012/09,,,,,,,,,,,,
미창석유공업(주),003650,2013/09,,,,,,,,,,,,
미창석유공업(주),003650,2014/09,,,,,,,,,,,,
미창석유공업(주),003650,2015/09,,,,,,,,,,,,
미창석유공업(주),003650,2016/09,,,,,,,,,,,,
미창석유공업(주),003650,2017/09,,,,,,,,,,,,
미창석유공업(주),003650,2018/09,,,,,,,,,,,,
미창석유공업(주),003650,2019/09,299753,38627,217447,42715,257038,58612,13737,227323,9160,205765,27994514,70
미창석유공업(주),003650,2020/09,299982,24772,210269,31163,268820,50241,15366,201552,9020,177459,18067794,97
미창석유공업(주),003650,2021/09,336025,34977,247101,42219,293805,50767,23547,293366,10245,258990,20853215,186
미창석유공업(주),003650,2022/09,360868,43663,273249,48959,311909,59556,14408,306795,9626,266275,30477869,374
백광산업(주),001340,2011/09,404224,122913,120235,195563,208660,31281,10483,288886,27579,241893,22498575,2168
백광산업(주),001340,2012/09,,,,,,,,,,,,
백광산업(주),001340,2013/09,,,,,,,,,,,,
백광산업(주),001340,2014/09,,,,,,,,,,,,
백광산업(주),001340,2015/09,,,,,,,,,,,,
백광산업(주),001340,2016/09,,,,,,,,,,,,
백광산업(주),001340,2017/09,,,,,,,,,,,,
백광산업(주),001340,2018/09,,,,,,,,,,,,
백광산업(주),001340,2019/09,304691,94215,53920,139346,165345,10488,13632,125108,19705,86882,7398154,2521
백광산업(주),001340,2020/09,326347,89314,52453,152994,173353,10047,7299,128438,22432,95401,15816118,2107
백광산업(주),001340,2021/09,339645,89376,46720,154471,185174,11716,10170,139521,25009,101322,10132013,2024
백광산업(주),001340,2022/09,393154,130757,51050,188393,204760,16848,17596,168189,28950,117928,16991218,2376
범양건영(주),002410,2011/09,,,,,,,,,,,,
범양건영(주),002410,2012/09,,,,,,,,,,,,
범양건영(주),002410,2013/09,139628,105640,83474,138532,1096,8792,-18500,35203,5369,33604,5695769,2334
범양건영(주),002410,2014/09,,,,,,,,,,,,
범양건영(주),002410,2015/09,,,,,,,,,,,,
범양건영(주),002410,2016/09,114628,44708,63340,71424,43204,765,165,69890,4420,64760,10280323,1161
범양건영(주),002410,2017/09,112899,31887,59048,69233,43666,765,1033,83787,3968,77583,11742588,2206
범양건영(주),002410,2018/09,121366,46050,67748,73142,48224,765,2891,98954,4374,91565,19541958,1517
범양건영(주),002410,2019/09,138912,50385,85135,79887,59026,765,8906,209902,5616,194553,28081054,933
범양건영(주),002410,2020/09,154681,40841,80896,79931,74750,365,5010,120373,7178,106342,15868040,1356
범양건영(주),002410,2021/09,188543,62951,106562,102885,85658,1771,4335,79292,7976,69988,5826726,1703
범양건영(주),002410,2022/09,232112,84954,133094,139292,92821,29142,6829,100954,8026,91646,6101858,3915
보해양조(주),000890,2011/09,,,,,,,,,,,,
보해양조(주),000890,2012/09,,,,,,,,,,,,
보해양조(주),000890,2013/09,223658,143962,99096,171302,52356,58507,3740,91528,26116,56747,11860246,5111
보해양조(주),000890,2014/09,221336,95848,90497,142577,78759,53235,3089,93924,29743,57129,10046689,3344
보해양조(주),000890,2015/09,209031,92373,85867,115348,93682,53714,7921,90019,29129,53104,9543681,2039
보해양조(주),000890,2016/09,217202,91875,80307,115031,102172,54385,-3602,92883,38664,57235,7840991,1101
보해양조(주),000890,2017/09,225341,83075,79876,124208,101133,49423,703,74444,25900,47804,5903562,1577
보해양조(주),000890,2018/09,212399,71491,84562,132730,79669,31327,-20708,60915,24178,44949,5704406,2277
보해양조(주),000890,2019/09,185451,68060,70000,92961,92490,35176,1081,57369,16761,39467,4220673,1797
보해양조(주),000890,2020/09,155485,46383,54828,73904,81581,23298,434,58805,18138,39475,4289895,1270
보해양조(주),000890,2021/09,146613,43437,50370,60269,86344,15965,421,63235,20153,41705,4638598,995
보해양조(주),000890,2022/09,153517,47713,62044,68351,85166,18913,282,66742,20339,45603,8592619,1070
부광약품(주),003000,2012/09,,,,,,,,,,,,
부광약품(주),003000,2013/09,,,,,,,,,,,,
부광약품(주),003000,2014/09,233004,14911,150532,26903,206101,29560,19183,106579,37420,46053,4098829,8
부광약품(주),003000,2015/09,243583,15484,146232,27524,216059,32964,20923,104434,41859,43985,3070534,14
부광약품(주),003000,2016/09,243472,14730,137602,25257,218215,42021,18541,105465,50361,47298,3603970,17
부광약품(주),003000,2017/09,237533,14144,123022,24314,213218,39538,10826,111154,52584,51690,3577784,95
부광약품(주),003000,2018/09,530992,64731,236982,91172,439820,39141,149926,152051,58704,58467,5602632,76
부광약품(주),003000,2019/09,378935,27293,185499,57047,321889,44324,-13201,116809,54333,59058,6638068,14188
부광약품(주),003000,2020/09,405225,56467,246165,118281,286944,55122,-5649,120194,48329,69966,7408343,4079
부광약품(주),003000,2021/09,366002,32829,218923,105094,260908,48450,-2826,128546,53196,75085,9133992,3558
부광약품(주),003000,2022/09,397795,46522,224653,127715,270080,40958,-3235,129426,57683,75617,10866301,1721
부국철강(주),026940,2011/09,,,,,,,,,,,,
부국철강(주),026940,2012/09,,,,,,,,,,,,
부국철강(주),026940,2013/09,,,,,,,,,,,,
부국철강(주),026940,2014/09,,,,,,,,,,,,
부국철강(주),026940,2015/09,,,,,,,,,,,,
