회사명,거래소코드,회계년도,자산(*)(요약)(IFRS연결)(백만원),유동부채(*)(요약)(IFRS연결)(백만원),유동자산(*)(요약)(IFRS연결)(백만원),부채(*)(요약)(IFRS연결)(백만원),자본(*)(요약)(IFRS연결)(백만원),재고자산(요약)(IFRS연결)(백만원),당기순이익(총포괄손익)(요약)(IFRS연결)(백만원),매출액(수익)(요약)(IFRS연결)(백만원),판매비와 관리비(물류원가 등 포함)(요약)(IFRS연결)(백만원),매출원가(요약)(IFRS연결)(백만원),매입채무(IFRS연결)(천원),금융원가(요약)(IFRS연결)(백만원)
(주)DB하이텍,000990,2011/09,,,,,,,,,,,,
(주)DB하이텍,000990,2012/09,,,,,,,,,,,,
(주)DB하이텍,000990,2013/09,1116377,490719,255494,869776,246602,86134,-41107,387277,73820,307186,34802061,44283
(주)DB하이텍,000990,2014/09,1010428,377742,232133,867083,143344,72663,-58237,410179,68910,317885,35183026,51853
(주)DB하이텍,000990,2015/09,1066650,419303,313865,806948,259702,89897,117807,485083,73597,316661,55489120,51008
(주)DB하이텍,000990,2016/09,950130,204512,303925,628381,321749,71012,75963,572144,83335,358087,43070322,33482
(주)DB하이텍,000990,2017/09,989103,150407,357974,581863,407240,88527,64270,529044,81584,317608,40423349,35697
(주)DB하이텍,000990,2018/09,1058460,180760,403166,518526,539934,37686,69235,496246,74560,334496,35087685,14876
(주)DB하이텍,000990,2019/09,1117102,204120,432510,481152,635950,56358,92134,595385,83945,377989,33803090,15654
(주)DB하이텍,000990,2020/09,1157432,259244,451466,375840,781592,54522,152460,708101,85996,413173,35708215,10547
(주)DB하이텍,000990,2021/09,1362530,277764,664454,381930,980600,59273,199520,846827,98798,487068,40936471,4850
(주)DB하이텍,000990,2022/09,2055879,384175,1246088,477679,1578200,69772,490457,1278147,114726,548322,48205297,14727
(주)HJ중공업,097230,2011/09,7398559,2956854,2705107,5425965,1972594,321071,-27058,2136492,96278,1955402,207717000,209789
(주)HJ중공업,097230,2012/09,6652449,2357048,2108217,4895816,1756633,253491,-85921,1831980,93414,1708439,189365000,182051
(주)HJ중공업,097230,2013/09,6389080,2954135,2464017,4639893,1749187,614955,-90864,1867166,94428,1736817,190253000,156552
(주)HJ중공업,097230,2014/09,6291457,2732124,2523916,4664718,1626739,634538,-193648,1808063,96450,1808157,217549000,147255
(주)HJ중공업,097230,2015/09,6224679,3094384,2578368,4681092,1543587,927357,-142302,2369184,128750,2246642,292965000,183000
(주)HJ중공업,097230,2016/09,5243176,2339286,2165680,4123676,1119500,669752,-16450,2133546,93927,1952624,279096000,150803
(주)HJ중공업,097230,2017/09,4560519,2310924,2149534,3823046,737473,426548,-138581,1804851,115597,1722433,260781000,120457
(주)HJ중공업,097230,2018/09,3892673,2879222,1698197,3383661,509012,622551,-73283,1460455,74739,1359364,175248000,91530
(주)HJ중공업,097230,2019/09,2200406,1117896,1162076,1995673,204733,456082,185166,1084470,75576,993952,188582000,105843
(주)HJ중공업,097230,2020/09,2167359,1515698,1027269,1817283,350076,167562,105030,1296688,55918,1178735,174791000,48070
(주)HJ중공업,097230,2021/09,2054009,951959,907062,1793300,260709,184568,-58298,1193169,64804,1144320,228610000,44941
(주)HJ중공업,097230,2022/09,2428235,1034810,919574,2041011,387224,210942,-43685,1191300,69373,1117067,175170000,52539
(주)MH에탄올,023150,2011/09,,,,,,,,,,,,
(주)MH에탄올,023150,2012/09,,,,,,,,,,,,
(주)MH에탄올,023150,2013/09,126138,74139,41010,88343,37795,12230,-1969,50955,3773,45666,0,2929
(주)MH에탄올,023150,2014/09,88935,32216,29051,33333,55603,8356,2282,36585,2268,25772,0,1448
(주)MH에탄올,023150,2015/09,83645,26085,28615,26734,56911,5870,6492,37135,2146,25505,0,694
(주)MH에탄올,023150,2016/09,74752,12493,19942,12985,61767,8602,6249,36650,2429,25132,0,471
(주)MH에탄올,023150,2017/09,85193,15751,21053,18149,67044,6140,6344,36112,2290,25500,0,290
(주)MH에탄올,023150,2018/09,454365,164206,35957,363628,90737,6322,-2369,51902,14457,40248,0,11366
(주)MH에탄올,023150,2019/09,456325,268191,29207,372540,83785,7431,1181,59262,13843,41162,0,8140
(주)MH에탄올,023150,2020/09,450067,147029,37826,374555,75512,8426,2627,69770,16508,45602,0,7528
(주)MH에탄올,023150,2021/09,448394,280330,44116,364493,83901,11116,4912,74556,16582,41435,0,9171
(주)MH에탄올,023150,2022/09,447157,184716,50906,356121,91036,8124,3734,82438,17333,49964,0,8725
(주)SH에너지화학,002360,2011/09,,,,,,,,,,,,
(주)SH에너지화학,002360,2012/09,,,,,,,,,,,,
(주)SH에너지화학,002360,2013/09,108781,32388,56926,41373,67409,12551,2830,167480,7531,155536,3051236,1522
(주)SH에너지화학,002360,2014/09,113514,29323,63518,34617,78897,13534,10846,170887,8107,148500,3019903,1176
(주)SH에너지화학,002360,2015/09,117865,19589,64543,25224,92641,14865,12996,158023,10464,131278,1058296,708
(주)SH에너지화학,002360,2016/09,115977,9250,75049,16470,99507,17126,12940,152607,9768,125150,1316641,1097
(주)SH에너지화학,002360,2017/09,123201,8384,84997,17059,106142,10099,8221,149075,8815,129214,458192,977
(주)SH에너지화학,002360,2018/09,123981,7171,87009,17392,106589,21819,3219,140844,7681,129620,1350454,321
(주)SH에너지화학,002360,2019/09,125680,7578,85866,23463,102217,15996,-609,109751,7236,104045,1499015,181
(주)SH에너지화학,002360,2020/09,118427,6978,73566,27450,90978,8633,-6410,66279,6658,67022,900924,510
(주)SH에너지화학,002360,2021/09,119288,12611,77166,28393,90894,10151,523,99226,6811,92197,1115193,327
(주)SH에너지화학,002360,2022/09,126449,10960,83125,31588,94861,22993,3127,127548,7540,118892,1649338,375
(주)SIMPAC,009160,2011/09,,,,,,,,,,,,
(주)SIMPAC,009160,2012/09,,,,,,,,,,,,
(주)SIMPAC,009160,2013/09,335743,110979,160984,131553,204190,27095,16535,144749,12460,114932,37368742,3092
(주)SIMPAC,009160,2014/09,431711,161321,154977,188488,243223,46627,34312,187795,19155,158986,48080060,2731
(주)SIMPAC,009160,2015/09,429766,175405,181702,196827,232939,63823,16122,189186,19300,151530,51827604,2736
(주)SIMPAC,009160,2016/09,422174,135082,178710,186858,235316,50258,9824,194676,19357,159750,41919024,4738
(주)SIMPAC,009160,2017/09,389616,134587,157751,155951,233665,46000,5164,186279,22337,153098,42405006,3145
(주)SIMPAC,009160,2018/09,675630,234014,313153,252074,423555,100011,57166,189198,19533,163235,40195100,2747
(주)SIMPAC,009160,2019/09,683405,218735,316601,236653,446752,91365,14510,337200,24447,296741,35182303,2942
(주)SIMPAC,009160,2020/09,675642,220317,321719,237952,437690,119752,7720,261098,24126,229673,31957687,4828
(주)SIMPAC,009160,2021/09,899930,363049,535031,388386,511544,167935,55727,380159,30681,295242,33913961,21654
(주)SIMPAC,009160,2022/09,970404,343129,592329,364715,605689,210389,79643,523109,46518,368263,30900760,23908
(주)SNT에너지,100840,2011/09,,,,,,,,,,,,
(주)SNT에너지,100840,2012/09,,,,,,,,,,,,
(주)SNT에너지,100840,2013/09,,,,,,,,,,,,
(주)SNT에너지,100840,2014/09,,,,,,,,,,,,
(주)SNT에너지,100840,2015/09,,,,,,,,,,,,
(주)SNT에너지,100840,2016/09,,,,,,,,,,,,
(주)SNT에너지,100840,2017/09,,,,,,,,,,,,
(주)SNT에너지,100840,2018/09,,,,,,,,,,,,
(주)SNT에너지,100840,2019/09,324132,55580,195015,77418,246715,12115,16724,164522,13632,135220,33108106,1117
(주)SNT에너지,100840,2020/09,364344,95880,231406,116335,248009,10688,17625,181268,12785,147831,30767684,3875
(주)SNT에너지,100840,2021/09,331577,60342,199272,83717,247861,1353,20705,137040,11387,110273,20096466,2325
(주)SNT에너지,100840,2022/09,381489,102326,241054,125137,256352,9882,14953,132924,14026,117096,29126162,6346
(주)SNT홀딩스,036530,2011/09,2069013,565772,993879,757161,1311852,288296,26780,1212976,95752,1057008,346262389,26607
(주)SNT홀딩스,036530,2012/09,2113087,566218,1030187,791900,1321187,317017,21838,1222833,90235,1071076,340291084,17065
(주)SNT홀딩스,036530,2013/09,2082255,506627,1014654,724782,1357473,335080,19731,1168286,84235,1006287,294082825,15388
(주)SNT홀딩스,036530,2014/09,1975062,419321,928723,614132,1360930,289506,25287,1145545,76515,1012324,255444709,15262
(주)SNT홀딩스,036530,2015/09,2217642,492481,1182450,701846,1515796,314741,24626,1168753,87413,961404,237025691,18178
(주)SNT홀딩스,036530,2016/09,2132781,394629,1128515,593204,1539577,264055,7422,1102362,75779,957829,202192439,35197
(주)SNT홀딩스,036530,2017/09,2164168,399751,1184374,591347,1572821,262239,18357,1113360,88003,946407,205402601,33789
(주)SNT홀딩스,036530,2018/09,2097534,425423,1153470,601040,1496494,240973,15809,996676,90002,870494,201463403,18548
(주)SNT홀딩스,036530,2019/09,2182473,377043,1233376,604364,1578108,263318,53180,1093999,79373,923314,219778312,6869
(주)SNT홀딩스,036530,2020/09,2322551,491024,1352615,690219,1632332,245711,37616,1021185,60350,873312,229053761,12048
(주)SNT홀딩스,036530,2021/09,2379697,426802,1334198,619177,1760520,258097,76412,1021371,65564,861274,180878984,6521
(주)SNT홀딩스,036530,2022/09,2517537,525076,1458128,691404,1826133,338304,62421,1086009,77013,918839,245999859,16787
(주)STX,011810,2011/09,5479018,2118121,1600468,3442056,2036962,436905,209203,4292582,151206,3969317,336809000,296907
(주)STX,011810,2012/09,5374045,2402781,1568246,3680095,1693950,225587,-256125,4703424,158637,4711007,425144000,216885
(주)STX,011810,2013/09,1853764,1522736,919383,2024695,-170931,169344,-1275198,1999089,231922,2683312,215168000,256190
(주)STX,011810,2014/09,1158789,663110,770608,1040746,118043,161546,407232,1184480,64357,1087875,100897000,146493
(주)STX,011810,2015/09,1232014,842198,932555,1181593,50421,284522,-44404,1236168,73168,1189390,139112000,134975
(주)STX,011810,2016/09,781622,800986,540230,1087469,-305847,259177,-378782,1252968,87332,1185477,123855000,239964
(주)STX,011810,2017/09,595348,497850,441043,543458,51890,156135,342869,1371272,30444,1309706,74094000,121122
(주)STX,011810,2018/09,536914,442205,401101,476897,60017,147476,4024,1143408,25254,1127858,94616000,58734
(주)STX,011810,2019/09,586729,466604,417872,513351,73378,116513,-16442,1113654,33227,1065029,98095000,80789
(주)STX,011810,2020/09,457050,362483,249312,406662,50388,53381,-691,819241,29247,783772,78089000,51174
(주)STX,011810,2021/09,657373,454179,367905,548583,108790,103835,-9557,648611,38429,613319,136059000,52471
(주)STX,011810,2022/09,760105,524411,473167,637144,122961,116869,1875,881036,38813,845049,132655000,101690
(주)TCC스틸,002710,2011/09,,,,,,,,,,,,
(주)TCC스틸,002710,2012/09,,,,,,,,,,,,
(주)TCC스틸,002710,2013/09,581077,192753,252437,369487,211590,117070,-13591,375059,26390,356574,38555072,15379
(주)TCC스틸,002710,2014/09,567420,243422,245058,370677,196744,132494,-9873,376898,25463,354934,39154123,14611
(주)TCC스틸,002710,2015/09,416643,193720,165000,322128,94515,58324,-96510,400630,25701,365543,38978051,23187
(주)TCC스틸,002710,2016/09,363925,139755,213289,270811,93114,54076,8156,342727,19770,314105,30742752,6821
(주)TCC스틸,002710,2017/09,290880,96331,131143,188577,102303,59535,1968,299927,19878,274105,20946288,5396
(주)TCC스틸,002710,2018/09,293784,164421,144088,186857,106927,62619,6031,302686,12599,279824,26622217,5718
(주)TCC스틸,002710,2019/09,319349,99905,159741,203436,115913,77129,4748,328006,13959,301537,28736332,10125
(주)TCC스틸,002710,2020/09,321229,180804,158432,204513,116716,67710,81,324692,13806,308751,31948376,6405
(주)TCC스틸,002710,2021/09,382407,166545,198508,240015,142392,92292,12220,384717,17003,352173,46221555,7113
(주)TCC스틸,002710,2022/09,484697,216153,277855,297413,187284,117925,12324,512118,21408,451877,49021394,33747
(주)강원랜드,035250,2011/09,2520924,326048,981917,343132,2177792,1935,301664,956343,185570,373381,1338825,325
(주)강원랜드,035250,2012/09,2787936,440118,1130788,465403,2322534,1360,255900,985376,192235,463463,1708419,2473
(주)강원랜드,035250,2013/09,2900087,382655,1166925,415153,2484934,1264,269707,1025655,188424,490621,2211709,6330
(주)강원랜드,035250,2014/09,3183378,469910,1394984,499873,2683505,970,312001,1122924,200306,528655,1532058,186
(주)강원랜드,035250,2015/09,3491308,541278,1537710,602542,2888765,1111,348675,1227829,207865,544755,3540253,181
(주)강원랜드,035250,2016/09,3768243,541596,1678960,570672,3197571,1406,390838,1286505,223803,562916,3829601,640
(주)강원랜드,035250,2017/09,4045831,611359,2235859,632952,3412879,1610,359224,1205031,212999,556535,2482004,888
(주)강원랜드,035250,2018/09,4193817,599096,1877800,606896,3586920,1109,278276,1086191,216857,504406,3273725,2351
(주)강원랜드,035250,2019/09,4169769,460316,1843626,478081,3691688,2460,282036,1147243,206399,503764,2640861,359
(주)강원랜드,035250,2020/09,3743435,350051,1411774,455954,3287481,3193,-242529,347257,311388,391333,122555,9077
(주)강원랜드,035250,2021/09,3724283,390529,1683143,477816,3246467,2856,438,546296,79152,499790,3530488,2180
(주)강원랜드,035250,2022/09,3968530,533967,1362565,611352,3357178,3885,106400,935944,86665,650088,2839470,71813
(주)갤럭시아에스엠,011420,2011/09,,,,,,,,,,,,
(주)갤럭시아에스엠,011420,2012/09,,,,,,,,,,,,
(주)갤럭시아에스엠,011420,2013/09,42688,14330,25848,19560,23128,140,-349,34117,3016,29724,1281034,620
(주)갤럭시아에스엠,011420,2014/09,42886,17502,25076,21486,21400,118,-1368,26324,2991,25718,1921993,925
(주)갤럭시아에스엠,011420,2015/09,70367,17695,46474,21311,49056,139,1810,49221,3270,43103,1911898,643
(주)갤럭시아에스엠,011420,2016/09,58236,11915,37081,12943,45294,0,-1431,37836,3492,36783,1949545,244
(주)갤럭시아에스엠,011420,2017/09,53371,8868,33066,10016,43355,0,-2031,27965,2519,26917,2146025,218
(주)갤럭시아에스엠,011420,2018/09,41540,6078,19690,6189,35350,0,-7972,16886,2336,19567,1296080,95
(주)갤럭시아에스엠,011420,2019/09,33708,12253,18834,12390,21318,0,-1054,18281,1672,17159,3270514,130
(주)갤럭시아에스엠,011420,2020/09,,,,,,,,,,,,
(주)갤럭시아에스엠,011420,2021/09,,,,,,,,,,,,
(주)갤럭시아에스엠,011420,2022/09,,,,,,,,,,,,
(주)경농,002100,2011/09,,,,,,,,,,,,
(주)경농,002100,2012/09,,,,,,,,,,,,
(주)경농,002100,2013/09,308952,118047,181549,138524,170427,60124,20849,184087,37084,121363,4108983,3750
(주)경농,002100,2014/09,307953,106059,172143,134052,173901,52546,15601,176334,38598,114504,3519356,2637
(주)경농,002100,2015/09,348225,125904,193519,162524,185701,69718,17659,184175,42325,117701,9967618,2999
(주)경농,002100,2016/09,301403,81911,141740,108700,192702,73972,14267,183649,43674,120128,8994415,2711
(주)경농,002100,2017/09,363714,133737,192298,161249,202465,74660,20426,188212,42835,123573,11958448,2376
(주)경농,002100,2018/09,382461,146585,207866,167072,215389,80156,17679,192958,42922,123830,11286989,2858
(주)경농,002100,2019/09,403244,140904,214497,194798,208446,86062,10661,203741,51062,135067,7456297,4239
(주)경농,002100,2020/09,413522,158923,228498,198056,215466,91724,16598,219719,49606,146843,21027926,2652
(주)경농,002100,2021/09,437767,167917,254686,193487,244280,96705,21855,235067,48762,159485,14974054,3314
(주)경농,002100,2022/09,485487,182103,297927,225341,260146,121812,28345,305115,48889,209463,19378541,9971
(주)경동나비엔,009450,2011/09,,,,,,,,,,,,
(주)경동나비엔,009450,2012/09,,,,,,,,,,,,
(주)경동나비엔,009450,2013/09,353111,146630,151432,167403,185708,80319,9847,300425,64512,222820,46727057,1044
(주)경동나비엔,009450,2014/09,403798,184019,159182,211670,192127,80776,4873,290269,66438,216896,53729337,1841
(주)경동나비엔,009450,2015/09,441138,214849,191357,239763,201374,102918,10848,332822,89936,229120,53836903,2712
(주)경동나비엔,009450,2016/09,420460,175097,169961,192767,227694,97087,26126,379416,99738,243677,59013002,1520
(주)경동나비엔,009450,2017/09,505445,229305,239243,247770,257675,132538,21438,432912,121632,279765,0,1137
(주)경동나비엔,009450,2018/09,635835,327349,336223,360975,274860,197596,16290,475645,137676,311915,106465703,2399
(주)경동나비엔,009450,2019/09,634485,304964,324120,337604,296881,167358,19473,507070,146370,336149,83400923,3154
(주)경동나비엔,009450,2020/09,726603,342764,365050,398959,327644,206132,30343,562254,167014,346202,93279569,2868
(주)경동나비엔,009450,2021/09,869734,390615,477059,446849,422885,256208,75940,741598,209184,475854,129623986,2363
(주)경동나비엔,009450,2022/09,1102403,473970,622859,591319,511085,373753,60836,823613,294165,494961,139998956,4725
(주)경동도시가스,267290,2017/09,537182,172664,211000,253845,283337,1352,7499,476019,36814,430727,143628193,218
(주)경동도시가스,267290,2018/09,662995,270594,336045,347670,315324,1635,24620,1160256,59821,1071594,231723978,329
(주)경동도시가스,267290,2019/09,612565,202689,280244,278028,334537,2505,18140,1049057,62133,965076,163742101,288
(주)경동도시가스,267290,2020/09,580518,146800,215618,233192,347325,1404,11276,808357,61293,735827,109604936,830
(주)경동도시가스,267290,2021/09,664548,211823,291109,291034,373514,1370,17839,939070,62555,854542,172270486,776
(주)경동도시가스,267290,2022/09,843267,372026,477293,446777,396489,1899,28160,1594617,64537,1497566,331899224,742
(주)경동인베스트,012320,2011/09,,,,,,,,,,,,
(주)경동인베스트,012320,2012/09,,,,,,,,,,,,
(주)경동인베스트,012320,2013/09,1029073,426856,611922,541063,488010,20541,38229,2038153,51971,1945455,363796810,1838
(주)경동인베스트,012320,2014/09,1179552,459475,670446,615987,563566,17392,41715,1954899,59359,1868694,350055665,1997
(주)경동인베스트,012320,2015/09,1111273,274986,518617,488720,622554,20422,15798,1210626,66295,1133837,169085418,2243
(주)경동인베스트,012320,2016/09,1001860,182516,368794,404488,597373,20320,19118,824006,66292,739209,104712109,2425
(주)경동인베스트,012320,2017/09,560566,59881,218474,192644,367922,27507,35431,91667,12817,84220,1586981,2955
(주)경동인베스트,012320,2018/09,611943,56590,190009,181458,430485,31988,30494,144384,12518,101556,1864606,2933
(주)경동인베스트,012320,2019/09,598121,71571,234037,184703,413418,41322,11087,182366,18083,147072,4049811,3636
(주)경동인베스트,012320,2020/09,595000,70524,223974,175137,419862,41067,7196,209873,16492,187257,5175729,2337
(주)경동인베스트,012320,2021/09,579419,60259,228354,141264,438155,24889,6476,222286,17086,200556,5533667,1680
(주)경동인베스트,012320,2022/09,582345,59635,235002,138126,444219,21996,8609,201365,16826,178821,2498534,1442
(주)경방,000050,2011/09,,,,,,,,,,,,
(주)경방,000050,2012/09,,,,,,,,,,,,
(주)경방,000050,2013/09,1300461,138394,101803,668881,631580,45037,9232,254810,42419,186121,15202016,14402
(주)경방,000050,2014/09,1274439,198823,85458,633064,641376,36186,6203,237581,43311,173313,14854494,13224
(주)경방,000050,2015/09,1312066,342303,97505,650880,661186,41536,14782,257343,45148,184871,14140408,10668
(주)경방,000050,2016/09,1293460,138483,97320,613911,679549,43360,20679,278127,47131,202821,15588824,8871
(주)경방,000050,2017/09,1282071,181860,94560,586999,695072,37865,20717,268317,47389,189980,16167878,8331
(주)경방,000050,2018/09,1288478,154383,112329,580973,707504,52074,16362,257239,48260,176482,17090371,9929
(주)경방,000050,2019/09,1334184,176350,122630,625343,708841,45674,4690,252089,48020,182751,17327703,12117
(주)경방,000050,2020/09,1377318,353183,254794,637965,739353,27880,6266,244526,53533,179681,18314133,9237
(주)경방,000050,2021/09,1280313,239163,127239,528487,751826,44223,18020,270008,60075,178409,17140217,14128
(주)경방,000050,2022/09,1283155,212467,162936,518055,765100,77659,2528,293222,68199,193208,19940786,23680
(주)경보제약,214390,2015/09,,,,,,,,,,,,
(주)경보제약,214390,2016/09,,,,,,,,,,,,
(주)경보제약,214390,2017/09,,,,,,,,,,,,
(주)경보제약,214390,2018/09,,,,,,,,,,,,
(주)경보제약,214390,2019/09,,,,,,,,,,,,
(주)경보제약,214390,2020/09,,,,,,,,,,,,
(주)경보제약,214390,2021/09,,,,,,,,,,,,
(주)경보제약,214390,2022/09,,,,,,,,,,,,
(주)경인양행,012610,2011/09,,,,,,,,,,,,
(주)경인양행,012610,2012/09,,,,,,,,,,,,
(주)경인양행,012610,2013/09,309634,103483,169664,123166,186468,79373,7475,190068,23793,158556,17911224,1470
(주)경인양행,012610,2014/09,340729,111586,191859,140148,200581,99065,12178,220646,27665,176696,15880645,1499
(주)경인양행,012610,2015/09,337911,117502,189148,136007,201904,97407,2588,202744,27792,168927,14580329,1192
(주)경인양행,012610,2016/09,324827,102109,176225,119802,205025,83606,3032,207031,26816,171403,18693058,1225
(주)경인양행,012610,2017/09,363857,129937,197647,153337,210520,99956,2909,225063,30234,189526,16567266,1655
(주)경인양행,012610,2018/09,407236,163423,235072,186931,220306,108486,10600,253774,42270,195247,19510243,2457
(주)경인양행,012610,2019/09,468051,192971,252380,235618,232434,144291,9704,277635,49292,211878,21946807,3651
(주)경인양행,012610,2020/09,519233,217867,272610,284490,234743,120594,-3257,248630,50944,195060,13597273,3477
(주)경인양행,012610,2021/09,567607,272054,320069,321740,245867,124935,17456,291827,53329,221932,22848694,3006
(주)경인양행,012610,2022/09,595651,259249,319153,327756,267894,179044,15847,316269,59546,227944,25971477,4475
(주)광명전기,017040,2011/09,,,,,,,,,,,,
(주)광명전기,017040,2012/09,,,,,,,,,,,,
(주)광명전기,017040,2013/09,119517,46235,75587,51569,67947,21489,3715,74304,5953,61743,11929973,2278
(주)광명전기,017040,2014/09,120980,37552,75270,43476,77505,23024,6432,85899,5393,72026,11623772,489
(주)광명전기,017040,2015/09,132504,39399,86939,45420,87084,17115,5855,84676,5696,70597,10228128,358
(주)광명전기,017040,2016/09,129773,36646,69392,43511,86262,17468,5577,79115,5343,65597,15151026,272
(주)광명전기,017040,2017/09,147326,38564,73041,50738,96588,11049,-649,73274,5006,67031,15442327,395
(주)광명전기,017040,2018/09,160719,44947,81629,61358,99360,17188,3710,81531,5208,73671,13803634,667
(주)광명전기,017040,2019/09,164480,55892,96562,62497,101983,10536,4219,96276,5223,87653,11058732,285
(주)광명전기,017040,2020/09,159453,43600,98435,50360,109093,18427,4372,90793,4930,82725,14446136,156
(주)광명전기,017040,2021/09,165310,45070,105642,51966,113344,20430,4242,82951,5004,77687,13629200,701
(주)광명전기,017040,2022/09,166197,41846,101875,47812,118385,19269,3409,101501,5140,93596,10131499,192
(주)광주신세계,037710,2011/09,,,,,,,,,,,,
(주)광주신세계,037710,2012/09,,,,,,,,,,,,
(주)광주신세계,037710,2013/09,,,,,,,,,,,,
(주)광주신세계,037710,2014/09,,,,,,,,,,,,
(주)광주신세계,037710,2015/09,,,,,,,,,,,,
(주)광주신세계,037710,2016/09,,,,,,,,,,,,
(주)광주신세계,037710,2017/09,,,,,,,,,,,,
(주)광주신세계,037710,2018/09,,,,,,,,,,,,
(주)광주신세계,037710,2019/09,,,,,,,,,,,,
(주)광주신세계,037710,2020/09,,,,,,,,,,,,
(주)광주신세계,037710,2021/09,,,,,,,,,,,,
(주)광주신세계,037710,2022/09,,,,,,,,,,,,
(주)국동,005320,2011/09,,,,,,,,,,,,
(주)국동,005320,2012/09,,,,,,,,,,,,
(주)국동,005320,2013/09,73112,54056,47643,60560,12552,19189,1016,107584,13878,92962,14375747,5106
(주)국동,005320,2014/09,84532,51550,57169,61167,23365,24410,7107,143890,17455,118488,12697989,2747
(주)국동,005320,2015/09,94571,39435,62935,64168,30404,26893,2872,117515,14362,98454,12923637,4570
(주)국동,005320,2016/09,116030,46153,82422,75315,40715,28470,3387,150826,20497,122537,20649334,4719
(주)국동,005320,2017/09,117588,52947,76142,62237,55351,28983,4166,153933,17660,128743,0,4366
(주)국동,005320,2018/09,123191,61658,83861,77438,45754,38608,2229,158650,20798,132620,0,4657
(주)국동,005320,2019/09,128475,56888,84497,65472,63003,35936,-1654,173462,29898,147392,0,4120
(주)국동,005320,2020/09,205507,77962,153351,103436,102071,32710,23026,208163,31133,142787,0,8039
(주)국동,005320,2021/09,175685,61535,112949,76406,99279,51808,-5742,158763,24890,138104,0,8534
(주)국동,005320,2022/09,200596,65202,126975,80566,120030,71829,5308,247908,24194,217295,0,6954
(주)국보,001140,2011/09,,,,,,,,,,,,
(주)국보,001140,2012/09,,,,,,,,,,,,
(주)국보,001140,2013/09,103950,54358,41580,68396,35554,770,1672,88102,6574,80767,22025651,1537
(주)국보,001140,2014/09,93516,51022,33489,64171,29345,698,-137,73607,6260,69262,16809387,1394
(주)국보,001140,2015/09,90300,56658,31902,69390,20909,420,-1499,68885,6056,64856,16594143,1214
(주)국보,001140,2016/09,84196,55206,28710,66305,17891,397,-565,66257,5778,61358,15400406,1108
(주)국보,001140,2017/09,79674,46881,24164,60412,19261,419,-1403,58190,5343,53508,16253840,1122
(주)국보,001140,2018/09,58162,32058,18645,37600,20563,371,3296,54730,4913,52002,11936635,1100
(주)국보,001140,2019/09,129921,86309,85854,98639,31283,48924,-20979,57791,12124,50036,16105068,1632
(주)국보,001140,2020/09,119041,73010,76727,78631,40410,18591,-12065,82358,32969,58161,11020696,3012
(주)국보,001140,2021/09,100659,59550,58422,65599,35059,29916,-10817,67752,25101,49195,8659605,2978
(주)국보,001140,2022/09,114966,56276,59273,71983,42983,26447,-6210,76769,28215,54723,10803845,3456
(주)금양,001570,2011/09,,,,,,,,,,,,
(주)금양,001570,2012/09,,,,,,,,,,,,
(주)금양,001570,2013/09,143020,77985,83981,97039,45981,20354,594,108704,11061,93203,7414868,5234
(주)금양,001570,2014/09,137310,71323,80266,93077,44233,22746,1296,123883,11406,108375,8495380,4718
(주)금양,001570,2015/09,170826,90292,120028,109242,61584,21028,15990,115630,11682,98083,11112527,6172
(주)금양,001570,2016/09,181111,113068,105344,123606,57505,21137,6219,134207,13742,111967,18250459,7024
(주)금양,001570,2017/09,206240,136014,136311,146515,59725,25131,18047,132909,16574,106273,10979365,5630
(주)금양,001570,2018/09,218421,145965,149058,155931,62490,21172,4149,160019,20158,129981,18539529,5091
(주)금양,001570,2019/09,234003,135126,120879,150873,83130,27613,2731,120935,18830,94093,20078842,4948
(주)금양,001570,2020/09,230986,84511,117529,147466,83520,32696,-3437,130501,18454,107447,10430797,6086
(주)금양,001570,2021/09,313864,114439,201024,212220,101644,65222,1517,156029,21242,126635,27632919,6912
(주)금양,001570,2022/09,346327,121455,197803,178350,167977,39116,3567,154412,28255,115211,22870083,10764
(주)금호에이치티,214330,2016/09,155486,47985,88801,70245,85241,34168,5824,151242,7252,133188,14495157,1483
(주)금호에이치티,214330,2017/09,146684,43162,83522,57146,89538,33269,4286,132620,7200,118924,8773437,905
(주)금호에이치티,214330,2018/09,216849,70828,133163,113559,103289,46096,7564,150195,7349,132442,25247726,1416
(주)금호에이치티,214330,2019/09,286173,102236,176147,126383,159790,60579,106,182608,7698,170136,29061376,9289
(주)금호에이치티,214330,2020/09,335102,122728,165480,123789,211313,42904,-7244,156370,8292,150988,23081839,10991
(주)금호에이치티,214330,2021/09,339667,76102,190857,78839,260827,53521,2149,174938,9341,158500,24135004,5667
(주)금호에이치티,214330,2022/09,439167,85762,209304,88577,350590,55651,-5873,195497,15126,175338,29205041,3814
(주)까뮤이앤씨,013700,2011/09,,,,,,,,,,,,
(주)까뮤이앤씨,013700,2012/09,,,,,,,,,,,,
(주)까뮤이앤씨,013700,2013/09,,,,,,,,,,,,
(주)까뮤이앤씨,013700,2014/09,,,,,,,,,,,,
(주)까뮤이앤씨,013700,2015/09,,,,,,,,,,,,
(주)까뮤이앤씨,013700,2016/09,,,,,,,,,,,,
(주)까뮤이앤씨,013700,2017/09,,,,,,,,,,,,
(주)까뮤이앤씨,013700,2018/09,,,,,,,,,,,,
(주)까뮤이앤씨,013700,2019/09,,,,,,,,,,,,
